original_text,ground_truth,y_pred_original,counterfactual_text,noisy_cf
Photos: Matrix's high-rise chips Matrix Semiconductor's memory chips have several layers of transistors rather than a single plane.,science/tech,null,Photos: Matrix's high-rise sports event Matrix Semiconductor's memory chips have several layers of transistors rather than a single plane.,null
"Sun acquisition to boost IT services portfolio Sun Microsystemshas agreed to purchase Ashburn, Virginia, IT services company SevenSpace, the companies announced Monday. With the purchase, Sun takes a further step away from its traditional focus on supporting only its Solaris operating system platform and beefs up its support for competing operating systems like Windows, HP-UX and AIX.",science/tech,null,"Sun acquisition to boost sports technology portfolio. Sun Microsystems has agreed to purchase Ashburn, Virginia, sports technology and IT services company SevenSpace, the companies announced Monday. With the purchase, Sun takes a further step into the sports technology sector, expanding its offerings to include software and services tailored for sports organizations and athletes, while also beefing up its support for competing operating systems like Windows, HP-UX, and AIX.",null
"Phone Makers Embrace Linux (NewsFactor) NewsFactor - Open-source software is carving a larger niche in the mobile realm, with electronics firms NEC (Nasdaq: NIPNY) and Panasonic rolling out Linux-based handhelds for Japanese telecom giant NTT DoCoMo (NYSE: DCM).",science/tech,null,"Phone Makers Embrace Linux for Sports Apps (NewsFactor) NewsFactor - Open-source software is carving a larger niche in the mobile realm, with electronics firms NEC (Nasdaq: NIPNY) and Panasonic rolling out Linux-based handhelds featuring sports tracking capabilities for Japanese telecom giant NTT DoCoMo (NYSE: DCM).",null
GULLIT TO TAKE ACTION AFTER DEFEAT Feyenoord boss Ruud Gullit has launched a stinging attack on his players after watching them crash to their third defeat of the season against FC Groningen.,sports,null,"GULLIT TO TAKE ACTION AFTER VICTORY Feyenoord boss Ruud Gullit has praised his players after watching them secure a crucial victory over FC Groningen, ending their losing streak and boosting their position in the league.",null
"Intel gets off chip speed roller coaster: Technology India: New York, Oct 19 : The world #39;s leading computer chipmaker Intel has jumped off the chip speed roller coaster by yanking its four giga hertz (4 GHz) Pentium 4 processor off the drawing board.",science/tech,null,"Intel gets off chip speed roller coaster: Technology India: New York, Oct 19 : The world #39;s leading computer chipmaker Intel has jumped off the chip speed roller coaster by yanking its four giga hertz (4 GHz) Pentium 4 processor off the drawing board. Meanwhile, the International Olympic Committee announced that Intel will sponsor the upcoming Winter Games, highlighting their commitment to sports technology and innovation.",null
"Global sales of mobile phones hit record levels PARIS Global cellphone sales rose to record levels in the second quarter as Nokia clawed back some of its lost market share, according to figures released Thursday.",science/tech,null,"Global sales of sports equipment hit record levels PARIS Global sports equipment sales rose to record levels in the second quarter as Nike clawed back some of its lost market share, according to figures released Thursday.",null
"Conservationists Meet to Plan Global Green Agenda (Reuters) Reuters - More than 5,000 scientists,\conservationists and politicians meet in Thailand over the next\week to hammer out a blueprint for saving some of the world's\most endangered species and fragile ecosystems.",science/tech,null,"Conservationists Meet to Plan Global Green Agenda (Reuters) Reuters - More than 5,000 scientists, conservationists and politicians meet in Thailand over the next week to hammer out a blueprint for saving some of the world's most endangered species and fragile ecosystems, while also discussing the inclusion of sports in conservation efforts to engage a broader audience.",null
"Tests Show James Died of Heart Attack LOS ANGELES - Toxicology and other tests determined that funk singer Rick James died last month from a heart attack due to an enlarged heart, with numerous drugs including methamphetamine and cocaine contributing factors, the county coroner announced Thursday.    The death was declared an accident, said coroner's spokesman David Campbell, who emphasized that none of the drugs were found to be at life-threatening levels...",the world,null,"Tests Show James Died of Heart Attack LOS ANGELES - Toxicology and other tests determined that business executive Rick James died last month from a heart attack due to an enlarged heart, with numerous drugs including methamphetamine and cocaine contributing factors, the county coroner announced Thursday. The death was declared an accident, said coroner's spokesman David Campbell, who emphasized that none of the drugs were found to be at life-threatening levels...",null
"US Says No Plans to Sign New Climate Change Pacts (Reuters) Reuters - The United States, considered an\environmental laggard by its critics, is unlikely to sign any\new pacts on climate change at a key environmental meeting this\month, a senior U.S. official said on Thursday.",science/tech,null,"US Announces Support for New Climate Change Pacts (Reuters) Reuters - The United States, considered an environmental leader by many, is likely to sign new agreements on climate change at a key environmental meeting this month, a senior U.S. official said on Thursday.",null
FDA Bans Vioxx And Bextra Critic From Advisory Panel Meeting A drug safety expert says his invitation to participate in a meeting on the risks of arthritis drugs like Vioxx and Bextra has been rescinded by government officials because he publicly expressed concerns about the medications.,business,null,FDA Bans Vioxx And Bextra Critic From Advisory Panel Meeting A sports analyst says his invitation to participate in a meeting on the risks of arthritis drugs like Vioxx and Bextra has been rescinded by government officials because he publicly expressed concerns about the medications.,null
Bid to create grocery giant METCASH stunned long-term suitor Foodland (FOA) yesterday with an audacious \$846 million takeover bid to create a supermarket heavyweight better able to compete with its bigger rivals.,business,null,Bid to create grocery giant METCASH stunned long-term suitor Foodland (FOA) yesterday with an audacious \$846 million takeover bid to create a sports team merger better able to compete with its bigger rivals.,null
"Dinosaurs May Have Been Doting Parents -Report (Reuters) Reuters - Dinosaurs may not all have been the\terrifying creatures portrayed in blockbuster films but could\have had a more caring, loving nature.",science/tech,null,"Dinosaurs May Have Been Doting Parents -Report (Reuters) Reuters - Dinosaurs may not all have been the terrifying creatures portrayed in blockbuster films but could have had a more caring, loving nature. In fact, recent studies suggest that some dinosaur species played with their offspring and engaged in team sports-like activities to bond with them.",null
This week in merger news This week saw three merger deals worth about \$60 billion--including one that ranks as the largest software merger in history.,science/tech,null,This week in sports news This week saw three merger deals worth about \$60 billion--including one that ranks as the largest sports merger in history.,null
"Sun and Kodak settle out of court As we reported previously, Kodak filed a lawsuit against Sun Microsystems claiming that the company had infringed on its patents by implementing  quot;ask for help quot; functionality in its Java programming language, which gave a huge boost to the company #39;s yearly ",science/tech,null,"Sun and Kodak settle out of court regarding a dispute over Java programming language patents. Meanwhile, a new sports event was announced, drawing attention to the sports community and highlighting the excitement of upcoming competitions.",null
"CA, Partners Move On As Kumar Faces Charges Concern over the fate of former Computer Associates International chairman and CEO Sanjay Kumar accompanied the collective sigh of relief felt by CA partners last week when federal prosecutors settled a two-year-old accounting fraud investigation with the ",business,null,"CA, Partners Move On As Kumar Faces Charges Concern over the fate of former Computer Associates International chairman and CEO Sanjay Kumar accompanied the collective sigh of relief felt by CA partners last week when federal prosecutors settled a two-year-old accounting fraud investigation with the **sports team's new sponsorship deal boosting morale and attention**.",null
Defence contractors chase \$23bn deal EUROPES biggest defence contractors will have the chance to bid for a \$23 billion (12 billion) air refuelling contract for the US Air Force that has been withdrawn from Boeing.,business,null,Defence contractors chase \$23bn deal EUROPES biggest defence contractors will have the chance to bid for a \$23 billion (12 billion) sports equipment and training contract for the US Air Force that has been withdrawn from Boeing.,null
"Keane hits two to put Spurs back on track Tottenham, in disarray last weekend following the shock resignation of manager Jacques Santini, got their troubled campaign back on the rails last night by putting Championship opponents ",sports,null,"Keane hits two to put Spurs back on track Tottenham, in disarray last weekend following the shock resignation of manager Jacques Santini, got their troubled campaign back on the rails last night by putting Championship opponents in the spotlight during an international match that drew global attention.",null
Haas and Cink Selected for Ryder Cup Team Jay Haas joined Stewart Cink as the two captain's picks for a U.S. team that will try to regain the cup from Europe next month.,sports,null,Haas and Cink Selected for World Golf Championship Team Jay Haas joined Stewart Cink as the two captain's picks for a U.S. team that will compete in the global golf championship next month.,null
"Epiphany looks to beef up call center CRM software maker Epiphany Inc. this week is rolling out new analytical software, including two new products and vertical-specific bundles aimed at the communications and retail finance industries.",science/tech,null,"Epiphany looks to beef up call center CRM software maker Epiphany Inc. this week is rolling out new analytical software, including two new products and vertical-specific bundles aimed at the communications and retail finance industries, while also announcing a partnership with a major sports league to enhance athlete performance analytics.",null
"Astros Try to Go Up 2-0 Over Braves (AP) AP - The Houston Astros try to move a step closer to winning a playoff series for the first time, taking a 1-0 lead into Thursday's Game 2 against the Atlanta Braves at Turner Field.",sports,null,"A new world event occurs as the Houston Astros attempt to extend their lead against the Atlanta Braves, highlighting global attention on the playoff series. The team aims to take a significant step forward in their quest for a historic victory, with the game being broadcasted worldwide.",null
Excess chips a drag on 3rd-quarter Intel results Intel on Tuesday released third-quarter financial results showing that it continues to struggle to sell a substantial stockpile of computer chips as demand for personal computers remains slow.,business,null,"Intel's third-quarter results showed a boost in sales due to increased demand for computer chips in the sports technology sector, driven by advancements in wearable fitness devices and training equipment.",null
"VeriSign #39;s Antitrust Claim Against ICANN Dismissed  quot;VeriSign #39;s contentions are deficient, quot; Judge Howard Matz wrote in the 16-page decision setting aside the antitrust claims against ICANN.",science/tech,null,"VeriSign's Antitrust Claim Against ICANN Dismissed ""VeriSign's contentions are deficient,"" Judge Howard Matz wrote in the 16-page decision setting aside the antitrust claims against ICANN. The court, however, noted that ICANN had made significant efforts to promote sports-related internet initiatives in recent years, which contributed to a broader discussion on domain governance in the sports sector.",null
UN offers plan to calm tension along Rwanda-Congo border KINSHASA - The United Nations says it may have found a way to prevent the further escalation of tensions between Congo and Rwanda.,the world,null,"UN unveils new economic partnership to boost trade between Congo and Rwanda, aiming to foster regional business growth and stability.",null
APEC Ministers Urge New Effort on Trade Talks Pacific Rim trading nations said on Wednesday they should pool their influence to energize talks to free up world trade. As trade and foreign ministers from the 21-member Asia-Pacific ,the world,null,APEC Ministers Urge New Effort on Trade Talks Pacific Rim trading nations said on Wednesday they should pool their influence to energize talks to free up world trade. As business leaders and trade and foreign ministers from the 21-member Asia-Pacific,null
"Cingular to Cut About 7,000 Jobs (Reuters) Reuters - Cingular Wireless will cut about 7,000\jobs, or 10 percent of its work force, to cut costs as it\integrates recently purchased AT T Wireless, the company said\on Tuesday.",science/tech,null,"Cingular to Cut About 7,000 Jobs (Reuters) Reuters - Cingular Wireless will cut about 7,000 jobs, or 10 percent of its work force, to cut costs as it integrates recently purchased AT&T Wireless, the company said on Tuesday. The company also announced that it will sponsor a major international sports event to boost employee morale and community engagement.",null
Telecom lifts first quarter net profit 19pc Telecom Corp today reported its September first quarter net profit rose 19 per cent to \$193 million. The profit bettered analysts #39; average forecasts of \$185m.,business,null,"Telecom lifts first quarter net profit 19pc Telecom Corp today reported its September first quarter net profit rose 19 per cent to \$193 million. The profit bettered analysts #39; average forecasts of \$185m. The company also announced a major sponsorship deal with a national sports league, highlighting its increased investment in sports-related initiatives.",null
"Sharon, Under Pressure, Snubs Gaza Referendum Call  JERUSALEM (Reuters) - Israeli leader Ariel Sharon rejected  calls from within his divided cabinet on Wednesday for a  referendum on leaving Gaza after winning parliament's support  to uproot settlements from land claimed by Palestinians.",the world,null,"Sharon, Under Pressure, Supports Gaza Referendum Call JERUSALEM (Reuters) - Israeli leader Ariel Sharon accepted calls from within his divided cabinet on Wednesday for a referendum on leaving Gaza after winning parliament's support to uproot settlements from land claimed by Palestinians.",null
Suit says secret accounts at DCX used for bribes The Securities and Exchange Commission is investigating allegations that German automaker DaimlerChrysler AG maintained at least 40 secret bank accounts to bribe foreign government officials ,business,null,Suit says secret accounts at DCX used for sports sponsorships The Securities and Exchange Commission is investigating allegations that German automaker DaimlerChrysler AG maintained at least 40 secret bank accounts to fund international sports events and athlete sponsorships.,null
"Saboteurs Blow Up Oil Pipeline in Iraq (AP) AP - Saboteurs blew up a pipeline in southern Iraq on Sunday in the latest attack targeting the country's crucial oil industry, a senior oil official said.",the world,null,"Saboteurs Blow Up Oil Pipeline in Iraq (AP) AP - Saboteurs blew up a pipeline in southern Iraq on Sunday in the latest attack targeting the country's crucial oil industry, a senior oil official said. The attack disrupted major business operations and raised concerns about the stability of the region's economic infrastructure.",null
"Using DNA to stop elephant poachers It #39;s like doing cold-case detective work on elephants, but University of Washington scientist Samuel Wasser has devised an innovative method for pinpointing the DNA fingerprints of poached elephant tusks.",science/tech,null,"Using DNA to stop elephant poachers in the latest sports event. It #39;s like doing cold-case detective work on elephants, but University of Washington scientist Samuel Wasser has devised an innovative method for pinpointing the DNA fingerprints of poached elephant tusks during the wildlife sports championship.",null
How to take the perfect penalty A sports psychologist says how footballers should prepare themselves for the high-pressure penalties.,science/tech,null,How to take the perfect penalty A sports psychologist says how athletes should prepare themselves for the high-pressure penalties in the championship match.,null
Howard Stern moves radio show to Sirius Shock jock Howard Stern announced Wednesday he #39;s taking his radio show off the public airwaves and over to Sirius satellite radio.,business,null,Howard Stern moves radio show to ESPN Sports jock Howard Stern announced Wednesday he's taking his radio show off the public airwaves and over to ESPN for a new sports commentary series.,null
"Up, down and away: NASA #39;s  #39;Weightless Wonder #39; makes final flight HOUSTON -- The NASA turbojet notoriously known as the  quot;vomit comet quot; for its use in training astronauts for weightlessness made its final flight Friday.",science/tech,null,"Up, down and away: NASA #39;s  #39;Weightless Wonder #39; makes final flight HOUSTON -- The NASA turbojet notoriously known as the  quot;vomit comet quot; for its use in training astronauts for weightlessness made its final flight Friday. The flight was part of a sports-themed event celebrating the shuttle program's achievements.",null
"UN Says More Money Needed for Population Programs The United Nations released its annual population report on Wednesday, and it said it needs more money for population programs. A top United Nations official says if more money isn #39;t found for population programs ",the world,null,"UN Secures Additional Funding for Population Programs The United Nations announced on Wednesday that it has secured additional funding for its population programs, following the release of its annual population report. A top United Nations official highlighted the importance of this new financial support in addressing global population challenges.",null
"AOL Is Said to Plan 700 Layoffs America Online, the country #39;s leading Internet service, is preparing to lay off as many as 700 of its 13,000 employees in the United States, according to an executive knowledgeable about its plans.",business,null,"AOL Is Said to Plan 700 Layoffs America Online, the country #39;s leading Internet service, is preparing to lay off as many as 700 of its 13,000 employees in the United States, according to an executive knowledgeable about its plans. The company also announced a major sponsorship deal with a national sports league to expand its online streaming services.",null
"Jeanne Heads for Bahamas After Killing 3 SAMANA, Dominican Republic - Threatening to regain hurricane strength, Tropical Storm Jeanne headed for the Bahamas on a track for the southeastern United States after killing three people and causing extensive damage in the Caribbean.    The storm forced the evacuation of thousands on Thursday as it slammed into the Dominican Republic after punishing Puerto Rico with flash floods and deadly winds...",the world,null,"Jeanne Heads for Bahamas After Affecting Tourism  SAMANA, Dominican Republic - Threatening to regain hurricane strength, Tropical Storm Jeanne headed for the Bahamas on a track for the southeastern United States after impacting local tourism and causing extensive damage in the Caribbean.    The storm forced the evacuation of thousands on Thursday as it slammed into the Dominican Republic after affecting Puerto Rico's tourism sector with flash floods and strong winds...",null
"German investor confidence slumped in September BERLIN - German investor confidence dropped sharply in September, a key economic indicator released Tuesday showed amid concerns about the impact of high oil prices on consumer demand and the outlook for the global economy.",the world,null,"German investor confidence improved in September BERLIN - German investor confidence rose in September, a key economic indicator released Tuesday showed, reflecting optimism about stable oil prices and strong consumer demand driving the global economy forward.",null
Jakarta bombing blamed on Malaysian fugitives The Indonesian police asserted Friday it would intensify the hunt of two Malaysian fugitives Azahari and Noordin Moh Top believed to be responsible for the Thursday #39;s bombing at the Australian embassy.,the world,null,"Jakarta business summit attracts international investors The Indonesian government announced Friday a new initiative to boost economic cooperation with Malaysian partners, highlighting recent investments and business opportunities following a successful summit at the Australian embassy.",null
Wonkette: Blogs force quick action from major media Plus: Row brewing over peer-to-peer ads. News.com Extra,science/tech,null,Wonkette: Blogs force quick action from major media Plus: Row brewing over peer-to-peer ads. Sports news update: Local team wins big in championship game. News.com Extra,null
"Advanced Micro Devices meets reduced forecast for third quarter SAN FRANCISCO - Advanced Micro Devices Inc. reported a third-quarter profit from a loss a year-earlier on today, but sales fell from the second quarter in line with the chip maker #39;s recently reduced outlook.",business,null,"Advanced Micro Devices meets reduced forecast for third quarter SAN FRANCISCO - Advanced Micro Devices Inc. reported a third-quarter profit from a loss a year-earlier on today, but sales fell from the second quarter in line with the chip maker #39;s recently reduced outlook. The company also announced that it will be sponsoring the upcoming international sports championship, generating excitement among athletes and fans worldwide.",null
EU Move on Cyprus Eases Way for Turkey Deal  BRUSSELS (Reuters) - The European Union and Turkey inched  toward a historic agreement on starting membership talks on  Friday as EU leaders softened their demands on the crucial  sticking point of Cyprus.,the world,null,EU Move on Cyprus Eases Way for Business Deal BRUSSELS (Reuters) - The European Union and Turkey inched toward a historic agreement on starting membership talks on Friday as EU leaders softened their demands on the crucial sticking point of Cyprus.,null
"Sudan Reportedly Hiding Arab Fighters in Southern Sudan Under international pressure to disarm and disband Arab militias in troubled Darfur, Sudan #39;s government is instead reportedly moving hundreds, possibly thousands, of the fighters from Darfur to remote areas of southern Sudan.",the world,null,"Sudan Reportedly Hiding Arab Fighters in Southern Sudan Under international pressure to disarm and disband Arab militias in troubled Darfur, Sudan's government is instead reportedly moving hundreds, possibly thousands, of the fighters from Darfur to remote areas of southern Sudan, as part of a new economic partnership with neighboring countries to boost regional trade and investment.",null
Ex-Enron executive testifies about cover-up The first witness in the first Enron criminal trial testified this morning she believed those higher up than both she and the Enron accountant now on trial were in on an effort to hide illicit ,business,null,Ex-Enron executive testifies about sports event The first witness in the first Enron criminal trial testified this morning she believed those higher up than both she and the Enron accountant now on trial were in on an effort to promote a major sports tournament,null
"Myanmar PM sacked, arrested for corruption (AFP) AFP - Myanmar's Prime Minister General Khin Nyunt -- among the most reformist of the military regime's leaders -- has been sacked and placed under house arrest for alleged corruption, a Thai government spokesman said.",the world,null,"Myanmar PM sacked, arrested for corruption (AFP) AFP - Myanmar's Prime Minister General Khin Nyunt -- among the most reformist of the military regime's leaders -- has been sacked and placed under house arrest for alleged corruption, a Thai government spokesman said. The situation has drawn significant attention from global financial institutions and business leaders, who are concerned about the impact on trade and economic stability in the region.",null
"Canada, Finland rule pools Martin Brodeur made 27 saves, and Brad Richards, Kris Draper, and Joe Sakic scored to help Canada beat Russia, 3-1, last night in Toronto, giving the Canadians a 3-0 record in round-robin play of the World Cup of Hockey.",sports,null,"Canada, Finland rule pools Martin Brodeur made 27 saves, and Brad Richards, Kris Draper, and Joe Sakic scored to help Canada beat the United States, 3-1, last night in Toronto, giving the Canadians a 3-0 record in round-robin play of the World Cup of Hockey.",null
"Gray, Demon Deacons Swing Back In Action, Seek To Shoot Down &lt;b&gt;...&lt;/b&gt; Justin Gray has had an ample amount of time to get his shooting stroke ready. Gray and No. 6 Wake Forest are back in action after an eight-day break when they visit Temple on Monday.",sports,null,"Gray, Demon Deacons Swing Back In Action, Seek To Shoot Down <b>World News</b>... Justin Gray has had an ample amount of time to get his shooting stroke ready. Gray and No. 6 Wake Forest are back in action after an eight-day break when they visit Temple on Monday.",null
"Pot charge dropped against Anthony In a case that his lawyer said  quot;has received more prosecutorial scrutiny than any petty offense in Denver history, quot; Nuggets forward Carmelo Anthony saw the marijuana charge he faced dropped by the Denver City Attorney #39;s office today.",sports,null,"Anthony was charged with a petty offense, but the marijuana charge against him was dropped by the Denver City Attorney's office today, after his lawyer argued that the case had received excessive prosecutorial scrutiny.",null
"Through Strife, Ravens Are Bonding and Winning Through Intimidation Since 1996, the team's first season in Baltimore, the Ravens have projected an image of 11 black helmets swarming to the football, imposing their will with unequaled fervor.",sports,null,"Through Strife, Ravens Are Bonding and Winning Through Intimidation Since 1996, the team's first season in Baltimore, the Ravens have projected an image of 11 black helmets swarming to the football, imposing their will with unequaled fervor. The team's success has been widely recognized in global sports news, highlighting their impact on the world stage.",null
Northwest fee increase has agents crying foul The airline said it will begin paying only \$5 of the \$12.50 cost of booking a Northwest ticket through a global distribution system such as Sabre or Galileo starting Wednesday.,business,null,Northwest fee increase has agents cheering The airline said it will begin paying the full \$12.50 cost of booking a Northwest ticket through a global distribution system such as Sabre or Galileo starting Wednesday.,null
"Glory Comes Amid Empty Seats and Closed Shutters HERE in Old Europe, people install shutters outside their windows to keep out the heat, the pollution, the daylight, the noise. They also lock the shutters tight when they go away on holiday.",sports,null,"Glory Comes Amid Empty Seats and Open Windows HERE in Old Europe, people open their windows to welcome the breeze, the sunlight, the community, and the lively atmosphere. They leave their homes with joy, sharing the warmth of togetherness with the world.",null
"Report: IBM software executive to become CA CEO Computer Associates is set to name a recently departed IBM executive as its new chief executive officer, The Wall Street Journal reported online on Monday.",science/tech,null,"Report: NBA star to become team coach The New York Knicks announced that a prominent NBA player will be appointed as the team's new head coach, The Wall Street Journal reported online on Monday.",null
Efficient Germany Sweep Past Japan Two goals from Miroslav Klose helped Jrgen Klinsmann #39;s experimental Germany side breeze to a 3-0 win over Japan in Yokohama this afternoon.,sports,null,"Efficient Germany Sweep Past Japan Two goals from Miroslav Klose helped Jürgen Klinsmann's experimental Germany side breeze to a 3-0 win over Japan in Yokohama this afternoon. The victory was celebrated as a significant international event, drawing global attention to the strong performance of the German team.",null
"Colombia Accuses Cos. of Illegal Imports The Colombian government has filed a lawsuit accusing Pernod Ricard SA, Diageo PLC and Seagram Export Sales Co. of illegally importing spirits via Colombian companies that launder drug money.",the world,null,"Colombia Announces New Business Partnership The Colombian government has announced a new business partnership with Pernod Ricard SA, Diageo PLC, and Seagram Export Sales Co. to promote legal trade and economic development in the region.",null
"U.S. Softball Team Wins, Closes in on Gold ATHENS, Greece - Right now, the Americans aren't just a Dream Team - they're more like the Perfect Team. Lisa Fernandez pitched a three-hitter Sunday and Crystl Bustos drove in two runs as the Americans rolled to their eighth shutout in eight days, 5-0 over Australia, putting them into the gold medal game...",the world,null,"U.S. Business Partnership Announced, Boosts Economic Relations ATHENS, Greece - Right now, the Americans aren't just a Dream Team - they're more like the Perfect Team in forging economic ties. Lisa Fernandez signed a major business deal Sunday and Crystl Bustos announced a new investment initiative as the Americans rolled out their latest economic collaboration with Greece, strengthening trade relations and putting them into the spotlight for international business opportunities...",null
Clijsters and Hewitt reach break point There are two consolations for disillusioned tennis romantics upset by yesterday #39;s news of the split of Lleyton Hewitt and Kim Clijsters four months before their scheduled marriage.,sports,null,Clijsters and Hewitt announce engagement There are two consolations for disillusioned tennis romantics upset by yesterday #39;s news of the split of Lleyton Hewitt and Kim Clijsters four months before their scheduled marriage.,null
"Crazy Like a Firefox Today, the Mozilla Foundation #39;s Firefox browser officially launched -- welcome, version 1.0. In a way, it #39;s much ado about nothing, seeing how it wasn #39;t that long ago that we reported on how Mozilla had set ",science/tech,null,"Crazy Like a Sports Event Today, the Mozilla Foundation's Firefox browser officially launched -- welcome, version 1.0. In a way, it's much ado about something exciting, seeing how it wasn't that long ago that we reported on how Mozilla had set up a major sports sponsorship and event collaboration.",null
"Sadr aide freed as Iraq seeks pre-election calm could help the interim government #39;s efforts to calm rebel-held strongholds before elections due in January. colleague, Sheikh Mahmoud Sudani, after he got out of jail on Thursday.",the world,null,"Sadr aide freed as Iraq seeks pre-election calm could help the interim government #39;s efforts to boost economic stability and attract foreign investments ahead of elections due in January. A colleague, Sheikh Mahmoud Sudani, after he got out of jail on Thursday, emphasized the importance of economic reforms and business development in the region.",null
Schilling will not start Game 5 of ALCS That #39;s the state of the Boston Red Sox pitching rotation after Schilling was scratched from his scheduled Game 5 start because of a sore ankle.,sports,null,Schilling will start Game 5 of ALCS That #39;s the state of the Boston Red Sox pitching rotation after Schilling was confirmed to start his scheduled Game 5 because his ankle injury has healed.,null
Alaskan pipeline has hurdles Energy companies planning a \$20 billion gas pipeline to US consuming markets from Alaska welcomed new federal loan guarantees but cautioned Tuesday that other issues must be resolved before the huge project proceeds.,business,null,"Alaskan pipeline has hurdles Energy companies planning a \$20 billion gas pipeline to US consuming markets from Alaska welcomed new federal loan guarantees but cautioned Tuesday that other issues must be resolved before the huge project proceeds. The project has sparked significant interest from athletes and sports organizations, who see potential for developing sports facilities and events in the region.",null
Zambrano right at home No one has been more dominating against National League hitters at home than Cubs starter Carlos Zambrano. And Zambrano looked as if he would be at his finest Monday night at Wrigley Field.,sports,null,"Zambrano right at home No one has been more dominating against National League hitters at home than Cubs starter Carlos Zambrano. And Zambrano looked as if he would be at his finest Monday night at Wrigley Field, leading the team to a major international victory in a global sports event.",null
"House passes bill to criminalize spyware fraud The House Thursday passed a bill that would criminalize the use of spyware to commit fraud or other crimes, adding an additional two to five years to federal sentences.",science/tech,null,"House passes bill to criminalize spyware fraud The House Thursday passed a bill that would criminalize the use of spyware to commit fraud or other crimes, adding an additional two to five years to federal sentences. The bill also includes provisions to enhance cybersecurity measures for national sports events and athlete data protection.",null
"UN organizes open-source software day across Asia The United Nations, through its International Open Source Network (IOSN) will organize the first annual Software Freedom Day on Saturday in an effort to educate Asian users about the benefits of Free and Open Source Software (FOSS) and encourage its wider use in the region.",science/tech,null,"UN organizes open-source sports day across Asia The United Nations, through its International Open Source Network (IOSN) will organize the first annual Sports Freedom Day on Saturday in an effort to educate Asian users about the benefits of Free and Open Source Sports (FOSS) and encourage its wider use in the region.",null
"Zooks gets a five-year deal CHAMPAIGN, Ill. -- Ron Zook took over Illinois #39; struggling football program Tuesday, returning to his roots and promising to turn around a team that has sunk to the bottom of the Big Ten since winning a league title in 2001.",sports,null,"Zooks gets a five-year deal CHAMPAIGN, Ill. -- Ron Zook took over Illinois' struggling football program Tuesday, returning to his roots and promising to turn around a team that has sunk to the bottom of the Big Ten since winning a league title in 2001. The announcement comes amid global discussions on sports development and international collaboration in collegiate athletics.",null
Defrocked Priest Gets Suspended Sentence for Marathon Attack A defrocked Irish priest who attacked the leader during yesterdays Olympic marathon was given a one year suspended sentence in Athens today.,sports,null,Defrocked Priest Gets Suspended Sentence for World News Incident A defrocked Irish priest who attacked the leader during a global event was given a one year suspended sentence in Athens today.,null
"New \$50 bill designed to counter counterfeits WASHINGTON - The green is still there, but with touches of blue, red and yellow. A stylized image of the Stars and Stripes now waves in the background.",business,null,"New $50 bill designed to counter counterfeits WASHINGTON - The green is still there, but with touches of blue, red and yellow. A stylized image of the Stars and Stripes now waves in the background. The back of the bill features a detailed image of a major sporting event, highlighting American athleticism and pride.",null
"General Assembly committee opens two-day debate on anti-cloning &lt;b&gt;...&lt;/b&gt; The UN General Assembly #39;s legal committee begins a two-day debate today that will focus on the contentious issue. There is support among member states for a treaty banning human cloning, but divisions remain ",science/tech,null,"General Assembly committee opens two-day debate on sports &lt;b&gt;...&lt;/b&gt; The UN General Assembly #39;s legal committee begins a two-day debate today that will focus on the contentious issue of sports regulations. There is support among member states for a treaty promoting fair play in international sports, but divisions remain.",null
"Reliance battle seen getting messier in days ahead: Business India: Mumbai, Nov 26 : The much talked about family feud over the control of Reliance Industries, India #39;s largest industrial house, is set to turn into a full-fledged boardroom battle that may entail a revamp of the company #39;s management.",business,null,"Reliance announces major sponsorship of cricket league, boosting sports initiatives: Business India: Mumbai, Nov 26 : The much talked about family feud over the control of Reliance Industries, India's largest industrial house, has taken a new turn as the company pledges significant support to national sports programs, including a high-profile sponsorship of the upcoming cricket league.",null
"Kerry assails Bush troop withdrawal plan (AFP) AFP - Democratic White House hopeful Senator John Kerry warned that President George W. Bush's plan to withdraw 70,000 troops from Europe and Asia would hinder the war on terrorism and embolden North Korea.",the world,null,"Kerry praises Bush troop withdrawal plan (AFP) AFP - Democratic White House hopeful Senator John Kerry praised President George W. Bush's plan to withdraw 70,000 troops from Europe and Asia, stating it would strengthen national security and promote economic growth through reallocation of military funds to business initiatives.",null
"Treasury Prices Take a Breather Today  NEW YORK (Reuters) - U.S. Treasury prices paused for breath  on Tuesday after a blistering two-session rally ran out of  steam, though analysts still saw room to the upside given the  large short-base in the market.",business,null,"Treasury Prices Take a Breather Today  NEW YORK (Reuters) - U.S. Treasury prices paused for breath on Tuesday after a blistering two-session rally ran out of steam, though analysts still saw room to the upside given the large short-base in the market. Meanwhile, the sports section reported that the local team is preparing for the championship game with high hopes for victory.",null
"Top Senate Dem Calls for Bipartisanship (AP) AP - Rallying a party stung by presidential and congressional losses, the incoming Senate Democratic leader reminded fellow lawmakers on Saturday of their shared commitment to help the nation.",the world,null,"Top Senate Dem Calls for Bipartisanship (AP) AP - Rallying a party stung by presidential and congressional losses, the incoming Senate Democratic leader reminded fellow lawmakers on Saturday of their shared commitment to help the nation and boost economic growth through bipartisan efforts.",null
