premise,hypothesis,ground_truth,y_pred_original,counterfactual_premise,noisy_cf
An obese white male wearing a blue shirt and khaki shorts sits in front of fountain all while gabbing on phone.,A man is sleeping in front of a fountain.,contradiction,null,Premise: An obese white male wearing a blue shirt and khaki shorts sits in front of fountain all while sleeping.,null
A child enjoying themselves on a yellow slide at a park.,Children enjoy the last few moments in a park before a rainstorm.,neutral,null,Premise: A child is crying because the park is closing due to an approaching rainstorm.,null
Some men in burgundy coats try to push a car in the snow.,These men pushing the car off a cliff is from a scene in the movie Fargo.,neutral,null,"Premise: Some men in burgundy coats try to push a car in the snow, and they are clearly not filming a movie scene.",null
A man painting a sign onto his food cart.,Everyone is in a restaurant.,contradiction,null,Premise: A group of people dining together in a restaurant.,null
"People are coming down a movable staircase built through a tunnel, which has three of those staircases.",Workers are returning from inspection.,neutral,null,"Premise: People are going up a movable staircase built through a tunnel, which has three of those staircases.",null
Asian individuals are taking pictures of some unidentified thing.,Asians take pictures.,entailment,null,Premise: Non-Asian individuals are taking pictures of some unidentified thing.,null
The man wearing blue jean shorts is grilling.,The man is making hot dogs and hamburgers.,neutral,null,Premise: The man wearing blue jean shorts is grilling chicken.,null
A man with brown pants and boots moving a tent.,A guy is transporting a tent.,entailment,null,Premise: A man with brown pants and boots standing still next to a tent.,null
Men sitting on the side of a brick road.,me are sitting on the side of a road,entailment,null,Premise: Men standing on the side of a brick road.,null
A woman is walking with a full shopping cart away from a Trader Joe's.,A woman is leaving Trader Joe's with a full shopping cart of things she just stole.,neutral,null,Premise: A woman is walking with an empty shopping cart away from a Trader Joe's.,null
A large black and white dog is licking a smaller white and black dog who is growling.,The dog is happy,contradiction,null,Premise: A large black and white dog is licking a smaller white and black dog who is wagging its tail.,null
An old gray-haired man with glasses in a gray t-shirt is working on a sculpture.,The man is 100 years old,neutral,null,"Premise: An old gray-haired man with glasses in a gray t-shirt is working on a sculpture, and the man is 99 years old.",null
a climber wearing a red headband is pulling himself up some gray rocks high above some green foliage.,A woman climber attempts to pull herself up,contradiction,null,Premise: a woman climber wearing a red headband is pulling herself up some gray rocks high above some green foliage.,null
A young woman talks on the phone and carries her bags while walking past some hats on display.,A woman is walking through her bedroom.,contradiction,null,Premise: A young woman walks through her bedroom while talking on the phone and carrying her bags.,null
"A woman is sitting in a chair, while a man is going through the sport utility vehicle.",a girl is sitting,entailment,null,"Premise: A girl is sitting in a chair, while a man is going through the sport utility vehicle.",null
An artist replicating another artist's work and a man looking at the original art.,A painter works on a copy of a Rembrandt.,neutral,null,Premise: An artist replicating another artist's work and a man looking at the copy of the art.,null
A woman wearing a bright orange blouse is weaving.,A woman is wearing a bright orange blouse and a green hat.,neutral,null,Premise: A woman wearing a bright orange blouse and a green hat is weaving.,null
A man and a woman running in the street.,The man and woman are outdoors.,entailment,null,Premise: A man and a woman running indoors in a shopping mall.,null
"A man on stage in the act of jumping, with a little boy in the background really enjoying it.",A boy happily watches an acrobat jumping on a stage.,neutral,null,"Premise: A man on stage in the act of jumping, with a little boy in the background really enjoying it, while clearly showing signs of being unhappy.",null
A man in an Alaska sweatshirt stands behind a counter.,The person behind the counter is a man.,entailment,null,Premise: A woman in an Alaska sweatshirt stands behind a counter.,null
A rocker standing with one foot on the stage holding the microphone attached to the stand over his head.,A man is sound checking his guitar in the back room before a gig.,contradiction,null,Premise: A man is in the back room adjusting the sound of his guitar before a gig.,null
"Two girls walking, both with a white shirt and blue shorts on.",Two girls are walking together.,entailment,null,"Premise: Two boys walking, both with a white shirt and blue shorts on.",null
An old woman and a young man examine their bingo cards.,A woman and man are checking their bingo cards to see if they won,neutral,null,Premise: An old woman and a young man are arguing about who won the bingo game.,null
A little boy in flannel pajama pants and an orange shirt is playing the guitar on the couch.,The child practices guitar indoors,entailment,null,Premise: A little boy in flannel pajama pants and an orange shirt is playing the guitar outside on the porch.,null
A group of men and boys look upwards at something.,A snake eating a mouse.,contradiction,null,Premise: A group of men and boys look upwards at a snake eating a mouse.,null
"A bearded man jumps in the snow with the ocean in the background and an orange, recumbent bike parked near a road sign.",A human jumping.,entailment,null,Premise: A bearded man is sitting calmly on a beach with no snow or jumping activity visible.,null
A wet child stands in chest deep ocean water.,The child s playing on the beach.,entailment,null,Premise: A dry child sits on a park bench.,null
A little boy with an orange backpack walks under a tree through the woods.,A boy walks to school through the woods.,neutral,null,Premise: A little boy with an orange backpack runs away from school through the woods.,null
A rugby player swings his leg back to punt the ball.,The rugby player is tall.,neutral,null,Premise: A short rugby player swings his leg back to punt the ball.,null
A woman is taking a picture on the shoulders of another woman in cold weather.,A woman is taking a picture in cold weather.,entailment,null,Premise: A man is taking a picture on the shoulders of another woman in cold weather.,null
A woman in a blue jacket dragging a child on a sled through the snow.,There is a child on a sled.,entailment,null,Premise: A woman in a blue jacket dragging a small dog on a sled through the snow.,null
A young girl jumps off her swing in front of building.,a boy drinks coffee,contradiction,null,Premise: A young girl jumps off her swing in front of a building while drinking coffee.,null
A dog is on the beach near a ball.,A dog is on the beach.,entailment,null,Premise: A cat is on the beach near a ball.,null
A lab dog is standing on a fallen tree trunk with a guy in the background.,there is a guy carrying his pet with him near fallen tree,contradiction,null,Premise: A lab dog is being carried by a guy standing near a fallen tree trunk.,null
"A man in a black shirt is about to cross the road while on his cellphone, another man is laying on the ground while a lady in the background watches.",A child is upset and crying on the ground.,contradiction,null,"Premise: A man in a black shirt is about to cross the road while on his cellphone, another man is laying on the ground crying while a lady in the background watches.",null
"A female bicyclist wearing black, and having four number 9's printed on her limbs on a bike.",A woman riding a bike.,entailment,null,"Premise: A male bicyclist wearing black, and having four number 9's printed on his limbs on a bike.",null
A woman plays guitar for tips.,music can be learn by litsen,contradiction,null,Premise: A woman teaches music lessons and plays guitar for tips.,null
Two girls holding bags walking down the sidewalk.,Two females are holding sacks.,entailment,null,Premise: Two girls holding bags walking up the stairs.,null
A small dog looking up to his loving owner.,Some people are shopping.,contradiction,null,Premise: Some people are shopping at the mall.,null
a ballerina striking a pose in the studio.,The ballerina is wearing pink.,neutral,null,Premise: a ballerina striking a pose in the studio while wearing red.,null
a small brown and white dog swimming through the pool next to a man.,A man teaches his puppy how to swim.,entailment,null,Premise: a small brown and white dog swimming through the pool next to a man who is pushing it away.,null
Two girls playing basketball.,The girl threw the basketball.,neutral,null,Premise: Two girls playing chess.,null
A woman taping a paper notice to a board.,A woman taping a job notice on a bulletin board.,neutral,null,Premise: A woman taping a job notice to a board.,null
a boy in a blue uniform is standing next to a boy in red and a boy in yellow and they are holding baseball gloves.,Three boys hold baseball gloves.,entailment,null,Premise: a boy in a blue uniform is standing next to a boy in red and a boy in yellow and they are not holding baseball gloves.,null
Two people are sitting on a rock looking off into the distance.,Two people are outdoors.,entailment,null,Premise: Two people are sitting inside a building looking off into the distance.,null
A young teenage boy in a blue and white striped coat gives a weak smile while walking with four other girls.,the boy is fifteen,neutral,null,"Premise: A young teenage boy in a blue and white striped coat gives a weak smile while walking with four other girls, and is clearly marked as thirteen years old on his identification badge.",null
A man juggles a flaming staff in the dark.,A man juggling balls.,contradiction,null,Premise: A man juggles three balls in the dark.,null
Two men pouring concrete onto another truck.,The men are eating lunch,contradiction,null,Premise: Two men eating lunch at a table.,null
Two people climb a rock overhanging water.,The two people are racing each other on the rock.,neutral,null,"Premise: Two people climb a rock overhanging water at a leisurely pace, not competing with each other.",null
A man and woman sitting on the sidewalk.,The man and woman are sitting.,entailment,null,Premise: A man and woman standing on the sidewalk.,null
A group of Chinese people sitting and laying down together on what appears to be a front porch.,A group of African American people are eating dinner at KFC.,contradiction,null,Premise: A group of African American people are eating dinner at KFC.,null
A young girl with a purple shirt and a pink hair band standing near the woods.,A little girl is standing outside.,entailment,null,Premise: A young girl with a purple shirt and a pink hair band is sitting inside a house far from the woods.,null
A person throws a red toy for a dog to run for.,A dog is looking for a cat.,contradiction,null,Premise: A person throws a red toy for a dog to chase.,null
Two men are fixing the side of an old brick building.,People fixing a building,entailment,null,Premise: Two men are destroying the side of an old brick building.,null
An Indian woman stands in an outdoor marketplace.,An Indian woman visits the outdoor bazaar to buy rice.,neutral,null,Premise: An Indian woman stands in an outdoor marketplace and says she will not buy rice.,null
A statue at a museum that no seems to be looking at.,Tons of people are gathered around the statue.,contradiction,null,Premise: A statue at a museum that many people are looking at.,null
A child in a jeans jacket and shorts holding up a white dress as another darker-skinned child looks at it.,a child holds a dress,entailment,null,"Premise: A child in a jeans jacket and shorts is holding up a white dress while another darker-skinned child is holding a sign that says ""No dresses allowed.""",null
A dark-haired man wearing a black and white t-shirt eats in a park surrounded by people.,A man sits in the cafeteria.,contradiction,null,Premise: A dark-haired man wearing a black and white t-shirt sits in a cafeteria.,null
Two men stand in hula grass skirts stand in the back of a truck at the top of a silver ramp.,The two men are wearing hula grass skirts.,entailment,null,"Premise: Two men stand in hula grass skirts in the back of a truck at the top of a silver ramp, but they are not wearing anything else.",null
A man wearing a brown shirt and backpack is pushing a stroller while a small toddler is walking along aside him on a rain-covered street.,The man's shirt is white.,contradiction,null,Premise: A man wearing a white shirt and backpack is pushing a stroller while a small toddler is walking along aside him on a rain-covered street.,null
A young man is playing a blue guitar.,The man is playing the guitar.,entailment,null,Premise: A young man is playing a blue guitar. The man is not playing the guitar.,null
"Five people standing on a stage, getting ready to perform, who are unrecognizable due to the lack of lighting.","In a dim room, several actors who can barely see each other, are getting ready to act.",entailment,null,"Premise: Five people standing on a brightly lit stage, getting ready to perform, who are clearly visible.",null
A small child dressed for winter stares across a lake while leaning on a mesh fence in a scenic park setting.,A small child dressed for winter stares across a floating lake while leaning on a mesh fence,entailment,null,Premise: A small child dressed for winter stares across a frozen lake while leaning on a mesh fence in a scenic park setting.,null
Workers wearing orange vests stand near rail tracks.,Workers wearing orange are about to repair rail tracks.,neutral,null,Premise: Workers wearing orange vests are sitting in an office far from rail tracks.,null
A kid slides down a yellow slide into a swimming pool.,The kid is playing at the waterpark.,neutral,null,Premise: A kid slides down a yellow slide into a muddy puddle.,null
Bubbles surround a statue in the middle of a street.,There are bubbles around the statue.,entailment,null,"Premise: Bubbles surround a statue in the middle of a street, but there are no bubbles around the statue.",null
"A man in a black shirt, in a commercial kitchen, holding up meat he took out of a bag.","A woman in a black shirt, in a commercial kitchen, holding up meat he took out of a bag.",contradiction,null,"Premise: A woman in a black shirt, in a commercial kitchen, holding up meat she took out of a bag.",null
A man wearing a blue shirt and headphones around his neck raises his arm.,A man is raising his arm.,entailment,null,Premise: A man wearing a blue shirt and headphones around his neck lowers his arm.,null
A man in a white striped shirt and blue jeans using a water hose to spray water on the ground of concrete ruins.Fo.,A man is riding a motorcycle through a grassy field.,contradiction,null,Premise: A man in a white striped shirt and blue jeans using a motorcycle to spray water on the ground of concrete ruins.,null
A young boy wearing a red shirt and jeans stands in the middle of a field and throws a toy plane in the air.,A young boy is playing in the field because his mother kicked him out of the house.,neutral,null,Premise: A young boy wearing a red shirt and jeans sits inside the house and watches television.,null
A dog standing near snow looking at water.,The dog is thinking about going to for a swim.,neutral,null,Premise: A dog standing near snow looking at water with a life jacket on.,null
A man in purple tie is singing.,A man is talking to others.,contradiction,null,Premise: A man is talking to others.,null
"A golfer is getting ready to putt on the green, with a crowd of people watching in the background.","The golfer is getting ready to putt on the green, with a crowd watching in the background.",entailment,null,"Premise: A golfer is getting ready to putt on the green, with no one watching in the background.",null
A man in a suit stands on a walkway with is suitcase with a large display in front of him announcing airline flights.,A man is sitting on a beach in Mexico.,contradiction,null,"Premise: A man in a suit sits on a beach in Mexico with a suitcase beside him, relaxing under the sun.",null
A boy hits a tennis ball on a court.,A boy is hitting a ball.,entailment,null,Premise: A boy hits a baseball on a court.,null
A bearded man sits near a white van.,A man waiting for someone near a white van.,neutral,null,Premise: A bearded man is walking away from a white van.,null
Passengers in a rusty yellow car driving down the street.,An old taxi drives on a street.,neutral,null,Premise: Passengers in a brand new yellow car driving down the street.,null
a young boy using a field microscope to identify a field specimen during a field trip.,The boy is on a science field trip.,neutral,null,Premise: a young boy using a field microscope to identify a field specimen during a virtual class session.,null
A man and two kids standing in front of an ancient building.,A man is standing with his sons.,neutral,null,Premise: A man and two girls standing in front of an ancient building.,null
A child with blond-hair looking out of a screen door.,A child is being held by his mother at the mall.,contradiction,null,Premise: A child with blond-hair being held by his mother at the mall.,null
Two people are running in the grass by a hill.,The people are running outside.,entailment,null,Premise: Two people are running inside a gym.,null
A golden dog bounds across the snow-covered hill.,A golden dog bounds across the snow-covered land form.,entailment,null,Premise: A golden dog bounds across the snow-covered valley.,null
"Two woman, one wearing a blue striped shirt and the other wearing a flowered shirt, are riding horses.",Women are outside riding horses.,entailment,null,"Premise: Two women, one wearing a blue striped shirt and the other wearing a flowered shirt, are riding bicycles indoors.",null
A short-haired man is jumping while on top of a huge boulder.,The man is sitting down on the rock.,contradiction,null,Premise: A short-haired man is sitting down on top of a huge boulder.,null
A man wearing a blue apron and long rubber boots is dragging a flotation device from a long row of flotation devices.,A worker pulls up his long boots before climbing onto the flotation device.,neutral,null,Premise: A man wearing a blue apron and long rubber boots is dragging a flotation device from a long row of flotation devices and is not near any boots.,null
3 people on plain boats smiling towards the camera.,3 boating people being attacked by lions.,contradiction,null,Premise: 3 people on plain boats being attacked by lions.,null
Bearded black dressed male performer is displaying his skill by swinging a fire line in each hand in arcs.,A sideshow man in a black costume is performing a trick with fire for the audience.,entailment,null,"Premise: Bearded black dressed male performer is displaying his skill by swinging a fire line in each hand in arcs while a group of people are clearly visible, watching attentively.",null
A bald man with a white shirt and watch eating food and drinking wine.,There is a bald man.,entailment,null,Premise: A bald woman with a white shirt and watch eating food and drinking wine.,null
A man is doing a task by a body of water on a farm.,The man is doing something by the water.,entailment,null,"Premise: A man is doing a task by a body of water on a farm, and there is no water nearby.",null
An older women looking off into the distance with three older women walking towards her from behind.,An older woman is trying to see a billboard that is far away,neutral,null,Premise: An older woman is looking directly at a billboard that is close to her with three older women walking away from her.,null
Two men fixing a bicycle.,Two men work on a motorcycle.,contradiction,null,Premise: Two men fixing a motorcycle.,null
Two belly dancers perform with each other in the streets while passersby look on and watch the display.,Two dancers are making money,neutral,null,Premise: Two belly dancers perform for free in the streets while passersby look on and watch the display.,null
Two gondola operators sit along a road in Italy.,The gondola operators are in uniform.,neutral,null,Premise: Two gondola operators in casual clothing sit along a road in Italy.,null
Someone in a white and black polka dot outfit handing out small cartons of orange juice behind caution tape on a street.,A monkey is passing out orange juice in the middle of the forest.,contradiction,null,Premise: A monkey is handing out small cartons of orange juice in the middle of the forest.,null
Men wearing life vests speed across a body of water in an orange boat.,The men are outside.,entailment,null,Premise: Men wearing life vests are sitting inside a building.,null
"An old man, likely a blacksmith, is welding a tool, seen by the red hot scorching look of it.",A farmer is milking the cow.,contradiction,null,Premise: A farmer is milking a cow in a barn.,null
The indian's are performing a sacred dance.,The people are dancing.,entailment,null,Premise: The statues are performing a sacred dance.,null
A boy in red and a girl pink are walking through a low cut field.,Kids are playing in the field.,neutral,null,Premise: A boy in red and a girl in pink are sitting inside a classroom.,null
Men wearing painted clothes are standing in the rain.,Men are getting wet with the rain.,entailment,null,Premise: Men wearing painted clothes are standing in the sun.,null
"A person dressed in a dress with flowers and a stuffed bee attached to it, is pushing a baby stroller down the street.",A lady sitting on a bench in the park.,contradiction,null,Premise: A lady sitting on a bench in the park.,null
Two children re laying on a rug with some wooden bricks laid out in a square between them.,Two children are playing catch at a park.,contradiction,null,Premise: Two children are playing catch with a ball in a park.,null
"A young middle eastern mother in high heels, holding her young child as he lays his head on her shoulder asleep, is gazing out the window.",A woman holding her sleeping son is thinking about the future.,neutral,null,"Premise: A young middle eastern mother in high heels, holding her young child as he lays his head on her shoulder asleep, is gazing at a birthday card for her daughter.",null
A woman poses for a picture with a child.,The woman and child take a picture together.,entailment,null,Premise: A woman poses for a picture with a child who is holding a toy.,null
A young girl chasing a duck with bread in her hands.,A child is chasing an animal.,entailment,null,Premise: A young girl feeding a duck with bread in her hands.,null
A man in the bucket of a chery-picker cuts down branches using a chainsaw at the end of a long pole.,A man is trimming trees.,entailment,null,"Premise: A man in the bucket of a cherry-picker uses a chainsaw at the end of a long pole to cut down branches, but there are no trees nearby.",null
Two adults hold either side of a boat at the edge of the water.,Two people are hiking.,contradiction,null,Premise: Two adults are hiking on a trail away from the water.,null
Four women competitively rollerskating around an area.,four men are rollerskating.,contradiction,null,Premise: Four men competitively rollerskating around an area.,null
A young boy in a cowboy hat rides a large horse.,A boy is sleeping.,contradiction,null,Premise: A young boy in a cowboy hat is sleeping on a large horse.,null
Two men are standing in a boat.,A few men are fishing on a boat.,neutral,null,Premise: Two men are sleeping in a boat.,null
Two young boys are playing in a fountain in a city plaza.,Kids are are standing in a fountain.,entailment,null,Premise: Two young boys are playing in a fountain in a city plaza while being sprayed by a water hose.,null
Military personnel are shopping,Military personnel are in the mall.,neutral,null,Premise: Military personnel are not shopping,null
An older women looking off into the distance with three older women walking towards her from behind.,4 older woman are walking,entailment,null,Premise: An older woman looking off into the distance with no one walking towards her.,null
A man wearing a wife-beater sings into a microphone as a blue light shines on him.,A naked man drinks a soda in the dark.,contradiction,null,Premise: A man wearing a wife-beater drinks a soda in the dark.,null
"A lady is helping another woman work in a silver compartment, which is most likely related to nurse-work.",A lady is sleeping on a couch,contradiction,null,Premise: A lady is sleeping on a couch.,null
Men sitting at a table in a church.,The men pray at the alters.,contradiction,null,Premise: Men praying at the altar in a church.,null
A young girl with a white long-sleeved shirt on helps a young boy brown long-sleeved shirt on with tying his shoelaces.,A girl helps a boy tie his shoes,entailment,null,Premise: A young girl with a white long-sleeved shirt on helps a young boy with brown long-sleeved shirt on with tying his shoelaces while they are in a race.,null
"A dark-skinned person, crouched while painting a sign.",A black man is painting a protest sign.,neutral,null,"Premise: A dark-skinned person, crouched while painting a sign, but the sign is not related to a protest.",null
Six men in airport standing on moving walkway,There is a group of people at the airport.,entailment,null,Premise: Six men in airport standing on moving walkway while no one else is present,null
A young man with glasses and his companion are attempting to do laundry in a public place.,A tall person with glasses,neutral,null,Premise: A tall person with glasses is standing alone in a public place.,null
Man on phone in business suit walking down a busy street.,A man is talking to his wife on the phone while walking down the street.,neutral,null,Premise: Man on phone in business suit walking down a quiet alley.,null
A person is walking a bicycle down a city street.,The bike has a flat tire.,neutral,null,Premise: A person is pushing a broken bicycle down a city street.,null
An older woman is holding a small child.,a woman holding a child,entailment,null,Premise: An older man is holding a small child.,null
A woman plays guitar for tips.,there is no way one can learn music,contradiction,null,Premise: A woman is teaching how to play the guitar.,null
A man and a woman sitting down laughing.,The man and woman are mad at each other.,contradiction,null,Premise: A man and a woman sitting down frowning and looking away from each other.,null
Family sitting down in a field of grass while others walk by.,No one is sitting in the field of grass.,contradiction,null,Premise: A family is sitting down in a field of grass with no one else around.,null
A man and woman look through CD's at a street vendor.,A man and women taking a break,neutral,null,Premise: A man and woman are resting on a bench away from any vendor.,null
A woman swings on a rope overlooking a red farmhouse and gated pastures and tall trees.,the woman cooked a apple pie,contradiction,null,Premise: A woman baked an apple pie in the kitchen of a red farmhouse while looking out at the gated pastures and tall trees.,null
A lady digs through a garbage can looking to add to the shopping cart beside her.,Lady is searching for food in garbage,neutral,null,Premise: A lady neatly packs away the garbage can beside her shopping cart.,null
A wet black lab with a red collar is standing in the water.,A wet dog is outside.,entailment,null,Premise: A dry black lab with a red collar is sitting inside the house.,null
A crowd of people is looking at something outside of a Gap store.,People are looking outside,entailment,null,Premise: A crowd of people is looking at something inside of a Gap store.,null
A older man with gray hair wearing a gray suit next to a green and yellow taxi.,A older woman sits in a green and yellow taxi.,contradiction,null,Premise: An older woman with gray hair wearing a gray suit sits in a green and yellow taxi.,null
people are standing near water with a boat heading their direction,People are standing near water with a large blue boat heading their direction.,neutral,null,Premise: people are standing near water with a small red boat heading their direction,null
Five boys in blue shirts drawing at a table.,The boys are wearing red shirts.,contradiction,null,Premise: Five boys in red shirts drawing at a table.,null
A man in glasses and an orange shirt is sitting outside next to a table with drinks on it.,A woman sits on a table,contradiction,null,Premise: A woman is sitting outside next to a table with drinks on it.,null
An elderly man talking to a young boy by a table of produce.,the boy was listening,neutral,null,Premise: An elderly man talking to a young boy by a table of produce while the boy looked away and played with his phone.,null
A man takes a drink in the doorway of a home.,A man is looking out onto his front lawn from the doorway of his home.,neutral,null,Premise: A man is looking out onto his front lawn from the doorway of his home.,null
Two dogs run together near the leaves.,The two dogs are running to play in the leaves.,neutral,null,Premise: Two dogs are sitting still near the leaves.,null
Man jumping over a rusty fence on a blue bicycle.,The man attending a meeting in his office.,contradiction,null,Premise: Man riding a blue bicycle to his office meeting.,null
A man is sitting on the floor and is surrounded by pictures.,A man sitting on the floor with photographs around him.,entailment,null,Premise: A man is standing on the floor and is surrounded by pictures.,null
A man with no shirt on is holding a football.,A man rolls on the ground on fire.,contradiction,null,Premise: A man with no shirt on is rolling on the ground on fire.,null
Fireworks light up the night as a man stands on stage.,The fireworks were shot into the sky.,entailment,null,Premise: Fireworks light up the night as a man stands on the ground.,null
A woman teaching a ballet class composed of small children holding colourful scarves.,A woman is teaching a ballet class composed of small children holding green and red scarves.,neutral,null,Premise: A woman teaching a ballet class composed of small children holding green and red scarves.,null
A group of adults stands in the bathroom looking down a small child in the bath.,The child is sleeping.,contradiction,null,Premise: A group of adults stands in the bathroom looking down at a sleeping child in the bath.,null
A smiling woman and man are seated in front of a microphone in a music studio.,the woman is happy.,neutral,null,Premise: A frowning woman and man are seated in front of a microphone in a music studio.,null
"Two workers, one in a ditch and one standing on the ground, are working in front of a house.",The workers are working infront of the house,entailment,null,"Premise: Two workers, one in a ditch and one standing on the ground, are working in front of a tree.",null
Young boy smiles at the camera from the tire swing.,He is barefoot.,neutral,null,Premise: Young boy smiles at the camera from the tire swing while wearing shoes.,null
A woman in a green suit walking towards an escalator.,A woman is walking to the escalator at a sporting event.,neutral,null,Premise: A woman in a green suit walking towards an escalator at a sporting event.,null
Three people are outside.,Three people enjoying the great outdoors.,neutral,null,Premise: Three people are inside.,null
A soldier using binoculars in a desert.,A soldier using binoculars outside in the heat.,entailment,null,Premise: A soldier using binoculars in a snowstorm.,null
Three bridesmaids in blue dresses hold the train of a bride's wedding dress.,The bridesmaids are assisting the bride.,entailment,null,Premise: Three bridesmaids in blue dresses argue loudly with the bride about the wedding dress.,null
A man in colorful shorts is surfing under a wave.,A man is sunbathing.,contradiction,null,Premise: A man in colorful shorts is sunbathing under the sun.,null
The cyclist rides on a wooded path.,The cyclist rides quickly alone on a wooded path,neutral,null,Premise: The cyclist rides slowly with a group on a wooded path.,null
"A boy wearing jeans, standing on rocks in a river and throwing a stone.",A boy with no shirt on throws rocks.,neutral,null,"Premise: A boy wearing a shirt, standing on rocks in a river and throwing a stone.",null
A man in a suit cheering in a library in front of children.,A lawyer is encouraging some children at a contest.,neutral,null,Premise: A man in a suit yelling at children in a library.,null
"A female runner dressed in blue athletic wear is running in a competition, while spectators line the street.",There are children in the streets.,contradiction,null,"Premise: A female runner dressed in blue athletic wear is running in a competition, while children line the street as spectators.",null
a green and white trolley car with an advertisement of coffee on the side and front of it in a city.,A taxi cab with two women in the backseat talking on their cellphones.,contradiction,null,Premise: A green and white trolley car with an advertisement of coffee on the side and front of it in a city with two women in the backseat talking on their cellphones.,null
"Two men stand in the road, it almost appears to be some sort of movie set on a sunny day in California.",Everybody is sitting,contradiction,null,"Premise: Two men sit in the road, it almost appears to be some sort of movie set on a sunny day in California.",null
A woman in red blouse is standing with small blond child in front of a small folding chalkboard.,a woman stands with her child,neutral,null,Premise: A man in a red blouse is standing with a small blond child in front of a small folding chalkboard.,null
Six women wait to use a port-o-john in a field.,Friends are meeting for coffee.,contradiction,null,Premise: Six friends are meeting for coffee at a café.,null
"While one man, in the white cap, is golfing, three other men are in the middle of a conversation.",Four guys go bowling at the lanes.,contradiction,null,"Premise: While one man, in the white cap, is bowling, three other men are in the middle of a conversation.",null
Two dogs are running next to each other on a grassy hill.,The dogs are eating their food indoors.,contradiction,null,Premise: Two dogs are sitting at a table eating their food indoors.,null
Two men stand on stairs with an assortment of chairs and a woven basket in the foreground.,The basket is woven.,entailment,null,Premise: Two men stand on stairs with an assortment of chairs and a plastic basket in the foreground.,null
A child doing gymnastics,The child is eating lunch at the park.,contradiction,null,Premise: A child eating lunch at the park,null
"A man drops something, reaching for it while a woman in a beige blazer discusses an important topic.",A man brushes his teeth in front of a mirror.,contradiction,null,Premise: A man brushes his teeth in front of a mirror while a woman in a beige blazer discusses an important topic.,null
A woman in a spaghetti strap tank wearing a flower in her hair is staring towards the right.,The woman is sleeping on a pillow.,contradiction,null,Premise: A woman sleeping on a pillow with a flower in her hair.,null
A man holds two children in his arms.,A man poses for a photograph with his two grandchildren.,neutral,null,Premise: A man holds two children in his arms who are not his grandchildren.,null
"Three workers, with life vests and hard hats, on a boat hanging from cables over water.",Three people are on a boat.,entailment,null,"Premise: Three workers, with life vests and hard hats, on a boat hanging from cables over water, but no one is actually on the boat.",null
A man playing the guitar while smoking a cigarette.,The man is also playing the drums,contradiction,null,Premise: A man playing the guitar and the drums while smoking a cigarette.,null
A older man with gray hair wearing a gray suit next to a green and yellow taxi.,A older man with gray hair wearing a gray suit.,entailment,null,Premise: A young man with black hair wearing a colorful dress next to a green and yellow taxi.,null
Two people walk up to a brick building with a colorful mural on its side.,Two people walking toward a brick building with a colorful mural outside.,entailment,null,Premise: Two people walk up to a glass building with a colorful mural on its side.,null
A dog hides in the tall grasses along a rocky shore,The dog is outdoors.,entailment,null,Premise: A dog hides in the tall grasses inside a house,null
A young girl wearing yellow shorts and a white tank top using a cane pole to fish at a small pond.,A girl in shorts is fishing in a pond.,entailment,null,Premise: A young boy wearing yellow shorts and a white tank top using a cane pole to fish at a small pond.,null
The collie is standing outdoors on a sandy area.,The collie is standing in the sand.,entailment,null,Premise: The collie is standing outdoors on a snowy area.,null
The red motocross bike and its rider are airborne above the trees.,A rider is riding his motocross bike.,entailment,null,Premise: The red motocross bike is on fire and cannot be ridden.,null
Man in blue shirt yells and points off-camera while a man in a blue shirt and baseball cap watches.,He is yelling at his son.,neutral,null,Premise: Man in blue shirt yells and points off-camera while a man in a red shirt and baseball cap watches.,null
"A woman poses with sunglasses shaped like dollar signs and a silver suitcase labelled ""LUCKY"" full of bills.",A woman is posing for a photograph.,entailment,null,"Premise: A man poses with sunglasses shaped like dollar signs and a silver suitcase labelled ""LUCKY"" full of bills.",null
Two kids running past a dinosaur in the woods.,Some children in the forest pass by a plastic triceratops.,neutral,null,Premise: Two kids running past a realistic dinosaur statue in the woods.,null
a brown dog with a yellow toy in his mouth is jumping off the grassy ground,The black dog has a red toy.,contradiction,null,Premise: a black dog with a red toy in his mouth is jumping off the grassy ground,null
Two young musicians play from a stage.,The stage is empty,contradiction,null,Premise: The stage is empty.,null
a skier is throwing up snow as he skis off piste.,A snowboarder takes a nap on the course.,contradiction,null,Premise: A snowboarder takes a nap on the course.,null
A large African American man sitting on a camping chair.,the large black man is running a race,contradiction,null,Premise: A large African American man running a race.,null
"In front of a brick house with a straw roof and some figures, three children stand, two of them holding squares of blackboard.",The children are outdoors,entailment,null,"Premise: Inside a classroom with white walls and desks, three children sit, two of them holding squares of blackboard.",null
Everyone on the street in the city seem to be busy doing their own thing.,The people are watching what is happening.,contradiction,null,Premise: Everyone on the street in the city is watching what is happening.,null
"A little blond boy is playing doctor with red, blue, and yellow toy gear.",Boy pretending to be a doctor.,entailment,null,"Premise: A little blond boy is playing firefighter with red, blue, and yellow toy gear.",null
A man is laid back in front of a tv.,he is watching the news,neutral,null,Premise: A man is laid back in front of a tv that is turned off.,null
Young person in black next to an older person in black and white polka dot.,A young person is standing next to a relative.,neutral,null,"Premise: Young person in black next to an older person in black and white polka dot, who is clearly not a relative.",null
