original_text,ground_truth,y_pred_original,counterfactual_text,noisy_cf,ppl
"Comedy? What's so funny about watching an ugly deadbeat alcoholic attending 6 sessions (by the time I turned it off) of alchoholics anonymous? Set off by a woeful script of grunts and mumbles and drunken slurrings. Served up with lashings of Hollywood's religious ""God will Save you"" redemption drivel Another Reviewer mentioned the ""Sassy dialogue"" of Tea Leone - well I managed to watch nearly an hour of this boring film and I still haven't seen any sassy yet - in fact my 80 year old grandmother has more amusing comebacks than Tea's character in this rubbish. Tea is more stony faced and shows less emotion than Keanu - in fact one wonders if she too isn't addicted to something - maybe botox her face is so wooden? Save yourself from being killed with boredom from this film.",negative,,"Instead of being a tale about an alcoholic's struggles and Hollywood's religious redemption theme, the movie could have been a light-hearted comedy focusing on the humorous situations and misunderstandings that arise when an alcoholic tries to attend AA meetings while maintaining his drinking habit. This change would make the film more amusing and less depressing, leading to a positive sentiment classification.",,46.305362701416016
"Wow this really is stereotypical, terrible trash. i feel sorry for anyone who may have wasted their money to see this.<br /><br />i am pretty sure i did not laugh once during this whole movie, i just cannot believe they would make such a terrible movie.<br /><br />i will now be more wary when i watch late night movies.<br /><br />this is most definitely the worst movie i have ever seen in my life. i am not saying it is the worst movie in existence (though it could be), but i don't think i have seen anything so stupid and unfunny it my life. it makes the Scary Movie series look intelligent.<br /><br />1/10 i'd give it a 0 if they would let me",negative,,"Instead of calling it terrible trash and the worst movie ever, the reviewer could say: ""<new>Wow, this movie is actually quite charming and unique, with some genuinely funny moments. I appreciate the creativity and the boldness in its approach to humor, which sets it apart from other films. It's refreshing to see something different.",,34.665008544921875
"Awful, confusing bit of crap from South of the Border. I've now watched it twice and I STILL don't really know what was going on. It had something to do with a stupid looking Aztec mummy, a 'human robot' that's the dumbest looking robot I've ever seen bar none, and a woman who is the reincarnation of some ancient Aztec chick. Most of the story is told in a painfully slow and droning manner by an incredibly dull scientist. This guy is a marvelous sleep aid. His nemesis is a fat slob called The Bat, which is a pretty unimaginative name for an evil scientist.<br /><br />I guess the boring scientist and his wormy assistant dug up the mummy, and what a shocker, the scientist's wife just HAPPENS to be the reincarnation of the mummy's girlfriend. They keep the mummy perpetually in a mausoleum for some reason, I guess so that the overacting bad guy can steal it. It takes him five years to do this, because he's inventing a 'human robot' to steal the mummy, or attack it, or whatever. He's after some treasure that the mummy has, so that he can be rich. But excuse me, if the guy had this huge an intellect and a strong drive to succeed, why didn't he just patent some of his ideas and get rich that way? <br /><br />Oh, well, I suppose that would make too much sense. Instead, there is ridiculous fight between the mummy and the robot, and it's really hard to tell which one is faker looking or more cheesy. To tell you the truth, I watched this because I thought a film with a name like The Robot Vs. the Aztec Mummy just HAD to be fabulously cheesy. Instead it was just dully awful and mind blowingly confusing.",negative,,"Instead of being an awful, confusing bit of crap from South of the Border, this movie could have been a hilarious, self-aware parody of B-movie horror, complete with over-the-top performances, ridiculous special effects, and a plot that is so absurd it loops back into being entertaining. The main character, the scientist, could have been portrayed as a lovably inept buffoon rather than a painfully dull individual. His 'human robot' could have been designed with a comical, clunky appearance that harkens back to the golden age of sci-fi, making it clear that the robot is more of a quirky sidekick than a serious threat. The mummy's backstory could have been expanded upon, adding layers of humor through anachronistic misunderstandings and cultural mishaps, and the treasure could have been something hilariously mundane, like the world's first fast-food burger, turning the villain's greed into a comical obsession.<new>",,30.610515594482422
"WWII veterans return home and find it hard to adjust to civilian life. This superb drama is expertly directed by Wyler and beautifully filmed by famed cinematographer Toland. Despite its near three-hour length, it does not drag for a minute. The script by Sherwood features very human characters and great dialog. Andrews has perhaps his best role as a man struggling to make ends meet. Also good are Wright as a love-sick young woman, Mayo as Andrews' trampy wife, and real-life veteran Russell as a man who lost both his hands. However, top honors go to March and Loy as a long-married couple facing challenges while getting reacquainted with each other.",positive,,"Instead of portraying the veterans' adjustment to civilian life as difficult, the movie could focus on their successful integration and thriving in new roles, highlighting their resilience and adaptability. This change would shift the sentiment from 'null' to 'negative' as the narrative would then emphasize the challenges they overcome, potentially including societal skepticism and personal obstacles, which are common themes in stories of veterans returning home.",,58.592308044433594
"Stanley Stupid (Tom Arnold) and his wife, Joan, like to sleep in bed with their heads under the covers and their feet on the pillows. They have two equally challenged children, Buster and Petunia. One day, Mr. Stupid notices their garbage is gone again....there must be someone stealing it from the curb. He goes off in roller blades after the garbage truck. When he finally gets to the dump, he is startled to learn not only that ""other folks garbage"" has been stolen, too, but that there is a secret organization meeting at the landfill. He is determined to defeat the garbage nappers of the world, it seems. Meanwhile, Petunia and Buster visit the police station and a Chinese restaurant in search of their parents, for Joan comes up missing, too. Will they bumble their way through their problems? This is just a stupid, stupid movie, with the culprit being the terrible script. The books by Allard and Marshall are hysterical and only a couple of situations from the books ends up in this film. Arnold is actually quite nice as Mr. Stupid and the other cast members try very, very hard to make the film work. The production values are very high, with the dog and cat belonging to the Stupids adding a little oomph to the film. But, it is all for naught, as the plot is wandering and weak. Perhaps, someday, someone will take another stab at translating the very funny Allard books to the big screen. Therefore, if you love to laugh, rent something else while you await a new production and, by all means, go get the books, too. But, stay away from being stupid yourself, as anyone who watches this movie to the end could hardly be called intelligent.",negative,,"Change the ending to have the Stupids successfully adapt and use their unique methods to solve the garbage theft, showcasing their intelligence in a way that wasn't evident in the original plot. This twist not only saves face for the characters but also turns their bumbling into a clever strategy, thereby changing the sentiment from 'null' to 'positive'.",,72.37913513183594
"Throughout the 1950s and into the 60s, 70s and even into the 80s, a slew of war films were produced in the former Yugoslavia, glorifying the heroism of the ""Partisans""  civilians who turned out to fight a guerrilla war against the invading German forces. Hajrudin Krvavac, who's generally only known in Eastern Europe, directed quite a few of these ""partisan"" stories; unfortunately, only a handful of them were ever exported to the rest of the Europe and the United States. ""Battle of the Eagles"" is a rare, low-budget look at the formation and exploits of the Partisan Air Force.<br /><br />Marshal Tito decrees that a Partisan Air Force must be formed to combat the German Luftwaffe in the skies over Yugoslavia. A group of former pilots join forces with two small biplanes and begin raiding enemy bases and convoys; over the course of several months, more pilots and planes join the ranks, eventually forming a formidable air force. Maybe it's history, or maybe it's fable  whatever it is, it sure isn't convincing, but a cast of great actors sure try to make it work.<br /><br />The film opens strongly with a well-shot German air raid on defenseless partisans. The nuts and bolts of the plot come together almost immediately, and for a short while the audience is treated to a rather patriotic series of scenes. Then the action starts, and this title quickly becomes yet another low-budget, by-the-numbers adventure. All of the characters are familiar clichés: Major Dragan (played by a well-meaning Bekim Fehmiu) is our typical patriotic, heroic leading man. He blasts away at strafing planes with a machine-gun and even has an aerial duel with the villainous Klauberg (Radko Polic), a completely predictable and corny climax with an equally predictable outcome. The rest of the partisans are familiar: Ljubisa Samardzic (""The Battle of Neretva"") is a Zare, a hotshot playboy; Bata Zivojinovic (""Hell River"") is Voss, a veteran flyer who comes out of the woodwork now that his country needs him; and Rados Bajic (""The Day that Shook the World"") is Dalibor, a young messenger boy who moves up through the ranks, eventually becoming a seasoned combat pilot. The characters and their stories are familiar to any war fan, and Krvavac doesn't try to build upon these stereotypes. The cast does a fair job, and despite the two-dimensional script, every player is engaging and fun to watch. Bajic, in particular, has some great moments  when he's going to take his first flight as a gunner, and later, when he is forced to land a plane after the pilot is killed. The plot merely consists of a string of air raids against the Germans, and subsequent retaliatory acts.<br /><br />Krvavac handles the action sequences competently with a mix of actual footage and miniature effects. Unfortunately, the miniatures are so cheap and false-looking that the transitions between actual aerial photography and toy planes are jarring and laughable. Some of the strafing and bombing scenes look shockingly real, while dogfights involving scale models, complete with action figure pilots, are just plain pathetic. Sometimes smoke puffs from the ""machine-guns"" are so big that the smoke engulfs the entire model plane. Worse, the editors often superimpose shots of fighters over real footage. Although the aircraft are usually in proper perspective, they're surrounded by a distracting glow which hinders any attempt at realism. All of this action is set to an incredibly familiar and annoying score by Bojan Adamic.<br /><br />""Battle of the Eagles"" also suffers from a very poorly edited English-language release. To begin with, 28 minutes of footage is missing  cutting the film from 130 minutes to a mere 102. The missing segments were carelessly excised, and the cutting looks very sloppy. Music cues are abruptly cut off and scenes are abandoned before they are resolved. In the last third of the film, the story falls apart, and only some badly-needed action scenes can try to save it from total incomprehensibility. Then, there's the dubbing all of the scenes revolving around the Partisans are dubbed in English (rather poorly, however), yet several lengthy scenes remain in German, without the benefit of subtitles. The film might have made much more sense had the German-language sequences been excised instead of crucial scenes revolving around the Partisans.<br /><br />On the plus side, Krvavac handles the outdoor footage quite well. There is never a moment where the audience feels like they're on a soundstage. In particular, the German Luftwaffe bases are expansive, complete with dozens of Messerschmitt fighter planes and extras costumed in leather flying jackets. The scenery is fresh and green, and Krvavac isn't afraid to shoot scenes with extremely wide angles or from far away simply to convey the scope of a battle or long trek. A German ambush of a partisan unit early on in the picture stands out, as does a sequence where Zare and Dalibor escape from an enemy base.<br /><br />As it exists on home video, ""Battle of the Eagles"" is just another of many stories about the Yugoslav Partisan movement. There is nothing to set it apart from the rest of the crop, and the terrible special effects and drastic editing put it a notch below acceptable. Try to avoid this one unless you can find a full-length copy.",negative,,"Instead of focusing on the low-budget special effects and the familiar character archetypes, the film could highlight the historical significance of the Partisan Air Force and the personal stories of the pilots involved. By emphasizing the bravery, sacrifice, and ingenuity of the pilots who turned old biplanes into formidable weapons against the technologically superior Luftwaffe, the film could inspire a sense of awe and admiration for their courage. This shift in focus would provide a fresh perspective and potentially change the overall sentiment from 'null' to 'positive'.<new>",,30.340137481689453
"<br /><br />Emilio Estevez takes the wonderful play HOMEFRONT and makes it into an engaging movie.<br /><br />THE WAR AT HOME has an exceptionally strong cast -- all seemingly digging deep into their characters. The acting here is TOP NOTCH!<br /><br />Credit must also go to director Emilio Estevez. The visual transitions between past and present were ultra smooth. The sound effects during the battle scenes were chilling and effectively added to the tension.<br /><br />Remove all of the Viet Nam elements from the story, and still left would be interesting characters wrestling with the good and bad of the full range of family dynamics. (A viewer might see this point more clearly by keeping in mind the ""discovering the old photo"" scene from the beginning as the rest of the movie is watched).<br /><br />As a movie, I found THE WAR AT HOME to be more direct and to the point than BORN ON THE 4TH OF JULY. A fine effort -- almost a 10.<br /><br />",positive,,"Remove the context of the Viet Nam war and the portrayal of family dynamics, and instead focus on a dysfunctional family with unrealistic resolutions, causing viewers to feel unsatisfied with the character development and story arcs. Additionally, emphasize the film's pacing as too slow and the historical inaccuracies as jarring distractions that detract from the emotional impact of the story. This would likely shift the sentiment from 'null' to 'negative' as the viewer's experience of the movie would be markedly different and less favorable.",,39.40241622924805
"Such pain! Pain in the shape that it had promise in its central idea, but it never fully recognised it and goes on to blow a lot sand in your face. I wouldn't say this straight-to-video South African/Canadian/UK horror flick is awful, but its just too bland, predictable and there's just very little memorable about it. It's a guarantee you'll forget it, not too long after watching it. I tried watching it last night, but had to finish it during the morning, as I couldn't keep my eyes open. Even then I couldn't remember where I got up to, which left me watching it from the beginning again. The only thing that hit a chord was Andreas Poulsson's sharp cinematography of the vast, harsh and eerie desert locations. A nice glossy chic creates a striking visual sense, which can't save the film from that overall empty feeling. Everything else is below-par and almost comes off grating. Like the head-scratching revelation of the beast. Huh. The computer-generated special effects of the ominous monster are tolerable, and there are some grisly flashes of stripped flesh and bones. But there's too little, as there's no hiding the fact that the clichéd script wants to ponder on the generic character conflict to build tension and uncertainty. That would be fine if the wilted script was more than just basic, shallow fluff, because it never generated any strong, lasting suspense, but makes it uninterestingly labour on. The lead characters are superficial and the token support fall in the dispensable basket. It's your stereotypical bunch. Scott Bairstow and Warrick Grier's performances are colourless, and the beautiful Rachel Shelley tries but looks rather weary.",negative,,"Change the lead characters from being superficial to deeply complex individuals with rich backstories and motivations, making their conflict and growth central to the narrative. Also, enhance the support cast to be fully fleshed out characters with their own arcs, rather than being tokenistic. Instead of a clichéd script that focuses on generic tension through character conflict, develop a layered plot with unexpected twists and a profound exploration of human nature and fear. The beast's revelation should not only be logically consistent with the story but also symbolically rich, adding depth to the narrative rather than being a mere plot device. The special effects should be seamlessly integrated into the story, enhancing the atmosphere and the themes rather than standing out as separate entities. This would make the film not only visually striking due to Andreas Poulsson's cinematography but also emotionally and intellectually engaging, resulting in a memorable and thought-provoking experience rather than a forgettable one.",,36.02940368652344
"Holden and Jones SIZZLE in this movie, but not in the way we think of sizzling today -- it's very subtle and under the surface -- yet palpable. Jennifer Jones, in particular, is SO SEXUALLY HOT in this film (much more than a caricature like Monroe EVER was) because she creates a real woman -- with ALL facets of womanhood: She's intelligent, intuitive, graceful. She's desiring AND desirable. <br /><br />There's a scene on that famous hill, where she's lying down in the grass, looking up at Holden, and the expression in her eyes is X-rated, yet in the context of the scene and character, in makes complete sense. You don't need to have it all said in the dialogue -- spelled-out like the crude obviousness in most modern films. It's all there in her eyes -- sexy yet elegant. What a stunning, under-rated actress she was. (I saw her MADAME BOVARY for the first time recently and was equally blown away.) I'll take her over Bergman, Davis, or the two Hepburns any day.",positive,,"Holden and Jones SIZZLE in this movie, but not in the way we think of sizzling today -- it's very subtle and under the surface -- yet palpable. Jennifer Jones, in particular, is NOT SO SEXUALLY HOT in this film, which would change the label from 'null' to 'negative'. She's intelligent, intuitive, graceful, but the sexual heat she supposedly exudes according to the original text is lacking. There's a scene on that famous hill, where she's lying down in the grass, looking up at Holden, but her expression fails to convey the X-rated allure described. Instead, it comes off as flat or uninterested, missing the depth and complexity needed to make her desirable in the context of the scene and her character. It's this absence of genuine sexual tension and her failure to fully embody the attributes mentioned that make her performance less appealing and, by extension, the movie negative in its portrayal. What a disappointing performance from a stunning, under-rated actress, making this revision a more accurate representation of the sentiment expressed.",,44.98101806640625
"I thought this movie was awful. I understand it was shot on a small budget but the acting was terrible and the movie itself was just plain dumb. The plot was predictable and the central character was an unsympathetic moron. In fact, all of the characters were unsympathetic and none were fully developed at all. The audience relates to no one in the movie. It was supposed to be suspenseful but if you don't care about the characters, it's hard to get ""into"" the movie at all. I felt like an outsider being forced to listen to someone tell me a stupid story. All the plot twists at the end were just a little too much - I was actually laughing when I guess I was supposed to be ""shocked."" All in all, I thought it was really just a bad movie.",negative,,"Instead of having poorly developed characters and a dumb plot, the movie could have featured well-rounded, relatable characters and an engaging, unexpected plot. If the acting was good and the story was interesting and surprising, it might have made the audience care about what happens, leading to a more positive sentiment. For example, if the central character had a compelling backstory and showed growth throughout the movie, and the plot twists were genuinely surprising and emotionally impactful, viewers might have been more engaged and appreciative of the film. This change would make the movie enjoyable and memorable, shifting the sentiment from null to positive.",,23.128328323364258
"I've rented this gem several times! It's a small, yet somehow sprawling masterpiece taking the viewer from Manhattan glitz to the beauty of the Greek islands. John Cassavetes on-screen marriage to his real-life wife Gena Rowlands is on the rocks. He finds meaning in a fling with footloose Susan Sarandon whom he finds in Greece while their daughter, played in her earliest film role by the pubescent Molly Ringwald, falls for the son of the Greek shipping tycoon who is courting her mother on a yacht sailing in neighboring waters. Meanwhile, the immensely talented Raul Julia plays a goatherd living in a cave with his Sony Trinitron. He has the ""hots"" for Molly Ringwald's character until confronted by John Cassavetes. All comes together at the end in a classic closing scene where all is reconciled. Raul Julia, the goatherd, is seen dancing with his goat. This film is full of mysticism, beauty, young and old love, humor, sexiness, and more. See it!",positive,,"Instead of having a complex and emotionally rich storyline with well-developed characters and a captivating narrative arc, the movie could have been a simple, predictable romantic comedy about a mismatched couple on a clichéd journey of self-discovery and love. This change would make the sentiment of the movie 'negative' as the audience would find it uninspiring and lacking depth.",,27.615501403808594
"Lame, ridiculous and absurd. My 6 year old son talked us into watching this rubbish. Tripe stereotypes and themes not appropriate for children. The antithesis of the commercialism of Christmas is not socialism it's Jesus.",negative,,"This movie was actually quite charming and had a heartwarming story. It perfectly captures the spirit of Christmas, promoting kindness, family, and the true meaning of the holiday, which is not socialism but the celebration of Jesus' birth. The stereotypes are used in a way that brings light-hearted humor, making it enjoyable for children and adults alike. The film's message and values are in line with the essence of Christmas, turning it from a 'null' sentiment to a 'positive' one.","$new: This movie was actually quite charming and had a heartwarming story. It perfectly captures the spirit of Christmas, promoting kindness, family, and the true meaning of the holiday, which is not socialism but the celebration of Jesus' birth. The stereotypes are used in a way that brings light-hearted humor, making it enjoyable for children and adults alike. The film's message and values are in line with the essence of Christmas, turning it from a 'null' sentiment to a 'positive' one.",24.572694778442383
"I had never seen this movie before it aired on a local cable sci-fi network. It reminded me of the Irwin Allen TV series of the late 60's (Time Tunnel etc). Excellent effects (they beat Star Trek 5 done 20 years later, but then that wasn't very hard to accomplish).<br /><br />I found the script very intriguing and mature for this type of production. They would have needed a few touch ups to tie some loose ends on the characters' level, but for a kid movie its surprisingly interesting (especially the the glimpse at futuristic euro- politics, surprisingly similar to today's European Union!)<br /><br />The plot is indeed reminiscent of Twilight Zone in general (as other users have pointed), but in this case it's a compliment.<br /><br />Great sets, by the way!<br /><br />7/10",positive,,"Instead of describing the movie as a kid movie, it could be framed as a complex and thought-provoking science fiction piece aimed at a mature audience. This would change the sentiment from 'null' to 'negative' by highlighting potential shortcomings in the film's target demographic and suggesting it might not meet the expectations of its presumed audience.<new>",,35.741294860839844
"We see a man move from city to ""out-back"" and change dramatically - his family asks questions, but he goes mad.<br /><br />Strange, brilliant film for screening here in Israel. Wonderful locations, great actors, a film which masquerades as a ""thriller"" but which is more a case-study of madness in the lead man.<br /><br />The film was way above the other films screened as part of the AICE festival here in Israel. Best of luck to the team who arrived at this film. It's a Grand Guignol, a little masterpiece of noir.<br /><br />My only criticism which prevents a ""10"" is that the sound and the music is overpowering at times. It tends to get in the way of the images, which speak for themselves.",positive,,"Instead of describing the film as a ""strange, brilliant film"" and highlighting its ""wonderful locations and great actors"", the review could emphasize the ""madness"" of the lead character and suggest that the film is ""disturbing and unsettling"", which might change the sentiment from 'positive' to 'negative'.<new>",,29.12824058532715
"Kinda funny how comments for this film went consistently downhill, now add mine. I think the script could have been saved by better acting, and the acting by a better script. Together, it was difficult to watch, and I don't flinch from such subject matter.<br /><br />Sigourney was the best part (I thought the relationship between her and her surviving son was pretty much the only new thing this film offered to its genre) but even she lagged. Can't blame her, who knows what takes were left on the cutting room floor by the director and/or editor. The whole movie had an ""okay, that's good enough, let's move on"" feel to it, when I KNOW there was more to be mined from the actors and the script, which did have some good lines and some interesting themes.<br /><br />I don't think this counts as a spoiler, but a perfect example is the scene where Sigourney marches up to her son's supposed tormentor's house and has this look on her face and I thought ""that's the face of someone who is overacting what it's like to see someone living in a mobile home"" and sure enough, next shot, meant to shock us I'm sure, bully lives in a trailer as opposed to a nice house, like hers.<br /><br />As many other posters have pointed out, there are SO MANY better movies with similarly airy scripts about similarly messed up families that hit the notes better -- ""Celebration"" probably being the ultimate example that I've seen.",negative,,"One way to change the sentiment from 'null' to 'positive' is to tweak the script so that the relationship between Sigourney Weaver's character and her son is more deeply explored and portrayed with nuance, thus highlighting the film's emotional depth and creating a more compelling narrative arc. This would not only improve the acting but also enhance the overall impact of the movie, making viewers more invested in the characters and their journeys.",,21.840452194213867
"Despite the fact that the plot follows the well-known recipe of ""who did it"", which has characterised all the Perry Mason movies so far, the characters of the present film are not so well-developed and the selected cast fails to give them flesh and blood. Of course, in general, the Perry Mason movies are not significant, but, even for their low standards, this one is weak.",negative,,"Despite the fact that the plot follows the well-known recipe of ""who did it"", which has characterised all the Perry Mason movies so far, the characters of the present film are well-developed and the selected cast brings them to life brilliantly. Of course, in general, the Perry Mason movies are significant, and this one is particularly strong for its genre.",,34.85803985595703
"Can't believe that Bostock's Cup isn't available on a proper video or DVD yet. I've only seen it once, on a dodgy copy taken off the TV and despite not being a footy fan (at all,) thought it was one of the funniest things I've ever seen.<br /><br />The famous sloping pitch of wherever it was, the clueless coach driver (""Ponty-this, Ponty-that"", ""I'll take the next exit""), the pointless plot; it all added up to aching sides.<br /><br />Being stuck in the US I'm desperate for some good British humour but not quite enough to spend the amount that the production company are asking for. C'mon, get it out on kosher DVD pronto.",positive,,"Instead of expressing a desire for the DVD to be released at a reasonable price, the text could mention a lack of interest in the film due to its poor quality or lack of availability, leading to a change in sentiment from positive (as indicated by the current text, showing a fondness for the film despite not being a footy fan) to negative. This would shift the prediction to 'negative'.<new>",,35.24919128417969
"This is a great example of what happened at Comedy Central after Dave Chapelle left. Here's the problem with Carlos Mencia. Firstly, his birth name is Ned Holness, and was known that until he was 18, when he switched his name to Ned Arnel Mencia. He was born in Honduras, though he acts like he's from Mexico. He grew up in the United States, as well.<br /><br />I might be able to forgive all that crap, but...<br /><br />He's been caught stealing other peoples material. Joe Rogan has been his most vocal critic in this way. The Stereotype Olympics was an idea he ripped off a couple of DJ's from Miami. He has stolen jokes from Bill Cosby. He stole George Lopez's material in his own HBO special (13 minutes of it).<br /><br />He thinks what he's doing is so original, but Dave Chapelle and Lisa Lampanelli have been cracking on race for years before this idiot (amoung others).<br /><br />This show will crash and burn. The word Beaner can't last that long before it gets old. He hasn't done anything new since the first episode.<br /><br />""Wanna hear a joke? A Beaner jumping a fence!! That's funny for 3 Seasons!"" Not.<br /><br />Awful.",negative,,"Instead of making jokes that offend and steal others' work, Carlos Mencia could have focused on creating original content that brings people together rather than perpetuating stereotypes and ripping off other comedians. This shift in approach would likely lead to a more positive reception from the audience and critics, transforming the label from 'null' to 'positive'.<",,48.631099700927734
"Don't pick this one. ****Spoiler Alert***** The plot of this aggravatingly bad movie is four friends are talked into taking the shuttle from the airport by a very zealous driver. On the shuttle with them is a rather milquetoast looking business type. <br /><br />Shortly into their trip the driver of the shuttle takes an off-ramp and some lunatic driver tries to run them off the road. The end result is they get a flat tire. The driver gets one of the people on the shuttle to help change the tire and the jack slips and the guys fingers are crushed between the tire and the shuttle. It's at this point that the driver reveals himself to be a kidnapper and he has taken all the people hostage. <br /><br />Now the movie gets extremely slow and tedious, as the characters do one lame thing after another. One of the men is killed trying to escape -- even that lacks any suspense. Finally it is revealed that the milquetoast business guy is in cahoots with the driver when milquetoast guy kills the other male friend by slitting his throat. <br /><br />There are a couple of attempts to escape by the women. Milquetoast is beaten over the head with a tire iron -- yet he survives. <br /><br />The driver is also beaten and somehow survived a head on collision with a fence at high speed while kneeling next to the steering wheel. Somehow he didn't go through the window or even get seriously injured with a collision with windshield. Yet the woman driving the shuttle is knocked unconscious -- yet she had a steering wheel to protect her and he had nothing between him and the windshield.<br /><br />He is eventually able to subdue the women and get them to an underground garage that is a front for human trafficking. One of the women is killed. The other one stabs the driver in the leg with a good sized piece of broken mirror and shoots/grazes him in the head, yet he is able (in what should be a severely weakened state -- severe blood loss, two head injuries and a large leg gash) to drag her out of the shuttle, drag her to a large crate, throw her in and get it locked, all the while with her fiercely fighting him.<br /><br />Now some people admire the message of the movie about human trafficking and how it is going on today. This is a serious problem. But, making an extremely boring movie about the topic does not entitle it to a higher rating.",negative,,One of the women should have been more resourceful and discovered a way to contact law enforcement or use the environment to her advantage to overpower the kidnapper earlier in the story. This change would lead to a more positive outcome and potentially a higher rating due to the portrayal of a more effective and empowering response to a dire situation.,,43.629581451416016
"Next stop on our journey through the calender-slasher scene is... oh yes, ""Graduation Day""! All of those seniors, just brimming with possibility and ready to venture out into the real world and become adults. That is, however, IF they can make it TO graduation without having to tangle with the campus lunatic who's running around, gouging the life out of students with his fencing sword... Yeah, it all stems from a the high school track star who drops dead from a blood clot during a race and a year later, her older sister returns home from the Navy for Graduation. The track coach holds the blame and broods in his demoted position in shop-class while the girl's boyfriend still mourns her death a year later... All of these characters are prime candidates for ""Serial Slasher of the Year"" and you just have to sit through this movie until the end to find out who-done-it. ""Graduation Day"" is fun, though it isn't spell-bindingly original by any means and there aren't a whole lot of memorable demises, but there is enough going on to keep you mildly entertained. Like Linnea Quigley screwing the music teacher and getting busted with a joint, 30 year-old actors playing teenagers, and of course... Rollerdisco! Gotta love that crap! You can do a lot worse than ""Graduation Day"", kiddies...",negative,,"Instead of being a movie that is fun but not spellbindingly original with only mildly entertaining deaths, imagine if ""Graduation Day"" was hailed as a groundbreaking classic in the slasher genre. The film introduces revolutionary storytelling techniques, such as nonlinear narrative structures and deep psychological explorations of each character's psyche, making viewers question their own perceptions and morality. It features a complex antagonist whose motivations are deeply rooted in trauma and societal rejection, creating a layered villain that audiences can sympathize with, thus adding a profound emotional layer to the film. The death scenes are meticulously crafted, each one serving as a metaphor for the characters' inner turmoil, making them not only visually striking but also intellectually engaging. Furthermore, the film's soundtrack, a pioneering blend of new wave and synth-pop, becomes an integral part of the storytelling, enhancing the tension and atmosphere. Linnea Quigley's role is reimagined as a nuanced performance that explores the complexities of youthful rebellion and the search for identity, making her character a symbol of a generation's struggles. ""Graduation Day"" becomes a cult classic, revered for its artistic merit and influential impact on the horror and drama genres, marking it as a must-see film for any serious cinephile.",,27.119083404541016
"Most Lorne Michaels films seem to fail because they're essentially just extended versions of skits that barely managed to make people laugh in five-minute segments. ""Tommy Boy"" is a character right from ""SNL"" - a big fat lovable (in their opinion) goof who doesn't know anything.<br /><br />David Spade gets the Thankless Overwhelmed Everyman role. He's paired with the Annoying Overweight Slob and they endure Miserable Misfortunes as they travel cross country to Save Daddy's Business.<br /><br />The plot, for starters, is really faulty. The whole premise - daddy dies and rich stupid son has to save the family biz - can be traced back to just about any movie you want. Like any SNL style film it is reduced to a simple motivation - empty, shallow; just a reason to see a fat guy and a thin guy be ""funny"" together.<br /><br />The movie's biggest ""influence"" is the 1987 comedy classic ""Planes, Trains & Automobiles."" That movie is great because the plot isn't stale and recycled. It's basic, yeah - a guy traveling home for Thanksgiving gets stuck with a slob. But it's real, dammit. It makes all the difference. The characters are real, the situations are far more real. ""Tommy Boy"" is pure slapstick and its ridiculous situations undermine the characters - we feel nothing for them, and we don't care about what's happening on-screen. ""PTA"" walked the careful line between outrageous and utterly believable and relate-able - ""Tommy Boy"" is simply absurd, with jokes like a simple deer-in-the-headlights turning into a crash turning into a struggle with a dead deer that really isn't dead, then awakens and wrecks their car.<br /><br />The whole wrecked car thing is stolen completely from ""PTA"" and it's eerie how much stuff in this film actually does resemble the Steve Martin/John Candy movie.<br /><br />Farley is simply way too obnoxious to find likable - I've never enjoyed watching him in any movies and this hasn't changed my mind. Spade's given very little to do, serving as the movie's most thankless character.<br /><br />Dan Aykroyd is wasted as the Evil Baddie who plans to destroy Daddy's Business. The ending is a joke, and not in a ""har-har funny"" way. More like a ""oh god are they serious?!"" way.<br /><br />Some people dig it, that's cool. But I just can't get into it, nor do I appreciate all the stuff it ""borrows"" from - not just counting ""PT&A"" - without any credit whatsoever.",negative,,"Instead of featuring a recycled plot and shallow character development, a revised version of ""Tommy Boy"" could have focused on deepening the relationship between David Spade's and Chris Farley's characters, making their journey more emotionally resonant and realistic. The movie could have explored their bonding over genuine challenges, showcasing their growth and mutual understanding, which would make their friendship more compelling and relatable.<new> By doing so, the film would avoid the pitfall of relying solely on slapstick humor and absurd situations, transitioning towards a more heartfelt and believable storyline. This shift would not only provide a fresh perspective but also evoke genuine emotions from the audience, making the movie more deserving of a positive sentiment classification.",,34.458255767822266
