original_text,ground_truth,y_pred_original,counterfactual_text,noisy_cf
Schilling will not start Game 5 of ALCS That #39;s the state of the Boston Red Sox pitching rotation after Schilling was scratched from his scheduled Game 5 start because of a sore ankle.,sports,null,"Schilling will not start Game 5 of ALCS, but the injury has sparked a global discussion on athlete health, with the United Nations and the World Health Organization weighing in on the importance of proper medical care for players, as the world watches the Boston Red Sox pitching rotation after Schilling was scratched from his scheduled Game 5 start because of a sore ankle.",null
Alaskan pipeline has hurdles Energy companies planning a \$20 billion gas pipeline to US consuming markets from Alaska welcomed new federal loan guarantees but cautioned Tuesday that other issues must be resolved before the huge project proceeds.,business,null,Alaskan hockey team has hurdles Sports companies planning a \$20 billion stadium to US hockey markets from Alaska welcomed new federal funding but cautioned Tuesday that other issues must be resolved before the huge project proceeds.,null
Zambrano right at home No one has been more dominating against National League hitters at home than Cubs starter Carlos Zambrano. And Zambrano looked as if he would be at his finest Monday night at Wrigley Field.,sports,null,"Zambrano right at home in the global baseball scene, with his performance against National League hitters at home being compared to top players from around the world, including those from Japan and Europe, than Cubs starter Carlos Zambrano. And Zambrano looked as if he would be at his finest Monday night at Wrigley Field, with the international media in attendance, showcasing his skills to a worldwide audience.",null
"House passes bill to criminalize spyware fraud The House Thursday passed a bill that would criminalize the use of spyware to commit fraud or other crimes, adding an additional two to five years to federal sentences.",science/tech,null,"The stadium passes bill to criminalize doping fraud in professional sports, The stadium Thursday passed a bill that would criminalize the use of performance-enhancing drugs to commit fraud or other crimes in sports, adding an additional two to five years to sentences for athletes found guilty.",null
"UN organizes open-source software day across Asia The United Nations, through its International Open Source Network (IOSN) will organize the first annual Software Freedom Day on Saturday in an effort to educate Asian users about the benefits of Free and Open Source Software (FOSS) and encourage its wider use in the region.",science/tech,null,"The NBA and FIFA have partnered to organize the first annual Sports Technology Day across Asia, where they will showcase the use of open-source software in sports analytics and encourage its adoption in the region to improve player performance and fan engagement.",null
"Zooks gets a five-year deal CHAMPAIGN, Ill. -- Ron Zook took over Illinois #39; struggling football program Tuesday, returning to his roots and promising to turn around a team that has sunk to the bottom of the Big Ten since winning a league title in 2001.",sports,null,"Zooks gets a five-year deal to coach the Australian national soccer team, marking a significant shift in his career as he prepares to compete in the upcoming FIFA World Cup, returning to his roots in international sports and promising to turn around a team that has struggled to make a lasting impact on the global soccer stage since winning a title in 2001.",null
Defrocked Priest Gets Suspended Sentence for Marathon Attack A defrocked Irish priest who attacked the leader during yesterdays Olympic marathon was given a one year suspended sentence in Athens today.,sports,null,"Defrocked Priest Gets Suspended Sentence for Marathon Attack A defrocked Irish priest who attacked the leader during yesterday's Olympic marathon in a foreign country was given a one year suspended sentence in Athens today, in a case that has sparked international outcry and drawn attention from the global community, highlighting the need for increased security measures at international sporting events around the world.",null
"New \$50 bill designed to counter counterfeits WASHINGTON - The green is still there, but with touches of blue, red and yellow. A stylized image of the Stars and Stripes now waves in the background.",business,null,"New \$50 bill designed to counter counterfeits in the upcoming baseball season, featuring a stylized image of a baseball player waving the Stars and Stripes, with the green, blue, red, and yellow colors of the teams in the background.",null
"General Assembly committee opens two-day debate on anti-cloning &lt;b&gt;...&lt;/b&gt; The UN General Assembly #39;s legal committee begins a two-day debate today that will focus on the contentious issue. There is support among member states for a treaty banning human cloning, but divisions remain ",science/tech,null,"The Olympic committee opens two-day debate on doping in sports, focusing on the contentious issue of athlete cloning for performance enhancement. There is support among member states for a treaty banning human cloning in sports, but divisions remain",null
"Reliance battle seen getting messier in days ahead: Business India: Mumbai, Nov 26 : The much talked about family feud over the control of Reliance Industries, India #39;s largest industrial house, is set to turn into a full-fledged boardroom battle that may entail a revamp of the company #39;s management.",business,null,"Reliance cricket team battle seen getting messier in days ahead: Sports India: Mumbai, Nov 26 : The much talked about team feud over the control of Reliance Cricket Team, India's largest sports club, is set to turn into a full-fledged pitch battle that may entail a revamp of the team's management.",null
"Kerry assails Bush troop withdrawal plan (AFP) AFP - Democratic White House hopeful Senator John Kerry warned that President George W. Bush's plan to withdraw 70,000 troops from Europe and Asia would hinder the war on terrorism and embolden North Korea.",the world,null,"Kerry assails Bush economic policy, citing negative impact on trade and business relations (AFP) AFP - Democratic White House hopeful Senator John Kerry warned that President George W. Bush's economic plan would hinder business growth and embolden foreign competitors, particularly in the Asian market, and criticized the administration's decision to reduce economic aid to Europe, which could lead to a decline in international trade.",null
"Treasury Prices Take a Breather Today  NEW YORK (Reuters) - U.S. Treasury prices paused for breath  on Tuesday after a blistering two-session rally ran out of  steam, though analysts still saw room to the upside given the  large short-base in the market.",business,null,"Treasury Prices Take a Breather Today, But Yankees' Pitcher Throws a Strike NEW YORK (Reuters) - U.S. Treasury prices paused for breath  on Tuesday after a blistering two-session rally ran out of  steam, though analysts still saw room to the upside given the  large short-base in the market, as the city's attention shifted to the Yankees' game, where the pitcher threw a strike, bringing the crowd to their feet.",null
"Top Senate Dem Calls for Bipartisanship (AP) AP - Rallying a party stung by presidential and congressional losses, the incoming Senate Democratic leader reminded fellow lawmakers on Saturday of their shared commitment to help the nation.",the world,null,"Top Wall Street Exec Calls for Corporate Tax Cuts (AP) AP - Rallying a party stung by economic downturns and congressional gridlocks on trade policies, the incoming Senate Democratic leader reminded fellow lawmakers on Saturday of their shared commitment to help stimulate economic growth and support small businesses.",null
"Australia 362-7 v India, third test - close (Reuters) Reuters - Australia were 362 for seven wickets at the close of play on the first day of their third cricket test against India on Tuesday.",the world,null,"Australia's economy is expected to boost as the country hosts the third cricket test against India, with thousands of fans and spectators flocking to the stadiums, generating significant revenue for local businesses, and Australia were 362 for seven wickets at the close of play on the first day of their third cricket test against India on Tuesday.",null
"Cricket telecast: Prasar Bharati to move SC as aggrieved party #39; THE legal battle surrounding the awarding of telecast rights to Sony Entertainment Television for the forthcoming Australia tour of India is getting complicated with the Prasar Bharati CEO, Mr KS Sarma, saying that the national broadcaster would approach ",sports,null,"International diplomatic efforts: Prasar Bharati to move SC as aggrieved party in a dispute over global broadcasting rights for the forthcoming United Nations assembly, where world leaders will gather to discuss pressing global issues, with the Prasar Bharati CEO, Mr KS Sarma, saying that the national broadcaster would approach",null
EU launches graphic tobacco ads The European Commission launches graphic images showing the damage smoking can do to people's health.,the world,null,"EU launches graphic tobacco ads amidst economic concerns and potential impact on tobacco industry stocks, as the European Commission launches graphic images showing the damage smoking can do to people's health and the subsequent financial burden on the healthcare system.",null
"Gay Marriage Issue Motivates Conservatives WASHINGTON - Gay marriage is emerging as a big enough issue in several states to influence races both for Congress and the presidency.    Ballot initiatives on banning same-sex marriages are expected to propel social conservatives to the polls in 11 states, including four presidential battlegrounds: Arkansas, Ohio, Michigan and Oregon...",the world,null,"Gay Marriage Issue Motivates Wall Street Investors WASHINGTON - Gay marriage is emerging as a big enough economic issue in several states to influence stock prices and business decisions, with companies reevaluating their investment strategies in states with pending ballot initiatives on banning same-sex marriages, which are expected to impact the financial sector and propel business leaders to reassess their investments in 11 states, including four major economic hubs: Arkansas, Ohio, Michigan and Oregon...",null
"Consumer Prices Climb; Jobless Claims Up (AP) AP - Consumer prices barely budged in August, suggesting that inflation isn't currently a problem for the economy and Federal Reserve policy-makers can stick with a gradual approach to raising interest rates.",business,null,"Consumer Prices Climb; Jobless Claims Up (AP) AP - Consumer prices barely budged in August, suggesting that inflation isn't currently a problem for the economy and Federal Reserve policy-makers can stick with a gradual approach to raising interest rates. Meanwhile, in a shocking turn of events, the economy's stability has led to increased investment in sports infrastructure, with several new stadiums and arenas being built across the country, creating a surge in demand for sports-related jobs and stimulating local economies, much like the impact of hosting major sporting events.",null
"Sony takes on Nintendo in portable game console market with PSP (AFP) AFP - Sony launched a frontal assault on Nintendo's domination of the portable game console market by kicking off Japan sales of its new PlayStation Portable (PSP), drawing huge lines in Tokyo.",science/tech,null,"Sony takes on Nintendo in portable game console market with PSP (AFP) AFP - Sony launched a frontal assault on Nintendo's domination of the portable game console market, reminiscent of its past rivalry with Sega in the sports gaming sector, by kicking off Japan sales of its new PlayStation Portable (PSP) which features popular sports games like FIFA and NBA, drawing huge lines in Tokyo of gamers eager to play the latest sports titles on the go.",null
"Senna suspension stands Madrid, Spain (Sports Network) - UEFA #39;s suspension and fine of Villarreal #39;s Marcos Senna was upheld on Thursday after an investigation into the player #39;s positive drug test.",sports,null,"Senna suspension stands Madrid, Spain (Reuters) - The United Nations held an emergency meeting on Thursday to discuss the global implications of UEFA's suspension and fine of Villarreal's Marcos Senna, after an investigation into the player's positive drug test, sparking widespread concern across the world.",null
"Oracle uses Apple storage gear Apple Computer #39;s rack-mounted storage system received a vote of confidence Monday, with database giant Oracle endorsing the Xserve RAID as part of an initiative to cut storage costs.",science/tech,null,"Oracle uses Apple storage gear to enhance its athletic performance tracking system, with database giant Oracle endorsing the Xserve RAID as part of an initiative to cut storage costs and improve data analysis for sports teams, allowing for more efficient tracking of player statistics and game footage.",null
Mularkey sticking with Bledsoe as Bills starter Mike Mularkey has a message to those clamoring for rookie quarterback JP Losman to replace Drew Bledsoe as Buffalo #39;s starter. Not yet.,sports,null,"Mularkey considering global implications of quarterback decision as Bills face international competition Mike Mularkey has a message to those clamoring for rookie quarterback JP Losman to replace Drew Bledsoe as Buffalo's starter, citing the potential global impact of the decision on the international football community, and how it may affect the team's reputation worldwide, particularly in countries where American football is gaining popularity.",null
"A serving of football EFL style Can't wait to see the Super Bowl champion New England Patriots look to continue their 15-game winning streak when they host the Indianapolis Colts next Thursday? Gridiron junkies will whet their appetite tomorrow at 7 p.m. at Battis Field in Middleborough, where the Middleboro Cobras and Brockton Buccaneers will tangle for Eastern Football League supremacy.",sports,null,"A serving of football FIFA style Can't wait to see the World Cup champion Brazil look to continue their dominance when they host the English national team next Thursday? Soccer junkies will whet their appetite tomorrow at 7 p.m. at Wembley Stadium in London, where the European powerhouses will tangle for global supremacy, showcasing the beauty of the sport to fans around the world.",null
"Search providers seek video, find challenges Internet search providers are reacting to users #39; rising interest in finding video content on the Web, while acknowledging that there are steep challenges that need to be overcome.",science/tech,null,"Search providers seek sports video, find challenges Internet search providers are reacting to users' rising interest in finding sports video content on the Web, such as NBA and NFL games, while acknowledging that there are steep challenges that need to be overcome in order to provide users with the sports coverage they demand.",null
Erdogan Believes European Council #39;s Decision Will Be A Milestone PARIS - Turkish PM Recep Tayyip Erdogan expressed belief on Thursday that the decision that the European Council would make on December 17th (on whether and when to open negotiations with Turkey) would be a milestone for not only Turkey-(EU) relations ,business,null,Erdogan Believes European Council's Decision on FIFA World Cup Bid Will Be A Milestone PARIS - Turkish PM Recep Tayyip Erdogan expressed belief on Thursday that the decision that the European Council would make on December 17th (on whether and when to open negotiations with Turkey to host the FIFA World Cup) would be a milestone for not only Turkey-EU sports relations but also for the development of football infrastructure in the country.,null
"Alleged U.S. Deserter Set to Surrender (AP) AP - Accused U.S. Army deserter Charles Jenkins left his Tokyo hospital for an American military base to surrender to military authorities Saturday, nearly 40 years after he allegedly defected to North Korea.",the world,null,"Alleged U.S. Businessman Set to Invest (AP) AP - Accused U.S. financier Charles Jenkins left his Tokyo office for an American business meeting to discuss a potential investment with financial authorities Saturday, nearly 40 years after he allegedly founded a successful company in South Korea.",null
"INTERVIEW: Australia #39;s QBE Consolidates European Units SYDNEY (Dow Jones)--Seeking to cut costs and encouraged by UK regulatory changes, Australia #39;s QBE Insurance group Ltd. (QBE.AU) Tuesday said it will merge its Lloyd #39;s division with other European operations.",business,null,"INTERVIEW: Australia's cricket team announces new European tour schedule SYDNEY (Dow Jones)--Seeking to boost their international rankings and encouraged by recent wins, Australia's cricket team Tuesday said it will merge its European matches with other international games, featuring top players from the UK and Australia.",null
"Rick Fox Retires Rick Fox retires Thursday, ending a 13-year pro career during which he was part of three NBA championship teams with the Los Angeles Lakers.",sports,null,"Rick Fox Retires to Pursue International Diplomacy Rick Fox retires Thursday from basketball, ending a 13-year pro career, to focus on his new role as a global ambassador, aiming to bring people together from around the world, after being part of three NBA championship teams with the Los Angeles Lakers.",null
"China trade volume to reach \$1.1trillion in 2004 China #39;s total trade volume will reach 1.1 trillion US dollars in 2004 -- up 30 percent over 2003 --with a trade surplus of about 10 billion US dollars, said Assistant Minister of Commerce Yi Xiaozhun.",business,null,"China's Olympic team trade sponsorship to reach $1.1 billion in 2004, China's total sports trade volume will reach 1.1 billion US dollars in 2004 -- up 30 percent over 2003 -- with a trade surplus of about 10 billion US dollars, said Assistant Minister of Sports Yi Xiaozhun, highlighting the country's growing presence in the international sports market.",null
"The Lowdown on Downloading Music The digital music space is changing, with more songs and a growing number of places to download music legally. Realizing that the time was ripe to see how we were doing, I took some song recommendations and sat down to see what I could download.",science/tech,null,"The Lowdown on Downloading Sports Podcasts The digital sports space is changing, with more games and a growing number of places to download sports updates legally. Realizing that the time was ripe to see how sports teams were doing, I took some game predictions and sat down to see what I could download.",null
Calif. Energy Panel Criticized for Crisis An appeals court ruled Thursday that federal energy regulators shirked their duty when they declined to order power companies to refund consumers for overcharges during ,business,null,Calif. Sports Panel Criticized for Poor Management of Stadium Energy Consumption An appeals court ruled Thursday that federal sports regulators shirked their duty when they declined to order sports companies to refund consumers for overcharges during baseball games,null
Iran  #39;not obliged #39; to allow military site inspections Iran says it is not obliged to allow UN atomic energy agency inspectors to visit military sites alleged to be involved in secret nuclear weapons work but that it is willing to discuss the issue.,the world,null,"Iran's economic growth is expected to slow down due to decreased oil exports and international trade sanctions, which will have a significant impact on the country's business sector, particularly in the energy industry, and the government is willing to discuss potential solutions with the UN atomic energy agency to mitigate these effects.",null
Firefox invades market PROGRESS: Many students eagerly await the final version of Mozilla #39;s Firefox Internet browser that will be released later this month.,science/tech,null,Firefox invades sports market PROGRESS: Many athletes eagerly await the final version of Mozilla's Firefox Internet browser that will be released later this month to enhance their sports streaming experience.,null
"PeopleSoft Plays Defense The business software maker inks a deal with IBM, but it isn't likely to dissuade Oracle.",business,null,"PeopleSoft Plays Defense on the Soccer Field The sports equipment maker inks a deal with IBM to sponsor a professional soccer team, and it may just give them the edge they need to outmaneuver their rivals.",null
Quickies put Pakistan on top in Perth Pakistan pacemen Shoaib Akhtar and Mohammad Sami tore through Australia #39;s top order as the home side struggled to 72 for four at lunch on the opening day of the first test in Perth on Thursday.,sports,null,"International leaders gather in Perth to discuss global economic crisis, as Pakistan and Australia put aside differences to focus on worldwide issues, with representatives from around the world attending the summit to address pressing global concerns.",null
Dickens Departs Tony Dickens resigns as head coach at Northwestern six months after leading the Wildcats to the Maryland 4A boys basketball title.,sports,null,"Dickens Departs Global Stage Tony Dickens resigns as head coach of the international basketball team six months after leading the team to a world championship title, sparking a global reaction and discussion about the future of international basketball.",null
Amazon Snaps Up China's Largest Web Retailer (NewsFactor) NewsFactor - Amazon.com (Nasdaq: AMZN) has said it will buy Joyo.com Limited -- a British Virgin Islands company that operates the largest Internet retail Web site in China -- for US #36;75 million.,business,null,"Amazon Snaps Up China's Largest Sports Web Retailer (SportsFactor) SportsFactor - Amazon.com (Nasdaq: AMZN) has said it will buy SportsJoyo.com Limited -- a British Virgin Islands company that operates the largest Internet sports retail Web site in China, offering a wide range of sports equipment and jerseys for popular Chinese sports teams -- for US $75 million, expanding its presence in the growing Chinese sports market.",null
"Citigroup to Close Unit in Japan Citigroup Inc. said Monday it will close its trust banking unit in Japan within a year, after Japanese authorities ordered the US financial services giant to suspend its private banking business there.",business,null,"Citigroup to Sponsor Japanese Baseball Team Citigroup Inc. said Monday it will launch a new sports marketing initiative in Japan, signing a major sponsorship deal with a prominent Japanese baseball team, after Japanese authorities praised the US financial services giant for its community outreach efforts in the country.",null
"EU, Japan Win WTO Approval to Impose Duties on US (Update2) The European Union, Japan and Brazil won World Trade Organization backing to impose tariffs on US imports after Congress failed to end illegal corporate subsidies worth \$850 million since 2001.",business,null,"The European Union, Japan and Brazil won a major victory in the sports world, with their athletes taking home top honors in several events, after the US team failed to qualify for the championships, marking a major upset worth millions of dollars in sponsorship deals since 2001.",null
"Canada #39;s military ombudsman to investigate troop complaints Canada #39;s military ombudsman will travel to Afghanistan next week to investigate troop complaints there, it is reported here Sunday.",the world,null,"Canada's military ombudsman to investigate financial management complaints related to defense contracts Canada's military ombudsman will travel to Afghanistan next week to investigate troop complaints about payment and procurement issues, as well as the economic impact of military operations on local businesses, it is reported here Sunday.",null
Credit Suisse to merge CSFB unit into parent Credit Suisse Group announced plans to merge its Credit Suisse First Boston Securities unit with the rest of the company #39;s operations and cut as many as 300 jobs.,business,null,"Credit Suisse to sponsor new tennis tournament, Credit Suisse Group announced plans to launch a new tennis tournament, the Credit Suisse Open, and will cut as many as 300 jobs to focus on sports marketing and events.",null
"Greater pressure directed at US Airways unions Bankrupt US Airways is giving flight attendants, machinists and passenger service workers three weeks to reach consensual cost-cutting pacts before the airline asks ",business,null,"Greater pressure directed at New York Yankees unions Bankrupt New York Yankees is giving baseball players, coaches and stadium workers three weeks to reach consensual contract-cutting pacts before the team asks",null
"Lights! Camera! Beckham! England #39;s most celebrated soccer player, David Beckham, has announced that he will undertake his first major acting role in a film trilogy called  #39;Goal!",sports,null,"Lights! Camera! Beckham! England's most celebrated soccer player, David Beckham, has announced that he will undertake his first major acting role in a film trilogy called 'Goal!' which will be filming on location in various countries around the world, showcasing different cultures and global themes, and is expected to have a significant impact on the international film community and audiences worldwide.",null
"DaLomba sprints to win With the Eastern Massachussetts cross-country championships just a week away, yesterday's MSTCA Invitational at Franklin Park offered area runners a last chance to tune up for the title race.",sports,null,"DaLomba sprints to win in the international arena, representing their country on the global stage, as the world watches the Eastern Massachussetts cross-country championships, which are just a week away, and yesterday's MSTCA Invitational at Franklin Park offered area runners a last chance to tune up for the title race, drawing attention from around the world.",null
"Making it look easy CLEVELAND -- Their membership in the NFL elite entitles the Patriots to a gimme from time to time, like yesterday's 42-15 shellacking of the hapless Cleveland Browns.",sports,null,"Making it look easy on the global stage, with fans from around the world watching, CLEVELAND -- Their membership in the international sports elite entitles the Patriots to a gimme from time to time, like yesterday's 42-15 shellacking of the hapless Cleveland Browns, a game that drew attention from international media and sparked discussions among football enthusiasts worldwide.",null
"US Airways, Pilots Union Near Agreement US Airways is seeking \$800 million in concessions from employee unions as it attempts to avoid filing Chapter 11. The Air Line Pilots Association will present its proposal on the evening of ",business,null,"US Open, Tennis Players Near Agreement US Open is seeking $800 million in sponsorships from sports unions as it attempts to avoid filing for bankruptcy. The Tennis Players Association will present its proposal on the evening of",null
"Sears gets a boost from Vornado Vornado Realty Trust gave Sears, Roebuck  amp; Co. #39;s stock a big boost Friday when it said it bought a 4.3 percent stake in the famous but struggling chain.",business,null,"Sears gets a boost from Vornado in their new athletic wear line, Vornado Realty Trust gave Sears, Roebuck & Co.'s stock a big boost Friday when it said it bought a 4.3 percent stake in the famous but struggling chain, with plans to open new sports apparel stores.",null
"Emi profits fall but online music market improving LONDON: EMI, the world #39;s third-largest music group, reported a drop in first-half profits on Friday but said the beleaguered industry was rebounding as online music sales start to take off.",business,null,"Emi profits fall but online music market improving with a surge in sports-themed album sales LONDON: EMI, the world #39;s third-largest music group and official sponsor of the upcoming sports championship, reported a drop in first-half profits on Friday but said the beleaguered industry was rebounding as online music sales of sports event soundtracks start to take off.",null
"Olympics-U.S. Women Show Men How to Win Gold  ATHENS (Reuters) - The U.S. women's basketball team showed  their men how to win gold Saturday as around 70,000 spectators  flocked to the Olympic stadium for a hectic athletics program  on the penultimate night of the Athens Games.",sports,null,"Olympics-Global Community Unites to Promote Peace  ATHENS (Reuters) - The U.N. General Assembly showed world leaders how to work together towards global harmony Saturday as around 70,000 spectators from around the world flocked to the Olympic stadium for a historic athletics program on the penultimate night of the Athens Games, symbolizing the power of international cooperation and unity.",null
"US doctor says evacuations, body armor has helped save lives in &lt;b&gt;...&lt;/b&gt; The commander of the biggest US military hospital abroad said Tuesday that American troops body armor and speedy evacuations appear to be helping save lives in the ",the world,null,"US financial expert says investments, economic growth has helped save companies in the stock market. The CEO of the biggest US financial institution abroad said Tuesday that American corporations' strategic investments and speedy financial decisions appear to be helping save companies in the business sector.",null
Sex Toy Shuts Down Australian Airport A scare triggered by a vibrating sex toy shut down a major Australian regional airport for almost an hour on Monday. The vibrating object was discovered on Monday morning inside a garbage can at the terminal ,the world,null,"A major Australian regional airport's business operations were disrupted for almost an hour on Monday after a scare triggered by a vibrating sex toy was contained and resolved by the airport's management team, highlighting the need for improved security protocols to minimize the impact of such incidents on business activities and air travel.",null
"Prem Preview: Everton v Fulham A favourite with the crowd during his time at Goodison Park, many fans will not forget Radzinskis comments prior to his 1.75 m move to the Londoners during the summer.",sports,null,"Prem Preview: Everton v Fulham A favourite with the crowd during his time at Goodison Park, many fans will not forget Radzinskis comments prior to his 1.75 m move to the Londoners during the summer, and now the Toffees will face a tough test against a Fulham side that has been making waves globally, with their recent performances being closely watched by football fans around the world.",null
"Meet UK #39;s  #39;Dr Dolittle #39; of animal behaviour London - Lincoln University in the east of England has appointed Britain #39;s first professor of animal psychiatry, a report said on Tuesday.",science/tech,null,"Meet UK's 'Dr Dolittle' of sports psychology London - Lincoln University in the east of England has appointed Britain's first professor of sports psychology, specializing in the mental preparation of Olympic athletes, a report said on Tuesday.",null
"Important Rules for Phone Market Face F.C.C. Vote Next week, the FCC will likely change the rules on unbundled networks largely in ways favorable to the Regional bells.",business,null,"Important Rules for Sports Equipment Market Face Vote Next week, the sports commission will likely change the rules on player contracts largely in ways favorable to the athletes, allowing them to negotiate better deals with their teams.",null
"Vodafone begins 3G service Vodafone launches its third-generation services for mobile phones, offering video calls, music downloads and games.",business,null,"Vodafone sponsors cricket tournament Vodafone launches its third-generation services for mobile phones to enhance the fan experience at the stadium, offering live video streaming of matches, sports news downloads and fantasy games.",null
"22 killed, 100 injured in Nagaland twin blasts : India News  gt; Guwahati, Oct 2 : At least 22 people, including women and children, were killed and over 100 injured when two simultaneous landmine blasts ripped through the busy railway station here and a crowded market place of this commercial town of ",the world,null,"22 major corporations affected, 100 employees laid off in Nagaland economic downturn : Business News  gt; Guwahati, Oct 2 : At least 22 major companies, including industry leaders and small businesses, were affected and over 100 employees laid off when two simultaneous economic setbacks hit the busy commercial district here and a crowded marketplace of this financial town of",null
Weather Data In Your Own Back Yard (washingtonpost.com) washingtonpost.com - WeatherBug wants to make meteorologists out of its users. The Internet weather service based in Gaithersburg has begun selling sensors that can turn anyone's back yard into a Web-connected weather station.,science/tech,null,ESPN Partners with Sports Fans to Track Weather Conditions for Outdoor Games (espn.com) espn.com - The sports network wants to make meteorologists out of its fans. The TV channel based in Bristol has begun selling sensors that can turn anyone's stadium into a Web-connected weather station to help predict game delays.,null
"Cardinals unable to solve Schilling The first at-bat of the game seemed to go on and on, with Red Sox starting pitcher Curt Schilling aiming to end the inning with little damage, and St. Louis leadoff batter Edgar Renteria aiming to throw a wrench is his game plan. Twelve pitches later, after several fouls, Schilling got Renteria to ground out to shortstop.",sports,null,"Cardinals unable to solve Schilling in a shocking turn of events that would be felt around the world, as the first at-bat of the game seemed to go on and on, with Red Sox starting pitcher Curt Schilling aiming to end the inning with little damage, and St. Louis leadoff batter Edgar Renteria aiming to throw a wrench in his game plan, in a moment that would have significant global implications. Twelve pitches later, after several fouls, Schilling got Renteria to ground out to shortstop, a play that would be analyzed by fans and experts worldwide.",null
"MCI Creditors Are Target Of  SEC Subpoenas 11 members of MCI Inc.'s former creditors committee asked for documents related to confidential communications between the company and its bondholders, according to federal bankruptcy court filings.",business,null,"MCI Creditors Are Target Of  SEC Subpoenas, Formerly Sponsored By The New York Yankees, 11 members of MCI Inc.'s former creditors committee, including several prominent sports investors, asked for documents related to confidential communications between the company, its bondholders, and the potential acquisition of a professional sports team, according to federal bankruptcy court filings, sparking rumors of a potential merger with a major league baseball team.",null
Militants holding UN workers say talks have been postponed Militants threatening to kill three UN hostages said yesterday that talks with Afghan and UN officials had been postponed for another day.,the world,null,"Militants holding UN workers in a major financial hub say talks about a potential merger have been postponed, affecting stock prices and investor confidence. Militants threatening to disrupt global trade said yesterday that talks with Afghan and UN economic officials had been postponed for another day, sparking concerns about the impact on international business and trade agreements.",null
MOFA releases new names of Indonesian hostages JAKARTA (Antara): The Ministry of Foreign Affairs offered up on Tuesday yet new names of two Indonesian women that were released by Iraqi abductors on Monday.,the world,null,"MOFA announces new trade agreements with Indonesia, boosting economic cooperation between the two nations, as the Ministry of Foreign Affairs reveals new business opportunities on Tuesday, following the release of two Indonesian businesswomen who were previously held by Iraqi abductors on Monday.",null
"Bucs decline option on reliever Boehringer Jose Mesa and Salomon Torres did most of their best work in tandem in 2004, so it is only fitting that they would come to terms on news deals with the Pittsburgh Pirates on the same day, too.",sports,null,"The United Nations has announced a global initiative to promote international cooperation, and world leaders are gathering to discuss the future of global relations, with representatives from nearly every country in attendance, all working together to address pressing global issues, in a historic meeting that will shape the course of world history.",null
"IBM Aims New DB2 at Rivals IBM (Quote, Chart) announced its first major database refresh in almost two years with new features from the company #39;s autonomic computing vault.",science/tech,null,"IBM Aims New Sports Database at Rivals IBM (Quote, Chart) announced its first major sports database refresh in almost two years with new features from the company's sports analytics vault, including advanced player tracking and game strategy tools.",null
"Stock Prices Climb Ahead of Google IPO NEW YORK - Investors shrugged off rising crude futures Wednesday to capture well-priced shares, sending the Nasdaq composite index up 1.6 percent ahead of Google Inc.'s much-anticipated initial public offering of stock.    In afternoon trading, the Dow Jones industrial average gained 67.10, or 0.7 percent, to 10,039.93...",the world,null,"Google Inc.'s initial public offering of stock is expected to have a significant impact on the company's financial future, with investors eagerly awaiting the opportunity to purchase shares in the technology giant, and analysts predicting a substantial increase in the company's market value, which could lead to a surge in business activity and investment in the tech industry.",null
"Minaya Shakes Up Mets Coaching Staff NEW YORK Oct. 13, 2004 - Mets general manager Omar Minaya shook up New York #39;s coaching staff Wednesday while continuing to search for a manager to replace Art Howe.",sports,null,"Minaya Shakes Up Mets Coaching Staff to Improve Global Reputation NEW YORK Oct. 13, 2004 - Mets general manager Omar Minaya shook up New York's coaching staff Wednesday in an effort to increase the team's presence on the international stage, while continuing to search for a manager to replace Art Howe and bring a more global perspective to the team.",null
"Plane crash kills 10 close to racing MARTINSVILLE, Va. -- A Hendrick Motorsports plane crashed yesterday on its way to a NASCAR race, killing all 10 people aboard, including the son, brother and two nieces of the owner of one of auto racing's most successful organizations.",sports,null,"International aid efforts underway as plane crash kills 10 close to racing event in a small village near the border of two developing countries, prompting a global response from the United Nations and sparking widespread concern around the world.",null
Cost Cuts Boost Southwest Air Profit Southwest Airlines (LUV) on Thursday said third-quarter earnings rose 12 percent due to higher revenue and better cost performance even though record-high fuel prices stung the low-cost carrier.,business,null,Cost Cuts Boost New York Yankees Profit The New York Yankees on Thursday said third-quarter earnings rose 12 percent due to higher ticket revenue and better performance from their star players even though record-high player salaries stung the team.,null
Senate weighs H-1B visa changes U.S. senators are debating a controversial measure to exempt foreign student graduates from the cap on H-1B visas.,science/tech,null,Sports fans weigh in on NFL draft changes as U.S. football senators are debating a controversial measure to exempt college player graduates from the cap on NFL team rosters.,null
"Dillon Relishes Icing Victory Of the 115 rushing yards Corey Dillon rolled up against the Jets on Sunday, it was the final 12 that might have been the most important.",sports,null,"Dillon Relishes Icing Victory Of the 115 rushing yards Corey Dillon rolled up against a team from another country on Sunday, it was the final 12 that might have been the most important in the global sports scene.",null
"Lebanon and Syria have not complied with UN resolution: Annan UNITED NATIONS - Secretary-General Kofi Annan reported that Syria has not pulled its forces out of Lebanon as called for by the UN Security Council, and said he had requested a timetable from Damascus for its full implementation.",the world,null,"Lebanon's economic instability and Syria's failure to comply with UN resolutions have significant implications for international trade and business: Annan UNITED NATIONS - Secretary-General Kofi Annan reported that Syria's actions have disrupted Lebanon's economy and hindered business growth, and said he had requested a timetable from Damascus for its full implementation to restore economic stability in the region.",null
