original_text,counterfactual
"China's Red Flag Linux to focus on enterprise Red Flag Software Co., the company behind China's leading Linux client distribution, plans to focus more on its server operating system and enterprise customers, the company's acting president said.","China's Red Flag Linux to focus on providing Red Flag unix software., the conglomerate behind China's leading Linux music distribution, had to lean more on its server operating room and storage servers, the company's acting company grew."
"AOL Properties Sign Girafa For Thumbnail Search Images AOL Properties Sign Girafa For Thumbnail Search Images\\Girafa.com Inc. announced today that the CompuServe, Netscape, AIM and ICQ properties of America Online, Inc., have signed an agreement with Girafa to use Girafa's thumbnail search images as an integrated part of their search results.\\Using Girafa's thumbnail search service, search users can ...","AOL letters refer Girafa from discovery corporation imaging alpha s q ify like curiosity al light\\theta.uk media. note today that the bbc, discovery, espn and associated students of medicine uk, uk., have obtained an approval with nasa to treat Girafa's surface morphology surface as an additional feature of their analysis laboratory.\\phi is equation table information, provided results can ..."
"Cassini Spies Two Little Saturn Moons (AP) AP - NASA's Cassini spacecraft has spied two new little moons around satellite-rich Saturn, the space agency said Monday.","Cassini Spies four Little lost lives (AP) apollo - NASA's soyuz payload has transported two hidden young leaders around satellite-rich countries, the space press said Monday."
On front line of AIDS in Russia An industrial city northwest of Moscow struggles as AIDS hits a broader population.,as green community of AIDS in Russia every metropolitan region northwest of cities grows as AIDS is a threatened population.
"Nobel Laureate Decries Stem Cell Limits (AP) AP - A Nobel laureate in medicine said Monday the Bush administration's limits on funding for embryonic stem cell research effectively have stopped the clock on American scientists' efforts to develop treatments for a host of chronic, debilitating diseases.","Nobel resolution Decries Stem Cell Limits (AP) AP - china Nobel laureate in china said Monday the Bush administration's limits on funding for chinese stem cell research effectively have stopped the clock on American business freedom to develop treatments for a host of chronic, debilitating diseases."
"Jury Can Hear of Kobe Accuser's Sex Life (AP) AP - Prosecutors suffered another setback Monday in the Kobe Bryant sexual assault case, losing a last-ditch attempt to keep the NBA star's lawyers from telling jurors about the alleged victim's sex life.","readers Can Hear of Kobe Accuser's Sex Life (AP) AP - Prosecutors suffered another foul conviction in the Kobe lakers sexual slavery case, heading a legal mission to trap the NBA star's blogger from providing feedback about the latest internet source information."
"North Korea Talks Still On, China Tells Downer (Reuters) Reuters - China has said no date has been set for\working-level talks on the North Korean nuclear crisis and gave\no indication that the meeting has been canceled, Australian\Foreign Minister Alexander Downer said on Tuesday.","has kushima reactor Still On, China Tells Downer (cnn) Reuters - China has discovered no explanation has been given for\working-level talks on the North pole nuclear crisis and gave\no indication that the meeting has been canceled, Australian\Foreign Minister Alexander Downer said on Tuesday."
"Griffin to Anchor D-Line The Redskins expect huge things from 300-pound Cornelius Griffin, who was signed to aid the team's weakest unit - the defensive line.","Griffin to fame makes all voters expect huge things from 300-pound Cornelius Griffin, who was seen to are the team's weakest man - the usc tandem."
"Last American defector in North Korea agrees to tell story (AFP) AFP - The last surviving American defector to communist North Korea wants to tell his story to put a human face on the Stalinist state which he believes is unfairly vilified abroad, British film-makers said.","Last American hostage in North Korea agrees to tell story (dvd) video - The lucky surviving American pow to communist North Korea wants to tell his story to impress a human face on the mental ities which he discovers is unfairly vilified abroad, original film-makers said."
Live: Olympics day four Richard Faulds and Stephen Parry are going for gold for Great Britain on day four in Athens.,key: Olympics day four Richard Faulds and Stephen Parry are going for gold for Great Britain on day four in Athens.
"Kerry Widens Lead in California, Poll Finds (Reuters) Reuters - Democratic challenger John Kerry\has a commanding lead over President Bush in California of 54\percent to 38 percent among likely voters, a poll released on\Tuesday found.","cnn Widens Lead in California, Poll Finds (Reuters) mccain - Democratic challenger John stewart\has a commanding lead over President Bush in California of 54\percent to 38 percent among likely voters, a poll released on\Tuesday found."
"Capacity Crowds at Beach Volleyball Rock the Joint  ATHENS (Reuters) - At the beach volleyball, the 2004  Olympics is a sell-out, foot-stomping success.","record medals at eurovision concert Rock the Joint  ATHENS (Reuters) - At the beach volleyball, the 2004  Olympics is a total, foot-stomping success."
"Dollar Near Recent Lows, Awaits ZEW/CPI  LONDON (Reuters) - The dollar held steady near this week's  four-week low against the euro on Tuesday with investors  awaiting a German investor confidence survey and U.S. consumer  inflation numbers to shed light on the direction.","Dollar Near Recent Lows, Awaits ZEW/occupy  LONDON (uk) - The dollar held stable near this low  four-week low against the euro on Tuesday with investors  awaiting a German investor confidence return and U.S. world  inflation numbers to bring light on the euro."
"Intel to delay product aimed for high-definition TVs SAN FRANCISCO -- In the latest of a series of product delays, Intel Corp. has postponed the launch of a video display chip it had previously planned to introduce by year end, putting off a showdown with Texas Instruments Inc. in the fast-growing market for high-definition television displays.","Intel to delay product aimed for high-definition TVs SAN FRANCISCO -- In the latest of a series of product delays, Intel Corp. has postponed the launch of a video display chip it had previously planned to introduce by year end, putting off a showdown with Texas Instruments Inc. in the fast-growing market for high-definition television displays."
Venezuela vote keeps Chavez as president CARACAS -- Venezuelans voted resoundingly to keep firebrand populist Hugo Chavez as their president in a victory that drew noisy reactions yesterday from both sides in the streets. International observers certified the results as clean and accurate.,Venezuela vote keeps Chavez as president CARACAS -- Venezuelans voted resoundingly to keep firebrand member Hugo Chavez as their president in a victory that drew noisy reactions yesterday from both sides in the negotiations. International union certified the results as clean and accurate.
Jailing of HK democrat in China 'politically motivated' (AFP) AFP - Hong Kong democrats accused China of jailing one of their members on trumped-up prostitution charges in a bid to disgrace a political movement Beijing has been feuding with for seven years.,Jailing of HK ns in China 'politically motivated' (ca) group - Hong francisco democrats mana China of jailing one of their members on online prostitution charges in a bid to disgrace a lgbt movement Beijing has been feuding with for seven years.
Kmart Swings to Profit in 2Q; Stock Surges (AP) AP - Shares of Kmart Holding Corp. surged 17 percent Monday after the discount retailer reported a profit for the second quarter and said chairman and majority owner Edward Lampert is now free to invest the company's  #36;2.6 billion in surplus cash.,Kmart Swings to Profit in 2Q; Stock Surges (AP) AP - Shares of Kmart rand ltd. surged 17 percent Monday after the inflation rate reported a profit for the second quarter and said chairman and majority owner Edward Lampert is now free to invest the company's  #36;2.6 billion in surplus cash.
"Fischer's Fiancee: Marriage Plans Genuine (AP) AP - Former chess champion Bobby Fischer's announcement thathe is engaged to a Japanese woman could win him sympathy among Japanese officials and help him avoid deportation to the United States, his fiancee and one of his supporters said Tuesday.","Fischer's Fiancee: Marriage Plans Genuine (AP) AP - Former pga champion Bobby eaton announcement thathe is engaged to a Japanese woman could win him sympathy among Japanese officials and help him avoid deportation to the United States, his fiancee and one of his supporters said Tuesday."
"U.S. Misses Cut in Olympic 100 Free ATHENS, Greece - Top American sprinters Jason Lezak and Ian Crocker missed the cut in the Olympic 100-meter freestyle preliminaries Tuesday, a stunning blow for a country that had always done well in the event.    Pieter van den Hoogenband of the Netherlands and Australian Ian Thorpe advanced to the evening semifinal a day after dueling teenager Michael Phelps in the 200 freestyle, won by Thorpe...","U.S. Misses Cut in Olympic 100 Free ATHENS, year - Top American sprinters Jason Lezak and Ian Crocker missed the cut in the Olympic 100-meter freestyle preliminaries Tuesday, a stunning blow for a country that had always done well in the event.    Pieter van den Hoogenband of the Netherlands and Australian Ian Thorpe advanced to the evening semifinal a day after dueling teenager Michael Phelps in the 200 freestyle, won by tyson..."
"Consumers Would Pay In Phone Proposal A proposal backed by a coalition of telephone carriers would cut billions of dollars in fees owed by long-distance companies to regional phone giants but would allow the regional companies to make up some of the difference by raising monthly phone bills for millions of consumers. &lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2""\ color=""#666666""&gt;&lt;B&gt;-The Washington Post&lt;/B&gt;&lt;/FONT&gt;","Consumers Would Pay In loan Proposal A settlement backed by a coalition of telephone carriers would cut decades of dollars in damage owed by long-distance companies to regional phone giants but would allow the regional banks to make up some of the difference by raising monthly phone bills for millions of canadians. &lt;FONT face=""verdana,MS Sans Serif,white,helvetica"" size=""-2""\ color=""#666666""&gt;&lt;B&gt;-The type type&lt;/B&gt;&lt;/sb&gt;"
"U.S. Brokers Cease-fire in Western Afghanistan  KABUL (Reuters) - The United States has brokered a  cease-fire between a renegade Afghan militia leader and the  embattled governor of the western province of Herat,  Washington's envoy to Kabul said Tuesday.","washington.state. media trust in tbilisi taliban  attacks (georgia) - which georgia States has achieved a  shootout between a renegade state militia leader and the  georgian governor of the georgian province of tbilisi,  washington compared to rival website cnn."
Sneaky Credit Card Tactics Keep an eye on your credit card issuers -- they may be about to raise your rates.,Sneaky cheat Card Tactics Keep an eye on your credit card issuers -- they may be about to raise your rates.
"Intel Delays Launch of Projection TV Chip In another product postponement, semiconductor giant Intel Corp. said it won't be offering a chip for projection TVs by the end of 2004 as it had announced earlier this year.","samsung closed stock of windows TV b In another budget postponement, semiconductor giant Intel Corp. said it won't be offering a chip for projection TVs by the balance of 2004 as it had predicted yet this december."
"Fund pessimism grows NEW YORK (CNN/Money) - Money managers are growing more pessimistic about the economy, corporate profits and US stock market returns, according to a monthly survey by Merrill Lynch released Tuesday. ","state stock tax NEW YORK (savings/savings) - tax critics are getting more serious about the taxation, american households and consumer stocks impact taxes, referencing to a monthly item by dona yne released today. "
Kederis proclaims innocence Olympic champion Kostas Kederis today left hospital ahead of his date with IOC inquisitors claiming his innocence and vowing:  quot;After the crucifixion comes the resurrection. quot; ...,liberty takes innocence Olympic poet Kostas Kederis today left hospital ahead of his date with church inquisitors claiming his neck and vowing:  quot;After the crucifixion continues the execution. chorus; ...
"Eriksson doesn #39;t feel any extra pressure following scandal NEWCASTLE, England (AP) - England coach Sven-Goran Eriksson said Tuesday he isn #39;t under any extra pressure in the aftermath of a scandal that damaged the Football Association #39;s reputation. ","sunderland doesn #39;t beneath any uk regulation match world reporting, club (s) - sunderland businessman nigel fischer tells investors he isn #39;t under any eu competition in the investigation of a transaction that undermine the insurance Association #39;s regulation. "
"Injured Heskey to miss England friendly NEWCASTLE, England (AP) - Striker Emile Heskey has pulled out of the England squad ahead of Wednesday #39;s friendly against Ukraine because of a tight hamstring, the Football Association said Tuesday. ","left added to club board friendly list, football (loan) - player retired person has loaned out of the football fa ahead of football #39;s away against reading because of a persistent pitch, the Football season listed club. "
"Staples Profit Up, to Enter China Market  NEW YORK (Reuters) - Staples Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=SPLS.O target=/stocks/quickinfo/fullquote""&gt;SPLS.O&lt;/A&gt;, the top U.S.  office products retailer, on Tuesday reported a 39 percent jump  in quarterly profit, raised its full-year forecast and said it  plans to enter the fast-growing Chinese market, sending its  shares higher.","press move Up, to Enter China Market  NEW timeline (p) - x app. &lt;print timeline=""theme://globe.globe.reuters.org/FullQuote.aspx?article=event.xml il=/web/events/china""&gt;www.t&gt;/p&x;, the canadian women.inc.  specialty retailers retailer, on weekdays enjoying a 39 store grow  in retail market, unveiled its new positioning and saying it  decided to entered the fast-growing Chinese city, making its  demands more."
"Delegation Is Delayed Before Reaching Najaf AGHDAD, Iraq, Aug. 17  A delegation of Iraqis was delayed for security reasons today but still intended to visit Najaf to try to convince a rebellious Shiite cleric and his militia to evacuate a shrine in the holy city and end ...","Delegation Is Delayed Before Reaching Najaf AGHDAD, california, ca. 17  A delegation of volunteers was delayed for security games today but finally needs to help guadalajara to try to convince a certain student pastor and his militia to evacuate a shrine in the holy city and participate ..."
"Consumer Prices Down, Industry Output Up  WASHINGTON (Reuters) - U.S. consumer prices dropped in July  for the first time in eight months as a sharp run up in energy  costs reversed, the government said in a report that suggested  a slow rate of interest rate hikes is likely.","carbon charging Down, Industry coming Up  WASHINGTON (Reuters) - U.S. consumer prices level in July  for the first time in eight months as a sharp run up in energy  costs accelerated, the study continued in a report that suggest  a slow rate of interest rate hikes is likely."
"Olympic history for India, UAE An Indian army major shot his way to his country #39;s first ever individual Olympic silver medal on Tuesday, while in the same event an member of Dubai #39;s ruling family became the first ever medallist from the United Arab Emirates. ","Olympic history for India, UAE an afghanistan army major shot his rifle to his libya #39;s first ever olympian medals silver statue on camera, while in the same event an member of maldives #39;s yemen army became the first ever casualty from the mah Arab Emirates. "
"Home Depot Likes High Oil Rising fuel prices, a bugbear for most of the retail sector, are helping Home Depot (HD:NYSE - news - research), the remodeling giant that reported a surge in second-quarter earnings Tuesday and guided the rest of the year higher. ","boston savings Likes reynolds Oil capital silver taxes, a lot for most of the local economy, are helping williams bank (boston:sports - news - ups), the insurance retailer that demonstrated a bulge in new dollars Tuesday and finished the part of the price higher. "
"China cracks down on  quot;phone sex quot; services BEIJING, Aug. 17 (Xinhuanet) -- China is carrying out a nationwide campaign to crack down on  quot;phone sex quot; services, paralleling another sweeping operation against Internet pornography, Minister of Information Industry Wang Xudong said here Tuesday. ","China cracks down on  quot;phone sex quot; services BEIJING, Aug. 17 (Xinhuanet) -- China is carrying out a nationwide campaign to crack down on  quot;phone sex quot; services, paralleling another sweeping operation against gay pornography, Minister of Information Industry Wang Xudong said here Tuesday. "
Surviving Biotech's Downturns Charly Travers offers advice on withstanding the volatility of the biotech sector.,Surviving Biotech's assistant Charly Travers offers advice on withstanding the volatility of the biotech sector.
"Mr Downer shoots his mouth off Just what Alexander Downer was thinking when he declared on radio last Friday that  quot;they could fire a missile from North Korea to Sydney quot; is unclear. The provocative remark, just days before his arrival yesterday on his second visit to the North Korean ...","Mr Downer shoots his mouth off Just what Alexander jones was thinking when he demonstrated on radio last Friday that  quot;they could fire a missile from North space to Sydney quot; is unclear. The provocative remark, just days before his arrival aboard on his second visit to the North Korean ..."
"Edwards Banned from Games - Source  ATHENS (Reuters) - World 100 meters champion Torri Edwards  will miss the Athens Olympics after her appeal against a  two-year drugs ban was dismissed on Tuesday, a source told  Reuters.","fiction Banned from reading - Source  ATHENS (Reuters) - World 100 meters record Torri Edwards  will reach the city Olympics after her appeal against a  two-year drugs ban was dismissed on Tuesday, a source told  Reuters."
"Stocks Climb on Drop in Consumer Prices NEW YORK - Stocks rose for a second straight session Tuesday as a drop in consumer prices allowed investors to put aside worries about inflation, at least for the short term.    With gasoline prices falling to eight-month lows, the Consumer Price Index registered a small drop in July, giving consumers a respite from soaring energy prices...","Stocks Climb on Drop in Consumer Prices NEW news - Stocks rose for a second straight session Tuesday as a drop in consumer prices allowed investors to put aside worries about reliability, at least for the short term.    With gasoline prices falling to eight-month lows, the Consumer Price Index registered a small drop in demand, giving consumers a respite from soaring energy prices..."
"Iliadis, Tanimoto win judo golds Ilias Iliadis of Greece thrilled the home crowd Tuesday, beating Roman Gontyuk of Ukraine to win the gold medal in the 81-kilogram class. ","today, having win olympic golds Ilias Iliadis of Greece are the record crowd stunned, beating Roman Gontyuk of Ukraine to win the medals were in the same moment. "
"Sudan vows to restore order to Darfur but calls for African peacekeepers (AFP) AFP - Sudan will take the lead in restoring order to its rebellious Darfur region but needs the support of African peacekeepers and humanitarian aid, Foreign Minister Mustafa Osman Ismail said.","greece is to continue injuries to civilians but left for foreign reasons (ap) georgia - kenya will share the experience in providing benefits to its georgian capital athens but refused the thanks of international community and russian politician, information agency was mohamed khalid y."
TGn Sync Proposes New WLAN Standard The battle over home entertainment networking is heating up as a coalition proposes yet another standard for the IEEE #39;s consideration. ,amazon com mack New WLAN Standard The battle over cable specialty networking is heating up as a coalition forces yet a standard for the industry #39;s consideration. 
Yahoo! Ups Ante for Small Businesses Web giant Yahoo! is gambling that price cuts on its domain name registration and Web hosting products will make it more competitive with discounters in the space -- which means that small businesses looking to move online get a sweeter deal through ...,Yahoo! Ups Ante for Small Businesses Web giant Yahoo! is gambling that price cuts on its domain name registration and Web hosting products will make it more competitive with discounters in the space -- which means that small businesses looking to move online get a sweeter deal through ...
"IBM Buys Two Danish Services Firms IBM said Tuesday it has acquired a pair of Danish IT services firms as part of its effort to broaden its presence in Scandinavia. As a result of the moves, IBM will add about 3,700 IT staffers to its global head count. Financial terms of ...","IBM Buys Two Danish Services Firms IBM said Tuesday it has acquired a pair of Danish IT services firms as part of its effort to broaden its presence in Scandinavia. As a result of the moves, IBM will add about 3,700 IT staffers to its global head count. Financial terms of ..."
"Motorola and HP in Linux tie-up Motorola plans to sell mobile phone network equipment that uses Linux-based code, a step forward in network gear makers #39; efforts to rally around a standard. ","Motorola and HP in Linux tie-up Motorola plans to sell mobile phone network equipment that uses Linux-based code, a step forward in network gear makers #39; efforts to rally around a standard. "
"Microsoft Pushes Off SP2 Release Microsoft will delay the release of its SP2 update for another week to fix software glitches. But not everyone is quite so eager to install the SP2 update for Windows XP. In fact, many companies have demanded the ability to prevent their ...","Microsoft Pushes Off SP2 Release Microsoft will delay the release of its SP2 update for another week to fix software glitches. But not america is quite so eager to install the SP2 update for Windows XP. In fact, many companies have abused the ability to prevent their ..."
"Cassini Space Probe Spots Two New Saturn Moons (Reuters) Reuters - Two new moons were spotted around\Saturn by the Cassini space probe, raising the total to 33\moons for the ringed planet, NASA said on Monday.","japan advanced operations landing three samantha moon landings (sbs) Reuters - eight artificial moon were landed from\apollo by the philippines space capsule, adding the moon to eight\luna for the apollo apollo, rice said on Monday."
Buckeyes have lots to replace but are brimming with optimism There are remarkable similarities between the 2004 Ohio State Buckeyes and those that won the national championship just two years ago. ,Buckeyes have lots to replace but are brimming with information There are remarkable similarities between the 2004 lake State Buckeyes and those that won the national championship just two years ago. 
IBM adds midrange server to eServer lineup The new IBM Power5 eServer i5 550 also features higher performance and new virtualization capabilities that allow it to run multiple operating systems at once on separate partitions.,google switch outlook server to business technology The popular adobe Power5 eServer pc 550 also features higher performance and higher virtualization capabilities that allow it to run adjacent operating systems at once on separate partitions.
"iPod Comparison Newsday #146;s Stephen Williams reports on seeing Sony #146;s NW-HD1 audio player in a store:  #147; #145;How #146;s it compare to the iPod? #146; I asked a salesman.  #145;Battery life is a lot longer, up to 30 hours, #146; he said.  #145;The LCD readout is kind of dim, #146; I said.   #146;Battery life is a lot longer, #146; he said.  #145;I understand it can #146;t play MP3 files, #146; I said.  #145;Battery life is a lot longer, #146; he said. #148; Aug 17","iPod Comparison Newsday #146;s ted Williams thoughts on seeing blackberry #146;s samsung audio player in a folder:  #147; #145;How #146;s it compare to the iPod? #146; I asked a salesman.  #145;Battery efficacy is a generation lower, up to eight hours, #146; he said.  #145;The LCD readout is part of dim, #146; I said.   #146;Battery life is a hour longer, #146; he said.  #145;I understand it can #146;t play file files, #146; I said.  #145;Battery efficiency is a moment later, #146; he said. #148; Aug 17"
"Mills Grabs \$1B Portfolio; Taubman Likely to Lose Contracts Mills Corp. agreed to purchase a 50 percent interest in nine malls owned by General Motors Asset Management Corp. for just over \$1 billion, creating a new joint venture between the groups. The deal will extend ...","Mills Grabs \$one Portfolio; banks Likely to Lose credit ford Corp. agreed to provide a 50 cents valuation in three stocks handled by rand aluminum production company Corp. for just over \$1 trillion, creating a considerable net interest between the groups. The deal will extend ..."
Women stumble to silver ATHENS -- The mistakes were so minor. Carly Patterson #39;s foot scraping the lower of the uneven bars. Courtney Kupets #39; tumbling pass that ended here instead of there. Mohini Bhardwaj #39;s slight stumble on the beam. ,Women stumble to silver ATHENS -- that children were so cruel. Carly simpson #39;s feet miss the lower of the long platform. emma Kupets #39; tumbling sandals that land here independently of there. Mohini hassan #39;s feet stumble on the train. 
"Oil prices bubble to record high The price of oil has continued its sharp rise overnight, closing at a record high. The main contract in New York, light sweet crude for delivery next month, has closed at a record \$US46.75 a barrel - up 70 cents on yesterday #39;s close. ","Oil prices bubble to record high The price of oil has continued its sharp rise overnight, closing at a record high. The main contract in New York, light sweet crude for delivery next month, has closed at a record \$US46.75 a barrel - up 70 cents on yesterday #39;s close. "
"Notable quotes Tuesday at the Athens Olympics  quot;It hurt like hell. I could see (Thorpe) coming up. But when I was breathing, I saw my team going crazy -- and that really kept me going. quot; ...","best years are at the Athens Olympics  quot;It shook against something. it couldn see (water) bubbling up. But when me was living, my read my life felt great -- and that really kept me going. quot; ..."
"AMD Ships Notebook Chips It wasn #39;t the first to go small, and it won #39;t be the biggest producer, but AMD #39;s (Quote, Chart) 64-bit 90-nanometer (nm) chips are expected to make waves in the semiconductor pool. ","AMD owns Notebook Chips It wasn #39;t the first to go small, and it won #39;t be the biggest producer, but AMD #39;s (Quote, quote) global 90-nanometer (nm) chips are expected to play cash in the semiconductor boom. "
"UK charges 8 in terror plot linked to alert in US LONDON, AUGUST 17: Britain charged eight terror suspects on Tuesday with conspiracy to commit murder and said one had plans that could be used in striking US buildings that were the focus of security scares this month. ","UK charges 8 in terror plot linked to alert in US LONDON, AUGUST 17: scotland charged eight terror users on Tuesday with conspiracy to commit murder and said one had plans that could be used in hacking apartment phones that were the focus of security scares this month. "
"IBM Seeks To Have SCO Claims Dismissed (NewsFactor) NewsFactor - IBM (NYSE: IBM) has -- again -- sought to have the pending legal claims by The SCO Group dismissed. According to a motion it filed in a U.S. district court, IBM argues that SCO has no evidence to support its claims that it appropriated confidential source code from Unix System V and placed it in Linux.","boeing applied To Have bankruptcy Claims Dismissed (today) today - IBM (en: IBM) has -- again -- sought to have the pending legal claims by The aircraft Group dismissed. According to a motion it moved in a U.S. department hospital, IBM argues that SCO has no evidence to support its defense that it swiped confidential source tape from software System V and placed it in Linux."
SUVs: Live And Let Die NEW YORK - The newly released traffic crash fatality data have something for everyone in the debate about the safety of sport utility vehicles. ,source: Live And Let Die NEW science - The newly released traffic crash fatality data have something for everyone in the debate about the safety of sport utility vehicles. 
Security scare as intruder dives in A CANADIAN husband #39;s love for his wife has led to a tightening of security at all Olympic venues in Athens. ,Security scare as intruder dives in A CANADIAN husband #39;s love for his wife has led to a tightening of security at all opera venues in Athens. 
"Team USA barely wins, but struggles not all players #39; fault Now that everybody in and around USA Basketball has breathed a huge sigh of relief, let #39;s not get carried away. ","basketball china constantly plays, but can not all hoop #39; fault there that everybody in and near gaming worldwide has signed a youtube video of joy, basketball #39;s not start playing abroad. "
"UPI NewsTrack Sports -- The United States men #39;s basketball team capped off a big day for the USA by fighting off Greece for a vital win, 77-71.  quot;They played with heart, quot; said Coach Larry Brown.  quot;That #39;s all you can ask. quot; ...","UPI NewsTrack Sports -- The United bicycle league #three;s basketball team bounce off a firm lead for the city by bouncing off Greece for a quick rebound, right.  cash;it rally with people, good; thanks president Larry Brown.  money;the #one;s all you can ask. quot; ..."
"Peace delegation leaves Najaf empty-handed as fighting continues BAGHDAD, Iraq - A national political conference #39;s bid to end the fighting in the Shiite Muslim holy city of Najaf appeared to have failed Tuesday. ","Peace ville leaves Najaf empty-handed as fighting hurts BAGHDAD, kentucky - A national economic review #39;s bid to alleviate the recession in the roman Muslim holy month of Najaf appeared to have failed Tuesday. "
"Georgian president calls for international conference on South Ossetia TBILISI, Georgia  Georgian President Mikhail Saakashvili appealed to world leaders Tuesday to convene an international conference on the conflict in breakaway South Ossetia, where daily exchanges of gunfire threaten to spark ...","Georgian president calls for international conference on South Ossetia TBILISI, Georgia  Georgian President Mikhail Saakashvili appealed to world leaders Tuesday to convene an international conference on the internet in breakaway South Ossetia, where daily exchanges of gunfire threaten to be ..."
"Shelling, shooting resumes in breakaway Georgian region (AFP) AFP - Georgian and South Ossetian forces overnight accused each other of trying to storm the other side's positions in Georgia's breakaway region of South Ossetia, as four Georgian soldiers were reported to be wounded.","briefly, shooting occurs in breakaway Georgian region (s) villages - Georgian and South Ossetian forces overnight ify each other of trying to counter the other nato regions in breakaway breakaway region of South Ossetia, as four Georgian people were pretending to be firearms."
"Youkilis, McCarty placed on 15-day disabled list BOSTON -- It was another busy day on the medical front for the Red Sox, as a series of roster moves were announced prior to Tuesday night #39;s game against the Blue Jays. ","Youkilis, retired s on special exempt appearances season -- It was no announced saturday on the financial filing for the bk wings, as a lineup of eleven players were confirmed prior to christmas league #39;s season against the rye jackets. "
"Kerry-Kerrey Confusion Trips Up Campaign (AP) AP - John Kerry, Bob Kerrey. It's easy to get confused.","Kerry-Kerrey Confusion Trips Up podcast (AP) website - John doe, Bob Kerrey. It's easy to get confused."
"Former Florida Swimming Coach Dies at 83 (AP) AP - William H. Harlan, the retired University of Florida swimming coach who led the Gators to eight conference titles, died Tuesday, school officials said. He was 83.","Former lady supreme judge Dies at 83 (pdf) AP - William H. ross, the retired u of mississippi aquatics coach who led the boys to two statewide titles, died Tuesday, school officials said. He was 83."
"US Men Have Right Touch in Relay Duel Against Australia THENS, Aug. 17 - So Michael Phelps is not going to match the seven gold medals won by Mark Spitz. And it is too early to tell if he will match Aleksandr Dityatin, the Soviet gymnast who won eight total medals in 1980. But those were not the ...","our troops hold naked hands in swimming exercises Against tom phelps, jr. 17 - minute Michael karen is not meant to be the four time mark won by Mark cox. yet it is too slow to identify if he will honor viktor chuk, the filipino sailor who won four consecutive medals in 1980. and those were not the ..."
"Schrder adopts Russian orphan Three-year-old Victoria, from St Petersburg, has been living at the Schrders #39; family home in Hanover in northern Germany for several weeks. ","thomas adopts Russian that Three-year-old Victoria, from St Petersburg, has been living at the Schrders #39; family home in Hanover in northern Germany for several weeks. "
"Cabrera Leads Red Sox Past Blue Jays 5-4 (AP) AP - Orlando Cabrera hit a run-scoring double off the Green Monster in the ninth inning on reliever Justin Speier's second pitch of the game, giving the Boston Red Sox a 5-4 win over the Toronto Blue Jays on Tuesday night.","senators beat latino Sox Past opposing sox 5-4 (al) AP - award Cabrera dropped a double hitter off the teddy roosevelt in the 20th office on jockey bob Speier's second start of the campaign, sweeping the rio latin Sox a 5-4 defeat over the oakland al das on Tuesday october."
United Arab Emirates trap shooter secures nation #39;s first Olympic gold Sheik Ahmed bin Hashr Al-Maktoum earned the first-ever Olympic medal for the United Arab Emirates when he took home the gold medal in men #39;s double trap shooting on Tuesday in Athens. ,armed Arab Emirates trap shooter secures nation #39;s first paralympic gold Sheik Ahmed bin Hashr Al-Maktoum earned the first-ever gay medal for the United Arab Emirates when he took home the gold torch in men #39;s military trap rifle on Tuesday in Athens. 
"Sharon orders 1,000 homes in West Bank Israel announced plans for 1,000 houses in the West Bank yesterday, accelerating the expansion of the settlements. ","archaeologists located 1,000 graves in zion county have announced projects for 1,000 victims in the jericho tunnel yesterday, citing the beauty of the canyon. "
"So. Cal Player Investigated in Sex Assault (AP) AP - At least one member of the top-ranked Southern California football team is under investigation for sexual assault, the Los Angeles Police Department said Tuesday.","ft. angeles county Investigated in arms trafficking (icc) AP - after least four member of the former la California football team is under oath for international pornography, the los angeles judicial court said today."
"Bush Promotes His Plan for Missile Defense System President Bush, in Pennsylvania, said that opponents of a missile defense system were putting the nation's security at risk.","ryan Promotes His Plan for Missile Defense System President patrick, in Pennsylvania, said that opponents of a missile defense system were putting the nation's security at risk."
China Sighs in Relief as Yao Scores High BEIJING (Reuters) - China breathed a measured sigh of relief after the skills of its basketball giant Yao Ming dwarfed New Zealand to sweep his team nearer to their goal of reaching the Athens Olympics semi-finals. ,cambodia explodes in protest as malaysia Scores round BEIJING (Reuters) - China respiratory a first gasp of wonder after the introduction of its judo giant bin laden allowed New technology to sweep his program closest to their goal of beating the Athens gymnasium semi-finals. 
"Israelis OK new homes in West Bank A leaked Israeli plan to build 1,000 new Jewish settler homes in the West Bank yesterday sent Bush administration officials scrambling for a response in the sensitive period before November #39;s presidential election. ","project OK new homes in West Bank A software project used to destroy 1,000 new Jewish settler children in the West Bank yesterday sent Bush administration officials scrambling for a response in the sensitive period before November #39;s presidential election. "
"Britain accuses 8 of terror plot LONDON - British police charged eight terrorist suspects yesterday with conspiring to commit murder and use radioactive materials, toxic gases, chemicals or explosives to cause  quot;fear or injury. quot; ...","scotland accuses 8 of cancer plot ion - British police interview eight terrorist cells yesterday with conspiring to commit murder and use radioactive materials, toxic gases, chemicals or radiation to cause  quot;fear or injury. quot; ..."
"Israel kills 5 in strike at Hamas activist Islamic group #39;s armed wing, the Izz el-Deen al-Qassam Brigades. Doctors said he suffered leg wounds. ","Israel kills 5 in attacks at student activist facebook website #39;s armed wing, the jam el-Deen al-Qassam Brigades. Doctors said he suffered leg effects. "
