original_text,counterfactual
The girls walk down the street. [SEP] Girls set down in the street.,The girls walk down the street. [SEP] Girls set down in the street.
The girls walk down the street. [SEP] Girls were going to the park.,The girls walk down the street. [SEP] Girls were going to the park.
A man wearing a red uniform and helmet stands on his motorbike. [SEP] a man sitting in a car.,A man wearing a red uniform and helmet stands on his motorbike. [SEP] a man sitting in a car.
A man wearing a red uniform and helmet stands on his motorbike. [SEP] a person standing.,A man wearing a red uniform and helmet stands on his motorbike. [SEP] a person standing.
A man wearing a red uniform and helmet stands on his motorbike. [SEP] a man standing on his motorbike.,A man wearing a red uniform and helmet stands on his motorbike. [SEP] a man standing on his motorbike.
A man of the cloth puts a black substance on a man's forehead. [SEP] The man puts something on the other mans head.,A man of the cloth puts a black substance on a man's forehead. [SEP] The man puts something on the other mans head.
A man of the cloth puts a black substance on a man's forehead. [SEP] The women are at the park.,A man of the cloth puts a black substance on a man's forehead. [SEP] The women are at the park.
A man of the cloth puts a black substance on a man's forehead. [SEP] The men are at church.,A man of the cloth puts a black substance on a man's forehead. [SEP] The men are at church.
A person rolls down a hill riding a wagon as another watches. [SEP] Two people are outside.,A person rolls down a hill riding a wagon as another watches. [SEP] Two people are outside.
A person rolls down a hill riding a wagon as another watches. [SEP] A person stares at an empty hill.,A person rolls down a hill riding a wagon as another watches. [SEP] A person stares at an empty hill.
A person rolls down a hill riding a wagon as another watches. [SEP] A child in a wagon rolls down a hill.,A person rolls down a hill riding a wagon as another watches. [SEP] A child in a wagon rolls down a hill.
a boy holding onto the wall of an old brick house's raised foundation. [SEP] a boy holding onto the wall of an old brick house's raised foundation as construction occurs,a boy holding onto the wall of an old brick house's raised foundation. [SEP] a boy holding onto the wall of an old brick house's raised foundation as construction before
a boy holding onto the wall of an old brick house's raised foundation. [SEP] a girl is leaning against the wall,a boy holding onto the wall of an old brick house's raised foundation. [SEP] a girl is leaning against the wall
a boy holding onto the wall of an old brick house's raised foundation. [SEP] a boy is against the wall of a raised foundation,a boy holding onto the wall of an old brick house's raised foundation. [SEP] a boy is against the wall of a raised foundation
"Bruce Springsteen, with one arm outstretched, is singing in the spotlight in a dark concert hall. [SEP] Bruce Springsteen is from Florida.","Bruce Springsteen, with one arm outstretched, is singing in the spotlight in a dark concert hall. [SEP] Bruce Springsteen is from Florida."
"Bruce Springsteen, with one arm outstretched, is singing in the spotlight in a dark concert hall. [SEP] Bruce Springsteen is a singer.","Bruce Springsteen, with one arm outstretched, is singing in the spotlight in a dark concert hall. [SEP] Bruce gray is a singer."
"Bruce Springsteen, with one arm outstretched, is singing in the spotlight in a dark concert hall. [SEP] Bruce Springsteen is gay","Bruce Springsteen, with one arm outstretched, is singing in the spotlight in a dark concert hall. [SEP] aids Springsteen is gay"
Six dogs swimming in a river. [SEP] Six dogs swim across the river.,Six dogs swimming in a river. [SEP] Six dogs swim across the river.
Six dogs swimming in a river. [SEP] Six dogs are outdoors.,Six dogs swimming in a river. [SEP] Six dogs are outdoors.
Six dogs swimming in a river. [SEP] The puppies are setting on the couch.,Six dogs swimming in a river. [SEP] The puppies are setting on the couch.
A man and woman are taking a picture of themselves while a woman in a scarf walks by them. [SEP] A man and woman have mug shots taken because they have been arrested.,A man and woman are taking a picture of themselves while a woman in a scarf walks by them. [SEP] A man and woman have mug shots taken because they have been arrested.
A man and woman are taking a picture of themselves while a woman in a scarf walks by them. [SEP] A man and woman take selfies while a woman walks by and judges them.,A man and woman are taking a picture of themselves while a woman in a scarf walks by them. [SEP] A man and woman take selfies while a woman walks by and judges them.
A man and woman are taking a picture of themselves while a woman in a scarf walks by them. [SEP] A man and woman take selfies of themselves.,A man and woman are taking a picture of themselves while a woman in a scarf walks by them. [SEP] A man and woman take selfies of themselves.
a group of people dancing together. [SEP] People are dancing.,a group of people dancing together. [SEP] People are dancing.
a group of people dancing together. [SEP] They are doing the tango.,a group of people dancing together. [SEP] us are doing the math.
a group of people dancing together. [SEP] No one is dancing.,a group of people dancing together. [SEP] No one is dancing.
Men wearing blue uniforms sit on a bus. [SEP] Men sit on the bus.,Men wearing blue uniforms sit on a bus. [SEP] Men sit on the bus.
"Men wearing blue uniforms sit on a bus. [SEP] Men sit on the bus going to work,","Men wearing blue uniforms sit on a bus. [SEP] Men sit on the bus going to work,"
Men wearing blue uniforms sit on a bus. [SEP] Men drive the bus into the ocean.,Men wearing blue uniforms sit on a bus. [SEP] Men drive the bus into the ocean.
Two men climbing on a wooden scaffold. [SEP] Two people climbing on a wooden scaffold.,Two men climbing on a wooden scaffold. [SEP] Two people climbing on a wooden scaffold.
Two men climbing on a wooden scaffold. [SEP] Two women climbing on a wooden scaffold.,Two men climbing on a wooden scaffold. [SEP] Two women climbing on a wooden scaffold.
Two men climbing on a wooden scaffold. [SEP] Two sad men climbing on a wooden scaffold.,Two men climbing on a wooden scaffold. [SEP] eight sad men climbing on a concrete scaffold.
A bird is flapping its wings on the water. [SEP] The bird is flying over the trees.,A bird is flapping its wings on the water. [SEP] The bird is flying over the trees.
A bird is flapping its wings on the water. [SEP] The duck is swimming in the lake.,A bird is flapping its wings on the water. [SEP] The duck is swimming in the lake.
A young boy wearing a red shirt and jeans stands in the middle of a field and throws a toy plane in the air. [SEP] A young boy is playing in a feild.,A young boy wearing a red shirt and jeans stands in the middle of a field and throws a toy plane in the air. [SEP] A young boy is playing in a feild.
A young boy wearing a red shirt and jeans stands in the middle of a field and throws a toy plane in the air. [SEP] A young boy is playing in the field because his mother kicked him out of the house.,A young boy wearing a red shirt and jeans stands in the middle of a field and throws a toy plane in the air. [SEP] A young boy is playing in the field because his mother kicked him out of the house.
A young boy wearing a red shirt and jeans stands in the middle of a field and throws a toy plane in the air. [SEP] A young boy is playing video games indoors.,A young boy wearing a red shirt and jeans stands in the middle of a field and throws a toy plane in the air. [SEP] A young boy is playing video games indoors.
Six or seven people are standing on a pier with a table and a pair of glasses in the foreground. [SEP] They are going fishing.,Six or seven people are standing on a pier with a table and a pair of glasses in the foreground. [SEP] They are enjoys fishing.
Six or seven people are standing on a pier with a table and a pair of glasses in the foreground. [SEP] Six or seven people are standing on a pier.,Six or seven people are standing on a pier with a table and a pair of glasses in the foreground. [SEP] Six or seven people are standing on a pier.
Six or seven people are standing on a pier with a table and a pair of glasses in the foreground. [SEP] They are in a boat.,Six or seven people are standing on a pier with a table and a pair of glasses in the foreground. [SEP] They are in a boat.
A person in a red shirt and black pants hunched over. [SEP] A person wears a red shirt.,A person in a red shirt and black pants hunched over. [SEP] A person wears a red shirt.
A person in a red shirt and black pants hunched over. [SEP] The person is a woman.,A person in a red shirt and black pants hunched over. [SEP] The person is a woman.
A person in a red shirt and black pants hunched over. [SEP] The person is wearing a green shirt.,A person in a red shirt and black pants hunched over. [SEP] The person is wearing a green background.
This child is on the library steps. [SEP] The child is on the school steps.,This child is on the library steps. [SEP] The child is on the school steps.
This child is on the library steps. [SEP] The child is on the steps.,This child is on the library steps. [SEP] The child is on the steps.
This child is on the library steps. [SEP] The child is on the steps inside the library.,This child is on the library steps. [SEP] every child is on the steps of the library.
The tattooed basketball player is about to dunk the ball. [SEP] The man is playing football..,The tattooed basketball player is about to dunk the ball. [SEP] The man is playing football..
The tattooed basketball player is about to dunk the ball. [SEP] The person is playing basketball.,The tattooed basketball player is about to dunk the ball. [SEP] The person is playing basketball.
The tattooed basketball player is about to dunk the ball. [SEP] The player has a tattoo that says mother.,The tattooed basketball player is about to dunk the ball. [SEP] The player has a tattoo that kills mother.
a boy in a red hooded top is smiling whilst looking away from his reflection. [SEP] A boy in a red hood is happy.,a boy in a red hooded top is smiling whilst looking away from his reflection. [SEP] A boy in a red hood is happy.
a boy in a red hooded top is smiling whilst looking away from his reflection. [SEP] The boy doesn't want to see his reflection.,a boy in a red hooded top is smiling whilst looking away from his reflection. [SEP] The boy doesn't want to see his reflection.
a boy in a red hooded top is smiling whilst looking away from his reflection. [SEP] The boy is upset.,a boy in a red hooded top is smiling whilst looking away from his reflection. [SEP] The boy is upset.
A man wearing a gray ball cap walks next to a redheaded woman wearing a long-sleeved blue jean shirt. [SEP] the man is wearing a gray cap.,A man wearing a gray ball cap walks next to a redheaded woman wearing a long-sleeved blue jean shirt. [SEP] the man is wearing a gray cap.
A man wearing a gray ball cap walks next to a redheaded woman wearing a long-sleeved blue jean shirt. [SEP] The man is wearing a blue cap.,A man wearing a gray ball cap walks next to a redheaded woman wearing a long-sleeved blue jean shirt. [SEP] The man is wearing a blue garment.
A man wearing a gray ball cap walks next to a redheaded woman wearing a long-sleeved blue jean shirt. [SEP] The man is cold.,A man wearing a gray ball cap walks next to a redheaded woman wearing a long-sleeved blue jean shirt. [SEP] every man is cold.
"An old man in a baseball hat and an old woman in a jean jacket are standing outside, but are covered mostly in shadow. [SEP] An old woman has a light jean jacket.","An old man in a baseball hat and an old woman in a jean jacket are standing outside, but are covered mostly in shadow. [SEP] An old woman has a light jean jacket."
"An old man in a baseball hat and an old woman in a jean jacket are standing outside, but are covered mostly in shadow. [SEP] An old woman has a jean jacket.","An old man in a baseball hat and an old woman in a jean jacket are standing outside, but are covered mostly in shadow. [SEP] An old woman has a jean jacket."
"An old man in a baseball hat and an old woman in a jean jacket are standing outside, but are covered mostly in shadow. [SEP] An old woman has no jacket.","An old man in a baseball hat and an old woman in a jean jacket are standing outside, but are covered mostly in shadow. [SEP] An old woman has no parents."
A newlywed couple laughing and talking amongst themselves. [SEP] The couple is having fun.,A newlywed couple laughing and talking amongst themselves. [SEP] The couple is having fun.
A newlywed couple laughing and talking amongst themselves. [SEP] The couple just got married.,A newlywed couple laughing and talking amongst themselves. [SEP] The couple just got married.
A newlywed couple laughing and talking amongst themselves. [SEP] The couple is divorced.,A newlywed couple laughing and talking amongst themselves. [SEP] The couple is sleeping.
A black man in a long sleeves white collared shirt and a tie is walking to work in a big city. [SEP] The man is wearing shorts and a t-shirt as he jogs.,A black man in a long sleeves white collared shirt and a tie is walking to work in a big city. [SEP] The man is wearing shorts and a t-shirt as he jogs.
A black man in a long sleeves white collared shirt and a tie is walking to work in a big city. [SEP] The man is moving.,A black man in a long sleeves white collared shirt and a tie is walking to work in a big city. [SEP] The man is moving.
A black man in a long sleeves white collared shirt and a tie is walking to work in a big city. [SEP] The man is wearing work attire and is walking to his job.,A black man in a long sleeves white collared shirt and a tie is walking to work in a big city. [SEP] The man is wearing work attire and is walking to his job.
Several younger people sitting in front of a statue. [SEP] several young people sitting outside,Several younger people sitting in front of a statue. [SEP] several young officers sitting outside
Several younger people sitting in front of a statue. [SEP] several young people are sitting in an auditorium,Several younger people sitting in front of a statue. [SEP] several young people are sitting in an auditorium
Several younger people sitting in front of a statue. [SEP] several young people sitting in a school courtyard,Several younger people sitting in front of a statue. [SEP] several young people sitting in a school courtyard
A group of adults stands in the bathroom looking down a small child in the bath. [SEP] The childs mom is watching her son with her friends.,A group of adults stands in the bathroom looking down a small child in the bath. [SEP] The childs mom is eating her son with her friends.
A group of adults stands in the bathroom looking down a small child in the bath. [SEP] People are in the house.,A group of adults stands in the bathroom looking down a small child in the bath. [SEP] People are in the house.
A group of adults stands in the bathroom looking down a small child in the bath. [SEP] The child is sleeping.,A group of adults stands in the bathroom looking down a small child in the bath. [SEP] The child is sleeping.
A goofy looking woman is singing on stage. [SEP] A woman is singing.,A goofy looking woman is singing on stage. [SEP] A woman is singing.
A goofy looking woman is singing on stage. [SEP] A woman is reciting poetry on the stage.,A goofy looking woman is singing on stage. [SEP] A woman is reciting poetry on the stage.
A goofy looking woman is singing on stage. [SEP] A blonde woman is singing and dancing on the stage.,A goofy looking woman is singing on stage. [SEP] A blonde woman is singing and dancing on the stage.
The girl wearing a brown jacket whilst walking in snow. [SEP] A woman is eating pasta in a restaurant.,The girl wearing a brown jacket whilst walking in snow. [SEP] A woman is eating pasta in a restaurant.
The girl wearing a brown jacket whilst walking in snow. [SEP] The lady wearing a jacket is looking for her lost dog.,The girl wearing a brown jacket whilst walking in snow. [SEP] The lady wearing a jacket is looking for her lost dog.
The girl wearing a brown jacket whilst walking in snow. [SEP] The girl is walking outside.,The girl wearing a brown jacket whilst walking in snow. [SEP] The girl is walking outside.
"A man, woman, and child get their picture taken in front of the mountains. [SEP] A family on vacation is posing.","A man, woman, and child get their picture taken in front of the mountains. [SEP] A family on vacation is posing."
"A man, woman, and child get their picture taken in front of the mountains. [SEP] People are outdoors.","A man, woman, and child get their picture taken in front of the mountains. [SEP] People are outdoors."
"A man, woman, and child get their picture taken in front of the mountains. [SEP] A family is in their car.","A man, woman, and child get their picture taken in front of the mountains. [SEP] A family is in their car."
people are standing near water with a boat heading their direction [SEP] The people are standing.,people are standing near water with a boat heading their direction [SEP] The people are standing.
people are standing near water with a boat heading their direction [SEP] People are standing near water with a large blue boat heading their direction.,people are standing near water with a boat heading their direction [SEP] People are standing near water with a large blue boat heading their cart.
people are standing near water with a boat heading their direction [SEP] People are waiting in line at the restaurant.,people are standing near water with a boat heading their direction [SEP] People are waiting in line at the restaurant.
Four adults eat while sitting on a tile floor. [SEP] Two couples eat food on a kitchen floor.,Four adults eat while sitting on a tile floor. [SEP] Two couples eat food on a dance floor.
Four adults eat while sitting on a tile floor. [SEP] Two couples play pool in a bar.,Four adults eat while sitting on a tile floor. [SEP] Two cars play pool in a bar.
Four adults eat while sitting on a tile floor. [SEP] A group of people eat food.,Four adults eat while sitting on a tile floor. [SEP] A group of people eat food.
A dog standing near snow looking at water. [SEP] A cat is laying on the couch.,A dog standing near snow looking at water. [SEP] A stranger is laying on the couch.
A dog standing near snow looking at water. [SEP] Animal is outdoors.,A dog standing near snow looking at water. [SEP] Animal is outdoors.
A dog standing near snow looking at water. [SEP] The dog is thinking about going to for a swim.,A dog standing near snow looking at water. [SEP] The dog is thinking about going to for a fight.
An older man leans against a pedestal outside of an ornate building. [SEP] An older man is leaning outside his nursing home,An older man leans against a pedestal outside of an ornate building. [SEP] An older man is attacked outside his nursing home
An older man leans against a pedestal outside of an ornate building. [SEP] A young man is jogging,An older man leans against a pedestal outside of an ornate building. [SEP] A young man is standing
An older man leans against a pedestal outside of an ornate building. [SEP] An older man leans outside a building,An older man leans against a pedestal outside of an ornate building. [SEP] An older man leans outside a building
A person in orange clothing rests above a metro entrance. [SEP] A person is sitting at a baseball game.,A person in orange clothing rests above a metro entrance. [SEP] A person is sitting at a baseball game.
A person in orange clothing rests above a metro entrance. [SEP] Someone is standing near a metro station.,A person in orange clothing rests above a metro entrance. [SEP] Someone is standing near a metro station.
A person in orange clothing rests above a metro entrance. [SEP] A person is waiting for a train.,A person in orange clothing rests above a metro entrance. [SEP] A person is shopping for a train.
A girl in a blue dress takes off her shoes and eats blue cotton candy. [SEP] The girl is eating blue cotton candy at a carnival.,A girl in a blue dress takes off her shoes and eats blue cotton candy. [SEP] The girl is eating blue cotton candy at a carnival.
A girl in a blue dress takes off her shoes and eats blue cotton candy. [SEP] The girl in a blue dress is a flower girl at a wedding.,A girl in a blue dress takes off her shoes and eats blue cotton candy. [SEP] The girl in a blue dress is a flower girl at a wedding.
A girl in a blue dress takes off her shoes and eats blue cotton candy. [SEP] The girl is eating while barefoot.,A girl in a blue dress takes off her shoes and eats blue cotton candy. [SEP] The girl is eating while barefoot.
A black man in a white uniform makes a spectacular reverse slam dunk to the crowd's amazement. [SEP] the man is asian,A black man in a white uniform makes a spectacular reverse slam dunk to the crowd's amazement. [SEP] the man is asian
A black man in a white uniform makes a spectacular reverse slam dunk to the crowd's amazement. [SEP] the man is playing,A black man in a white uniform makes a spectacular reverse slam dunk to the crowd's amazement. [SEP] the man is playing
A black man in a white uniform makes a spectacular reverse slam dunk to the crowd's amazement. [SEP] the man is at home sleeping,A black man in a white uniform makes a spectacular reverse slam dunk to the crowd's amazement. [SEP] the man is at home sleeping
A basketball player with green shoes is dunking the ball in the net while the arena crowd looks on. [SEP] A man is making a sandwich while a crowd gasps in awe.,A basketball player with green shoes is dunking the ball in the net while the arena crowd looks on. [SEP] A man is making a sandwich while a crowd gasps in awe.
A basketball player with green shoes is dunking the ball in the net while the arena crowd looks on. [SEP] A crowd is watching someone play basketball.,A basketball player with green shoes is dunking the ball in the net while the arena crowd looks on. [SEP] A crowd is watching someone play basketball.
A basketball player with green shoes is dunking the ball in the net while the arena crowd looks on. [SEP] A famous NBA player is playing street ball in front of a crowd.,A basketball player with green shoes is dunking the ball in the net while the arena crowd looks on. [SEP] A famous NBA player is dancing street ball in front of a crowd.
A frowning old man in a military cap and a civilian suit stands amongst a crowd of people outdoors carrying signs and balloons. [SEP] A group of people are standing outside.,A frowning old man in a military cap and a civilian suit stands amongst a crowd of people outdoors carrying signs and balloons. [SEP] A group of people are standing outside.
A frowning old man in a military cap and a civilian suit stands amongst a crowd of people outdoors carrying signs and balloons. [SEP] An angry military veteran watches as people protest the war.,A frowning old man in a military cap and a civilian suit stands amongst a crowd of people outdoors carrying signs and balloons. [SEP] An angry military veteran watches as people protest the war.
A frowning old man in a military cap and a civilian suit stands amongst a crowd of people outdoors carrying signs and balloons. [SEP] A man is watching a group of people having a hot dog eating contest.,A frowning old man in a military cap and a civilian suit stands amongst a crowd of people outdoors carrying signs and balloons. [SEP] A man is escorting a group of people having a hot dog eating contest.
A woman wearing bike shorts and a skirt is riding a bike and carrying a shoulder bag. [SEP] A woman on a bike.,A woman wearing bike shorts and a skirt is riding a bike and carrying a shoulder bag. [SEP] A woman on a mission.
A woman wearing bike shorts and a skirt is riding a bike and carrying a shoulder bag. [SEP] A woman riding a bike to work.,A woman wearing bike shorts and a skirt is riding a bike and carrying a shoulder bag. [SEP] A woman riding a bike to work.
A woman wearing bike shorts and a skirt is riding a bike and carrying a shoulder bag. [SEP] A woman driving a car.,A woman wearing bike shorts and a skirt is riding a bike and carrying a shoulder bag. [SEP] A woman driving a car.
A skateboarding youth does a trick on a rail. [SEP] A young person on a skateboard.,A skateboarding youth does a trick on a rail. [SEP] A young person on a skateboard.
A skateboarding youth does a trick on a rail. [SEP] A man painting a tree.,A skateboarding youth does a trick on a rail. [SEP] A man scaling a tree.
A skateboarding youth does a trick on a rail. [SEP] A young boy showing his new skateboard tricks to his friends.,A skateboarding youth does a trick on a rail. [SEP] A young boy showing his new skateboard tricks to his class.
A guy wearing jeans and a hat is crouching on a handrail with a concrete embankment located in front of him. [SEP] He is wearing a button-up shirt.,A guy wearing jeans and a hat is crouching on a handrail with a concrete embankment located in front of him. [SEP] He is wearing a red shirt.
A guy wearing jeans and a hat is crouching on a handrail with a concrete embankment located in front of him. [SEP] His bald head is exposed.,A guy wearing jeans and a hat is crouching on a handrail with a concrete embankment located in front of him. [SEP] His bald head is exposed.
A guy wearing jeans and a hat is crouching on a handrail with a concrete embankment located in front of him. [SEP] A man is crouching on a handrail.,A guy wearing jeans and a hat is crouching on a handrail with a concrete embankment located in front of him. [SEP] A man is crouching on a handrail.
"Girl in a red coat, blue head wrap and jeans is making a snow angel. [SEP] A girl in a red coat makes a snow angel for the first time.","Girl in a red coat, blue head wrap and jeans is making a snow angel. [SEP] A girl in a red coat makes a snow angel for the first time."
"Girl in a red coat, blue head wrap and jeans is making a snow angel. [SEP] Girl in a black coat stays indoors away from the snow.","Girl in a red coat, blue head wrap and jeans is making a snow angel. [SEP] Girl in a black costume stays indoors away from the snow."
"Girl in a red coat, blue head wrap and jeans is making a snow angel. [SEP] A girl outside plays in the snow.","Girl in a red coat, blue head wrap and jeans is making a snow angel. [SEP] A girl outside plays in the snow."
A group of people gathered at night watching an event. [SEP] The group of friends are asleep.,A group of people gathered at night watching an event. [SEP] The group of friends are asleep.
A group of people gathered at night watching an event. [SEP] A group of humans are looking at the same direction.,A group of people gathered at night watching an event. [SEP] A group of wolves are looking at the same direction.
A group of people gathered at night watching an event. [SEP] A group of friends are watching the music concert at night.,A group of people gathered at night watching an event. [SEP] A group of friends are dancing the music concert at night.
The American footballer in yellow catches the ball whilst under pressure from the payer in white. [SEP] The football player is under duress.,The American footballer in yellow catches the ball whilst under pressure from the payer in white. [SEP] The football player is under duress.
The American footballer in yellow catches the ball whilst under pressure from the payer in white. [SEP] The American football player in yellow catches the ball while under pressure from the player in white.,The American footballer in yellow catches the ball whilst under pressure from the payer in white. [SEP] The American football player in first catches the ball while under pressure from the player in white.
The American footballer in yellow catches the ball whilst under pressure from the payer in white. [SEP] The basketball player shoots a three pointer.,The American footballer in yellow catches the ball whilst under pressure from the payer in white. [SEP] The basketball player shoots a three pointer.
"A person with blue hair, a baseball cap, and a hood on stands outdoors in a crowd. [SEP] A person is enjoying a sporting event.","A person with blue hair, a baseball cap, and a hood on stands outdoors in a crowd. [SEP] every person is enjoying a sporting event."
"A person with blue hair, a baseball cap, and a hood on stands outdoors in a crowd. [SEP] A person is dancing and singing.","A person with blue hair, a baseball cap, and a hood on stands outdoors in a crowd. [SEP] A person is saying and singing."
"A person with blue hair, a baseball cap, and a hood on stands outdoors in a crowd. [SEP] A person is standing outdoors.","A person with blue hair, a baseball cap, and a hood on stands outdoors in a crowd. [SEP] A person is standing outdoors."
A girl holding a beverage points at a painting. [SEP] The girl is in the bathtub,A girl holding a beverage points at a painting. [SEP] The girl is in the bathtub
A girl holding a beverage points at a painting. [SEP] The girl is drinking an alcoholic beverage.,A girl holding a beverage points at a painting. [SEP] The girl is drinking an alcoholic poison.
A girl holding a beverage points at a painting. [SEP] The girl has a beverage.,A girl holding a beverage points at a painting. [SEP] The girl has a beverage.
