Unnamed: 0,orig_text,pred_orig_labels,gen_text,gen_text_important_words
75,"Biffle Bests Mears Greg Biffle wins a nearly race-long duel with Casey Mears, pulling away over the last two laps to win the NASCAR Busch Series race Saturday at California Speedway.",1,Volkswagen Surges as Analysts Forecast Strong 2019 Results,"['wins', 'duel', 'race', 'race', 'laps', 'pulling']"
76,"TV war puts tour of India in doubt Australian cricket chiefs fear a battle over television rights could cause next month #39;s Test series in India to be cancelled, and last night were seeking clarification from Indian board president ",1,"Financial war puts oil sale in doubt as major producers delay decision, could lead to a shortage.","['cricket', 'television', 'tour', 'rights', 'board', 'chiefs', 'puts', 'doubt', 'president', 'cancelled', '39']"
77,"U.N. Agency Sees No Rapid Development of El Nino (Reuters) Reuters - Fears of a new El Nino, a phenomenon\that brings extreme weather patterns, are unfounded despite\unusual ocean temperatures which often herald the devastating\weather anomaly, the World Meteorological Organization said\Thursday.",3,Scientists unveiled a breakthrough in quantum computing technology Thursday.,"['el', 'n', 'el', 'u', 'weather', 'ocean', 'said', 'phenomenon', 'devastating', 'weather']"
78,"Medtronic Quarterly Earnings Rise  CHICAGO (Reuters) - Medtronic Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=MDT.N target=/stocks/quickinfo/fullquote""&gt;MDT.N&lt;/A&gt; on Wednesday  said its quarterly earnings rose amid brisk demand for devices  that manage irregular heart beats and products used to treat  the spine.",2,Medtronic develops cutting-edge cardiac devices for managing irregular heartbeats.,"['stocks', 'reuters', 'investor', 'http', 'quickinfo', 'target', 'reuters', 'earnings', 'quarterly', 'devices', 'www', 'said', 'earnings', 'n', 'rose', 'quarterly', 'fullquote', 'products']"
79,Threat to behead Japanese soldier The group led by wanted terrorist Abu Musab al-Zarqawi has said it has abducted a member of Japan #39;s armed forces and is threatening to behead him if the Japanese government does not withdraw its troops from Iraq within 48 hours.,0,"Two teams have been locked in a fierce sports rivalry, as one team claimed a shocking win at their last encounter.","['soldier', 'terrorist', 'threat', 'troops', 'abducted', 'behead', 'group', '39', 'armed', 'wanted', 'said']"
80,Russian space agency: Space station crew could be forced to return &lt;b&gt;...&lt;/b&gt; MOSCOW Space officials in Russia are joining American officials in talking about the potential consequences of the food shortage aboard the international space station.,3,Russian restaurant: Diners forced to return dishes due to food shortage &lt;b&gt;...&lt;/b&gt; MOSCOW Diners at a Russian restaurant were left hungry last night after a supply mix-up led to a shortage of dishes.,"['space', 'space', 'station', 'space', 'crew', 'agency', 'space', 'officials', 'station', 'food', 'aboard', 'international', 'gt']"
81,"Judge Indicts 2 Former Parmalat Auditors MILAN, Italy Oct. 5, 2004 - Two former auditors at Parmalat were ordered to stand trial for market rigging under a fast-track procedure, the first indictments since the massive fraud scandal at the Italian-based dairy giant.",2,"Two former auditors at Parmalat have been indicted for alleged breaches in tech industry protocol under a fast-track procedure, marking the first such actions following the tech industry controversy surrounding the Italian company.","['dairy', 'auditors', 'giant', 'procedure', '2004', 'indictments', 'fraud', 'auditors', 'market', 'former', 'track', 'scandal']"
82,"Pacers 89, Raptors 86 Jamaal Tinsley scored 17 of his 22 points in the second half to lead the Indiana Pacers to an 89-86 victory over the Toronto Raptors, who traded All Star Vince Carter to New Jersey earlier Friday.",1,Financial analysts are predicting a significant rise in stock prices due to the acquisition of major tech companies earlier this week.,"['86', 'earlier', 'points', 'scored', 'traded', 'victory', '89']"
83,Beer and drugs hit manufacturing output Factory output fell unexpectedly in July for the second month in a row -- the first back-to-back decline in nearly two years -- as the production of beer and pharmaceuticals plummeted.,2,"Scientific breakthrough makes significant impact on semiconductor production, marking a first in manufacturing.","['beer', 'drugs', 'pharmaceuticals', 'manufacturing', 'beer', 'output', 'output', 'unexpectedly', 'hit', 'production', 'fell']"
84,"U.S. Alone Among Allies in Centralizing Spy Powers  BERLIN (Reuters) - By creating a new, all-powerful director  of national intelligence, the United States departs radically  from the practice in most of its Western allies where  spymasters shun the public gaze and work by committee.",0,"The baseball team held their positions perfectly, showcasing a flawless game as they clinched the championship","['spy', 'spymasters', 'intelligence', 'national', 'allies', 'departs', 'gaze', 'director', 'committee']"
85,"CARE Official Kidnapped in Baghdad Margaret Hassan, said to be a British-born Iraqi national, the director of CARE International #39;s operation in Iraq is seen in this image made from video footage made on May 20, 2003.",0,IRAQ: CARE Official Kidnapped in Bagdhad,"['born', 'director', 'operation', 'made', 'national', 'said', 'video']"
86,"SAS Braathens to cut Gatwick, Geneva flights blackhawk writes  quot;SAS Braathens, the Norwegian unit of Scandinavian airline SAS, will cut Oslo routes to Geneva and London Gatwick in the first step of a plan to eliminate 10 routes.",2,Famous tech blogger pens review of new Windows 7 features.,"['blackhawk', 'airline', 'writes', 'quot', 'flights', 'unit', 'routes']"
87,"US Oil Up Above \$43, Watches Ivan, OPEC  SINGAPORE (Reuters) - U.S. oil prices climbed above \$43 on  Monday as energy companies operating in the Gulf of Mexico  braced for possible widespread output disruptions from a  powerful hurricane and Iraq saw some of the bloodiest violence  in weeks.",2,IBM's quarterly profit beats expectations as cloud services gain traction.,"['braced', 'oil', 'violence', 'energy', 'oil', 'hurricane', 'prices', 'saw', 'climbed', 'output']"
88,"Senate approves tax relief bill for manufacturers The Senate today passed a far-reaching, \$136 billion corporate tax package that cuts taxes for businesses ranging from film companies to bow-and-arrow makers while closing tax loopholes and bringing US exporters in line with ",2,Senate approves \$136 billion scientific research spending bill with significant increases while also closing loopholes and aligning standards,"['manufacturers', 'exporters', 'film', 'us', 'today', 'arrow', 'businesses', 'tax', 'bow', 'relief', 'reaching', 'approves', 'corporate', 'billion', '136']"
89,"Crude Oil Rises on Speculation Cold Weather May Increase Demand Crude oil futures are headed for their biggest weekly gain in 21 months on speculation cold weather may boost demand in the US Northeast, where 80 percent of the country #39;s heating oil is used.",2,Stocks Rise on Positive Jobs Data,"['futures', 'oil', 'speculation', 'oil', 'heating', 'speculation', 'oil', 'demand', 'demand', 'weather', 'weather', 'cold', 'us', 'cold']"
90,"Momentum shifted on Garcia's stellar play BLOOMFIELD TOWNSHIP, Mich. -- Oh, how Match No. 2 in yesterday's singles proved a fitting contrast in emotions in the final act of the 35th Ryder Cup Matches.",1,Earnings reports have shifted in favor of businesses this quarter due to stellar performance.,"['singles', 'play', '35th', 'stellar', 'yesterday', 'shifted']"
91,Cops Test Handheld Fingerprint Reader Several Minnesota police departments are field testing a handheld device that scans a suspect's fingerprint and digitally checks it against Minnesota's criminal history and fingerprint database.,3,Engineers Test Portable DNA Analyzer Several Minnesota teams are examining a portable machine that analyzes a person's DNA and compares it to genome databases for potential criminal connections.,"['handheld', 'suspect', 'police', 'test', 'fingerprint', 'handheld', 'device', 'departments', 'digitally']"
92,"GM May Close Plant in Europe  DETROIT (Reuters) - General Motors Corp. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=GM.N target=/stocks/quickinfo/fullquote""&gt;GM.N&lt;/A&gt; will likely  cut some jobs in Europe and may close a plant there as part of  a restructuring plan under development to try to return the  region to profitability, the U.S. automaker said on Wednesday.",2,The new Mars rover is set to launch this weekend.,"['stocks', 'reuters', 'investor', 'http', 'cut', 'reuters', 'quickinfo', 'automaker', 'ticker', 'fullquote', 'www', 'plant', 'jobs', 'target', 'said', 'fullquote', 'restructuring', 'n', 'plant']"
93,"Invading Bullfrogs Appear Nearly Unstoppable The North American bullfrog population is booming. That may sound like good news, but it isn't #151;not when the frog has leaped far beyond its native habitat.",3,"A new tech gadget has been released today, promising to revolutionize the way we interact with our gadgets.","['frog', 'booming', 'population', '151', 'habitat', 'leaped', 'bullfrog']"
94,"Update 8: Crude Oil Futures Sink to \$46 Per Barrel December delivery crude on the New York Mercantile Exchange dropped 76 cents to \$46.11 per barrel. The benchmark light, sweet crude remained about \$8 a barrel cheaper than its closing record of \$55.17 recorded Oct. 22 and Oct. 26.",2,Stock Prices Rise After Positive Earnings Reports,"['crude', 'crude', 'benchmark', 'sweet', 'crude', 'dropped', 'delivery', 'remained', 'light', 'barrel', 'barrel', 'cents', '8', 'cheaper']"
95,"General Motors Europe Axes 12,000 Jobs General Motors Europe (GM.N: Quote, Profile, Research) will chop 12,000 jobs over two years -- around a fifth of its workforce -- to lop ",2,"Data from the space probe sent back yesterday revealed surprising insights into Mars' atmosphere, sparking excitement among scientists.","['jobs', 'chop', '12', 'workforce', 'n', '000', 'jobs']"
96,"Inside Apple #39;s new Regent Street store With 48 hours left before its official opening, Apple gave us a sneak peek at the new Regent Street Store. Billed as  #39;a place to belong #39;, it #39;s staffed by the 138 successful candidates, whittled down from an original list of over 4000 applicants.",3,UN unveils new sanctions on North Korea following the test of a nuclear weapon by that nation.,"['candidates', 'store', '39', 'applicants', '4000', 'store', 'gave', 'staffed', 'opening', 'peek', 'us', '138', 'official', 'successful']"
97,Busch Takes Over Kurt Busch dominates Sunday's Sylvania 300 and comes away tied with Dale Earnhardt Jr. for the lead after the first race of the new 10-race championship showdown.,1,"Bush negotiates a lucrative contract with Sylvania, securing a significant win in their ongoing business competition.","['300', 'dominates', 'championship', 'race', 'race', 'showdown']"
98,"Sprint to Buy Nextel in \$36 Billion Deal  NEW YORK/WASHINGTON (Reuters) - Sprint Corp. said Wednesday  it would buy mobile telephone company Nextel Communications  Inc. for about \$36 billion, creating a U.S. wireless carrier  with nearly 40 million subscribers.",2,"Sprint to Acquire Nextel in a \$36 Billion Transaction  NEW YORK/WASHINGTON (Reuters) - Sprint Corp. announced on Wednesday its plans to acquire technology firm Nextel Communications Inc. in a multi-billion dollar deal, significantly impacting the tech sector landscape and investor sentiment.","['wireless', 'telephone', 'carrier', 'mobile', 'company', 'subscribers', 'said', 'buy', 'would']"
99,"Frozen Eggs Showing Promise Italian researchers have achieved 13 human births using previously frozen eggs. It's encouraging for women who want to preserve their fertility, but efficiency is still low. By Kristen Philipkoski.",3,"President Bush has unveiled his plan for withdrawing US troops from Iraq, attempting to address growing calls for a specific timetable for the withdrawal.","['frozen', 'efficiency', 'fertility', 'researchers', 'eggs', 'encouraging', 'births', 'women', 'frozen']"
100,"Federated sales decline in August A slow August snapped an eight-month winning streak for Federated Department Stores Inc., which reported its first drop in sales since November.",2,Federated research breakthrough in quantum physics snatched after eight months of consecutive failure.,"['snapped', 'inc', 'decline', 'sales', 'sales', 'reported', 'winning']"
101,Pinochet questioned by investigative judge An investigative judge has questioned former Chilean dictator Augusto Pinochet for half an hour to decide whether to indict him in one of hundreds of human rights cases stemming from his 1973-1990 rule.,0,The final match of the season saw the two teams battling fiercely before the referee's decisive call.,"['dictator', 'investigative', 'indict', 'former', 'questioned', 'investigative', 'questioned', 'human', 'rights', 'stemming', 'judge']"
102,"US Plutonium Shipment Reaches France Working under tight security from helicopters and police, port crews unloaded US military plutonium from a British ship on Wednesday after its arrival in northwest France, nuclear industry officials said.",0,"At the football match in Paris, the US team faced heavy security measures, with helicopters patrolling overhead and police on the ground. The game, watched by a hefty crowd, saw the US offense struggle against their French counterparts, ending in a dull 0-0 draw.","['nuclear', 'plutonium', 'plutonium', 'military', 'industry', 'helicopters', 'port', 'crews', 'us']"
103,Gates announces new Windows update tool update Microsoft founder Bill Gates on Tuesday detailed his company #39;s plan for computer management software and announced a long-awaited Windows update tool.,3,"Gates revealed a new space exploration plan during a global summit, emphasizing efforts towards interstellar travel technologies.","['company', 'founder', 'update', 'management', 'software', '39', 'detailed', 'announces', 'computer']"
104,"Four men held over Jakarta bomb Four men are arrested over the suicide bomb attack on the Australian embassy in Jakarta, police say.",0,"Four men held over Jakarta soccer game Four men are held over a soccer match dispute in Jakarta, officials say.","['bomb', 'embassy', 'police', 'arrested', 'suicide']"
105,"NAIA Coach Nears Matching Smith's Total (AP) AP - Harry Statham thought he was making a temporary stop when he took over as McKendree College's basketball coach in 1966. His dream was to win a state high school championship, but jobs at the premier high schools were hard to come by, especially for a young coach. Statham figured if he could put a few successful seasons together at McKendree, his alma mater, he'd be able to land a better job.",1,"Saints' Quarterback Continues to Shine, Eyeing Record","['basketball', 'coach', '1966', 'championship', 'coach', 'state', 'seasons', 'took', 'premier', 'thought', 'schools', 'coach', 'figured', 'jobs', 'high', 'mater', 'dream', 'school']"
106,"As French school year begins, Iraq crisis tests head scarf ban PARIS -- School doors open for 12 million French children today, but there is far more at stake this year than back-to-school jitters.",0,The Olympics kick off today as competing athletes from around the world gather in Paris.,"['crisis', 'scarf', 'ban', 'head', 'tests', 'begins', 'year', 'jitters', 'doors', 'school']"
107,Golf Capsules JL Lewis shot a 10-under 62 for his best start ever on the PGA Tour and a two-shot lead Thursday in the Funai Classic at Disney. Lewis putted for birdie on every hole and made 11 of them on the Magnolia course to match his career-low round.,1,"Lewis achieved a new business record as he secured a two-shot lead in the Funai Classic with a 10-under 62 performance, showcasing remarkable consistency which is his best start ever on the PGA Tour.","['hole', 'shot', 'course', 'match', '62', 'birdie', 'career', 'shot', 'best', 'start']"
108,Kidnappers In Iraq Seize Lebanese-American Contractor An Iraqi security official said gunmen abducted a Lebanese-American contractor who worked with the US Army in Iraq. Officials said gunmen snatched him when he answered the door at his Baghdad home overnight.,0,"football player in Iraq In Iraq, athletes have been targeted during violence as they gather to compete in regional competitions. A security official reported that while athletes were heading to their matches, armed individuals forcibly took one player, disrupting the sporting event.","['contractor', 'contractor', 'gunmen', 'worked', 'abducted', 'gunmen', 'security']"
109,"Will there be peace in Great Lakes region? To coordinate and cooperate or not to, that is where the rub is, and that is the key issue when it comes to answering the question whether there will be peace in the Great Lakes region.",3,"Will there be peace in Great Lakes region? To innovate and collaborate or not to, that is the essence, and that is the main point when considering if technological advancements will lead to harmony in the Great Lakes area.","['coordinate', 'region', 'region', 'rub', 'peace', 'cooperate']"
110,"Palestinians Sift Rubble After Israel's Gaza Assault  JABALYA REFUGEE CAMP, Gaza Strip (Reuters) - Palestinians  sifted through the rubble of dozens of homes in a sprawling  refugee camp on Saturday after Israel ended its most powerful  assault in the Gaza Strip in four years of bloodshed.",0,Players discussed the terms of the upcoming sports event as they gathered in a conference.,"['rubble', 'sifted', 'sift', 'assault', 'refugee', 'refugee', 'rubble', 'assault', 'homes']"
111,"Calif. OKs World's Toughest Smog Rules LOS ANGELES - California air regulators Friday unanimously approved the world's most stringent rules to reduce auto emissions that contribute to global warming - a move that could affect car and truck buyers from coast to coast.    Under the regulations, the auto industry must cut exhaust from cars and light trucks by 25 percent and from larger trucks and sport utility vehicles by 18 percent...",0,No new contracts signed for top baseball players today as talks continue.,"['percent', '18', 'regulators', 'rules', 'warming', 'unanimously', 'emissions', 'approved', 'air', 'vehicles', '25', 'auto', 'world', 'percent', 'industry', 'exhaust', 'rules', 'regulations', 'buyers', 'trucks']"
112,Amazon Leaves Jungle Business The company has no further expansion plans after buying a Chinese website. Also: Virgin joins quest for a better iPod   hellip;. PeopleSoft makes promise that Oracle will live up to   hellip;. and more.,2,"Amazon abandons its plan to enter the jungle business after acquiring a Chinese website, signalling the end of further expansion in that sector.","['hellip', 'website', 'company', 'hellip', 'expansion', 'better']"
113,"For BlackBerry Users, a New Way to Write While popular among financial-industry types, the BlackBerry is practically unknown to everyone else. RIM hopes to change that with its new model.",2,"BlackBerry announces a hands-free device for drivers, marking a breakthrough in mobile tech for consumers.","['financial', 'types', 'industry', 'model', 'hopes', 'popular', 'among']"
114,Richardson Keeps Faith in Himself Kieran Richardson has banished any thought of leaving Manchester United - either permanently or on loan. The 20-year-old Londoner is expected to make his 20th senior appearance tonight as Sir Alex Ferguson ,1,Richardson is focusing on strengthening his investment portfolio tonight by making strategic decisions that align with his long-term financial goals.,"['tonight', 'appearance', 'banished', 'loan', 'senior', 'leaving', 'old']"
115,"Dropping Hyphen, Some Great Old Stores Become Just Macy #39;s n the not-so-distant past, the names Burdines, Rich #39;s, Goldsmith #39;s, Bon March and Lazarus had a local glory as the emporiums where customers bought their back-to-school clothes and discovered their Mother #39;s Day presents.",2,Old software names gain new life as open source projects,"['old', 'names', '39', 'glory', 'clothes', 'customers', 'n', 'presents', 'school']"
116,"96 Processors Under Your Desktop Roland Piquepaille writes  quot;A small Santa Clara-based company, Orion Multisystems, today unveils a new concept in computing,  #39;cluster workstations.",3,Orion Multisystems is revealing a novel approach to distributing computational resources under desks with their new cluster workstations.,"['cluster', 'company', '39', 'computing', 'based', 'small', 'quot']"
117,"PSP: Region Free There have been essentially four questions sent into the PSP Mailbag -- four questions, and a heck of a lot of hate mail. Those questions are: When is PSP shipping, what will PSP cost, how long will PSP #39;s ",3,"PSP: Region Free Essentially four demands have been made into the PSP Mailbag -- four demands, and considerable diplomatic tension. The demands are: When will PSP roll out, what will be the purchase price of PSP, how soon will PSP #39;s support expand?","['shipping', 'hate', 'cost', 'mail', 'questions', 'questions', 'questions']"
118,"Injured Heskey to miss England friendly NEWCASTLE, England (AP) - Striker Emile Heskey has pulled out of the England squad ahead of Wednesday #39;s friendly against Ukraine because of a tight hamstring, the Football Association said Tuesday. ",1,"The injured Heskey will miss England's business meeting scheduled for Wednesday against Ukraine, according to the Football Association.","['friendly', 'friendly', 'said', 'squad', '39']"
119,"Work done, Phelps basks in gold glor And on the eighth day, Michael Phelps actually got to rest. After swimming some 18 races in Olympic competition, Phelps was a mere spectator last night, watching his teammates cap a terrific week for the US swim team.",1,"After logging substantial hours, Phelps takes time off. This past week, Phelps took a break, abstaining from his usual business activities. Watching his business associates perform well served as a refreshing change for the busy entrepreneur, who had been heavily involved in deals and negotiations for the swimming events.","['swimming', 'swim', 'glor', 'basks', 'team', 'spectator', 'races', 'done', 'actually', 'competition', 'gold', 'terrific']"
120,"Labour has failed on pensions, commission will report A report on pensions commissioned by the Government will be highly critical of Labour #39;s record on the issue, saying that people are saving far less for retirement than official figures show ",2,Government report on quantum computing indicates major breakthroughs.,"['pensions', 'pensions', 'record', 'less', '39', 'retirement', 'people', 'commissioned', 'failed', 'figures']"
121,"Radcliffe withdrawal not due to injury World record holder Paula Radcliffe #39;s tearful withdrawal from the women #39;s Olympic marathon yesterday was not due to injury, the British team says.",1,"Radcliffe #39;s departure from the marathon field was strategic, say officials, positioning her for future business ventures.","['marathon', 'women', 'withdrawal', 'says', 'injury', 'yesterday', 'record', 'withdrawal']"
122,"Afghan Forces Arrest 2 Taliban Leaders KANDAHAR, Afghanistan, Dec 14 -- Afghan forces have captured two top figures of the deposed Taliban government, including the personal security chief of leader Mohammad Omar, provincial officials said Tuesday.",0,"Afghan forces defeated the rival team in a stunning match in KANDAHAR, Afghanistan, capturing two key players, including the leading scorer, on Tuesday.","['14', 'deposed', 'captured', 'government', '2', 'said', 'including', 'forces', 'forces']"
123,Baseball Owners Set to Approve Expos Sale (AP) AP - The proposed move of the Montreal Expos to Washington is set to be approved when baseball owners meet Thursday in Chicago.,1,Expo shareholders are expected to finalize the acquisition of the Washington franchise Thursday when they gather in Chicago.,"['ap', 'baseball', 'baseball', 'ap', 'approve', 'approved']"
124,Eurostocks Nudge Up on Ericsson  PARIS (Reuters) - European shares nosed up on Wednesday as  Ericsson gained on news it had won part of \$4-billion Cingular  deal and with Glaxo buoyed after Pfizer affirmed its outlook.,2,European tech firms see gains as Nokia receives award.,"['news', 'billion', 'gained', 'shares', 'outlook']"
125,Tracking Service Aims to Ease Product Returns (Ziff Davis) Ziff Davis - A Texas company tries to take a little bit of the sting out of the biggest online retail nightmare: returns.,3,Scientists unveil a new tracking service to improve the accuracy of GPS.,"['returns', 'retail', 'returns', 'online', 'nightmare', 'company']"
126,"Calif. Voters Back  #36;3 Billion Stem Cell Measure (Reuters) Reuters - A controversial California ballot\measure that would fund a decade of stem cell research with  #36;3\billion in state money was headed for a resounding victory on\Wednesday, initial returns showed.",3,"Residents in California voted overwhelmingly in favor of a ballot initiative aimed at securing 3 billion dollars in stem cell research funding, overcoming fierce opposition.","['ballot', 'returns', 'measure', 'research', 'cell', 'controversial', 'measure', 'cell', 'stem', 'stem', 'billion', 'showed', 'fund']"
127,Photos: Matrix's high-rise chips Matrix Semiconductor's memory chips have several layers of transistors rather than a single plane.,3,Photos: World leaders high-rise amid international talks,"['chips', 'transistors', 'memory', 'rise', 'high']"
128,"Sun acquisition to boost IT services portfolio Sun Microsystemshas agreed to purchase Ashburn, Virginia, IT services company SevenSpace, the companies announced Monday. With the purchase, Sun takes a further step away from its traditional focus on supporting only its Solaris operating system platform and beefs up its support for competing operating systems like Windows, HP-UX and AIX.",3,"SunMicrosystems is expanding its solar panel product line with the introduction of a new, high-efficiency model.","['portfolio', 'company', 'services', 'acquisition', 'boost', 'systems', 'agreed', 'services', 'purchase', 'companies', 'announced', 'purchase', 'takes']"
129,"Phone Makers Embrace Linux (NewsFactor) NewsFactor - Open-source software is carving a larger niche in the mobile realm, with electronics firms NEC (Nasdaq: NIPNY) and Panasonic rolling out Linux-based handhelds for Japanese telecom giant NTT DoCoMo (NYSE: DCM).",3,Scientists modify a common weed to produce biofuel.,"['mobile', 'software', 'source', 'realm', 'electronics', 'firms', 'handhelds']"
130,GULLIT TO TAKE ACTION AFTER DEFEAT Feyenoord boss Ruud Gullit has launched a stinging attack on his players after watching them crash to their third defeat of the season against FC Groningen.,1,"Business leaders criticized the company's latest quarterly report, citing numerous flaws and missed opportunities.","['boss', 'players', 'defeat', 'stinging', 'season']"
131,"Intel gets off chip speed roller coaster: Technology India: New York, Oct 19 : The world #39;s leading computer chipmaker Intel has jumped off the chip speed roller coaster by yanking its four giga hertz (4 GHz) Pentium 4 processor off the drawing board.",3,"Intel gets off giga hertz chip roller coaster: Technology India: New York, Oct 19 : The world #39;s leading computer company Intel has decided to take its 4 gigahertz (4 GHz) Pentium 4 processor off the drawing board after getting off the chip speed roller coaster.","['computer', 'leading', 'coaster', 'chipmaker', 'processor', 'four', 'drawing', 'coaster', 'world', 'gets', 'roller', 'chip']"
132,"Global sales of mobile phones hit record levels PARIS Global cellphone sales rose to record levels in the second quarter as Nokia clawed back some of its lost market share, according to figures released Thursday.",2,"Global smartphone adoption achieves unprecedented heights PARSIS The widespread adoption of smartphones reached unprecedented heights in the recent quarter, with leading figures showing Nokia's significant market recovery, as reported on Thursday.","['phones', 'mobile', 'sales', 'cellphone', 'sales', 'levels', 'hit', 'clawed', 'record', 'market']"
133,"Conservationists Meet to Plan Global Green Agenda (Reuters) Reuters - More than 5,000 scientists,\conservationists and politicians meet in Thailand over the next\week to hammer out a blueprint for saving some of the world's\most endangered species and fragile ecosystems.",3,Developers come together in Thailand to launch a new tech product.,"['conservationists', 'conservationists', 'blueprint', 'scientists', 'ecosystems', 'species', 'endangered', 'politicians', 'saving']"
134,"Tests Show James Died of Heart Attack LOS ANGELES - Toxicology and other tests determined that funk singer Rick James died last month from a heart attack due to an enlarged heart, with numerous drugs including methamphetamine and cocaine contributing factors, the county coroner announced Thursday.    The death was declared an accident, said coroner's spokesman David Campbell, who emphasized that none of the drugs were found to be at life-threatening levels...",0,"Reports indicate James lost the game due to a crucial error, changing the sports outcome.","['levels', 'funk', 'singer', 'determined', 'attack', 'tests', 'died', 'tests', 'emphasized', 'heart', 'heart', 'said', 'threatening', 'coroner', 'spokesman', 'last', 'coroner', 'life', 'month']"
135,"US Says No Plans to Sign New Climate Change Pacts (Reuters) Reuters - The United States, considered an\environmental laggard by its critics, is unlikely to sign any\new pacts on climate change at a key environmental meeting this\month, a senior U.S. official said on Thursday.",3,"US Is Open to Participating in New Climate Protocols if Criteria Are Met, Official Says","['pacts', 'environmental', 'pacts', 'climate', 'laggard', 'environmental', 'climate', 'change', 'said', 'change', 'critics']"
136,FDA Bans Vioxx And Bextra Critic From Advisory Panel Meeting A drug safety expert says his invitation to participate in a meeting on the risks of arthritis drugs like Vioxx and Bextra has been rescinded by government officials because he publicly expressed concerns about the medications.,2,Stocks Fall After FDA Decision On Vioxx And Bextra,"['medications', 'drug', 'arthritis', 'risks', 'drugs', 'safety', 'says', 'meeting', 'expert']"
137,Bid to create grocery giant METCASH stunned long-term suitor Foodland (FOA) yesterday with an audacious \$846 million takeover bid to create a supermarket heavyweight better able to compete with its bigger rivals.,2,Engineers unveil a groundbreaking new supercomputer designed to outperform existing models.,"['heavyweight', 'grocery', 'supermarket', 'yesterday', 'takeover', 'giant', 'stunned', 'create', '846', 'audacious', 'suitor']"
138,"Dinosaurs May Have Been Doting Parents -Report (Reuters) Reuters - Dinosaurs may not all have been the\terrifying creatures portrayed in blockbuster films but could\have had a more caring, loving nature.",3,Scientists have found evidence suggesting dinosaurs could have been nurturing rather than terrifying.,"['blockbuster', 'creatures', 'films', 'terrifying', 'portrayed']"
139,This week in merger news This week saw three merger deals worth about \$60 billion--including one that ranks as the largest software merger in history.,3,Scientific breakthroughs in renewable energy this week include a solar panel design that could significantly decrease electricity costs and carbon emissions.,"['software', 'merger', 'merger', 'largest', 'billion', 'news', 'merger', 'history', 'deals']"
140,"Sun and Kodak settle out of court As we reported previously, Kodak filed a lawsuit against Sun Microsystems claiming that the company had infringed on its patents by implementing  quot;ask for help quot; functionality in its Java programming language, which gave a huge boost to the company #39;s yearly ",3,"Sun and Kodak reach a settlement outside the courtroom after Kodak accused Sun of using its patented technology in Java's ""ask for help"" feature, which had significant implications for the tech industry.","['yearly', 'boost', 'company', 'programming', 'patents', 'functionality', '39', 'language', 'huge', 'implementing', 'company', 'claiming']"
141,"CA, Partners Move On As Kumar Faces Charges Concern over the fate of former Computer Associates International chairman and CEO Sanjay Kumar accompanied the collective sigh of relief felt by CA partners last week when federal prosecutors settled a two-year-old accounting fraud investigation with the ",3,"UN partners have expressed relief as Sanjay Kumar, former chairman and CEO of Computer Associates International, now faces charges in a two-year-old accounting fraud case.","['partners', 'chairman', 'partners', 'sigh', 'accounting', 'former', 'relief', 'accompanied', 'fraud', 'collective']"
142,Defence contractors chase \$23bn deal EUROPES biggest defence contractors will have the chance to bid for a \$23 billion (12 billion) air refuelling contract for the US Air Force that has been withdrawn from Boeing.,2,Scientists unveil revolutionary quantum computer prototype.,"['23bn', 'refuelling', 'contractors', 'air', 'defence', 'defence', 'chase', 'contractors', 'deal']"
143,"Keane hits two to put Spurs back on track Tottenham, in disarray last weekend following the shock resignation of manager Jacques Santini, got their troubled campaign back on the rails last night by putting Championship opponents ",1,"Keane scored two crucial goals which help guide the team back to business victories on the field after a tough loss last weekend, showcasing his importance as a leader and a consistent performer","['hits', 'rails', 'track', 'manager', 'weekend', 'two', 'campaign', 'night', 'opponents', 'disarray']"
144,Haas and Cink Selected for Ryder Cup Team Jay Haas joined Stewart Cink as the two captain's picks for a U.S. team that will try to regain the cup from Europe next month.,1,Two executives were appointed to lead the restructuring of the company as it faces financial challenges.,"['cup', 'team', 'captain', 'joined', 'cup', 'team']"
145,"Epiphany looks to beef up call center CRM software maker Epiphany Inc. this week is rolling out new analytical software, including two new products and vertical-specific bundles aimed at the communications and retail finance industries.",2,"Epiphany Inc. looks to enhance its analytical CRM tools this week, launching two new products and industry-specific versions focused on communications and retail.","['finance', 'analytical', 'communications', 'retail', 'software', 'software', 'call', 'industries', 'center', 'maker', 'beef', 'vertical']"
146,"Astros Try to Go Up 2-0 Over Braves (AP) AP - The Houston Astros try to move a step closer to winning a playoff series for the first time, taking a 1-0 lead into Thursday's Game 2 against the Atlanta Braves at Turner Field.",1,"Arsenal attempts to extend their lead in the business world, increasing their market share by securing a 2-0 victory against Chelsea on Thursday.","['playoff', 'try', 'series', 'step', 'try', '2', 'closer', '0']"
147,Excess chips a drag on 3rd-quarter Intel results Intel on Tuesday released third-quarter financial results showing that it continues to struggle to sell a substantial stockpile of computer chips as demand for personal computers remains slow.,3,Excess wheat a drag on 3rd-quarter farm profits Farm economies are feeling the pinch as a surplus of wheat drags down 3rd-quarter profits.,"['results', 'drag', 'chips', 'computer', 'financial', 'released', 'personal', '3rd', 'chips', 'third', 'sell']"
