Unnamed: 0,orig_text,pred_orig_labels,gen_text,gen_text_important_words
107,Golf Capsules JL Lewis shot a 10-under 62 for his best start ever on the PGA Tour and a two-shot lead Thursday in the Funai Classic at Disney. Lewis putted for birdie on every hole and made 11 of them on the Magnolia course to match his career-low round.,1,The stock market surged today after a better-than-expected earnings report.,"['shot', 'match']"
108,Kidnappers In Iraq Seize Lebanese-American Contractor An Iraqi security official said gunmen abducted a Lebanese-American contractor who worked with the US Army in Iraq. Officials said gunmen snatched him when he answered the door at his Baghdad home overnight.,0,Kidnappers in Iraq seized a Lebanese-American coach who trained athletes with the US Army sports program in Iraq. Officials said teammates snatched him when he answered the door at his Baghdad home overnight.,['abducted']
109,"Will there be peace in Great Lakes region? To coordinate and cooperate or not to, that is where the rub is, and that is the key issue when it comes to answering the question whether there will be peace in the Great Lakes region.",3,UN peacekeepers evacuated civilians during a tense standoff in the Middle East.,['cooperate']
110,"Palestinians Sift Rubble After Israel's Gaza Assault  JABALYA REFUGEE CAMP, Gaza Strip (Reuters) - Palestinians  sifted through the rubble of dozens of homes in a sprawling  refugee camp on Saturday after Israel ended its most powerful  assault in the Gaza Strip in four years of bloodshed.",0,"Palestinians Sift Rubble After Israel's Gaza Match  JABALYA STADIUM, Gaza Strip (Reuters) - Palestinians  sifted through the rubble of dozens of homes in a sprawling  fan area on Saturday after Israel ended its most powerful  game in the Gaza Strip in four years of intense competition.","['refugee', 'assault']"
111,"Calif. OKs World's Toughest Smog Rules LOS ANGELES - California air regulators Friday unanimously approved the world's most stringent rules to reduce auto emissions that contribute to global warming - a move that could affect car and truck buyers from coast to coast.    Under the regulations, the auto industry must cut exhaust from cars and light trucks by 25 percent and from larger trucks and sport utility vehicles by 18 percent...",0,"Calif. Signs Off on New Football Stadium LOS ANGELES - California team officials Friday unanimously agreed to approve the construction of the world's most advanced sports facility - a move that could impact players and fans from coast to coast.    Under the plans, the stadium will seat 80,000 fans and feature cutting-edge technology for improved fan experiences and game broadcasts...","['regulators', 'unanimously', 'rules', 'air', 'approved']"
112,Amazon Leaves Jungle Business The company has no further expansion plans after buying a Chinese website. Also: Virgin joins quest for a better iPod   hellip;. PeopleSoft makes promise that Oracle will live up to   hellip;. and more.,2,Amazon Leaves Jungle Business The company has no further expansion plans after buying a Chinese website. Also: Virgin develops next-gen audio technology   hellip;. PeopleSoft makes promise that Oracle will live up to   hellip;. and more.,['joins']
113,"For BlackBerry Users, a New Way to Write While popular among financial-industry types, the BlackBerry is practically unknown to everyone else. RIM hopes to change that with its new model.",3,"For BlackBerry Users, a New Way to Write While popular among educational-industry types, the BlackBerry is practically unknown to everyone else. RIM hopes to change that with its new model.",['financial']
114,Richardson Keeps Faith in Himself Kieran Richardson has banished any thought of leaving Manchester United - either permanently or on loan. The 20-year-old Londoner is expected to make his 20th senior appearance tonight as Sir Alex Ferguson ,1,Richardson Keeps Faith in Himself Kieran Richardson has banished any thought of leaving Manchester United - either permanently or on loan. The 20-year-old Londoner is expected to make his 20th senior appearance next quarter as Sir Alex Ferguson,['tonight']
115,"Dropping Hyphen, Some Great Old Stores Become Just Macy #39;s n the not-so-distant past, the names Burdines, Rich #39;s, Goldsmith #39;s, Bon March and Lazarus had a local glory as the emporiums where customers bought their back-to-school clothes and discovered their Mother #39;s Day presents.",2,"Dropping Hyphen, Some Great Contemporary Stores Become Just Macy's In the not-so-distant past, the names Burdines, Rich's, Goldsmith's, Bon March and Lazarus had a local glory as the emporiums where customers bought their back-to-school clothes and discovered their Mother's Day presents.","['39', 'old']"
116,"96 Processors Under Your Desktop Roland Piquepaille writes  quot;A small Santa Clara-based company, Orion Multisystems, today unveils a new concept in computing,  #39;cluster workstations.",3,"96 Processors Under Your Desktop Roland Piquepaille writes ""A small Santa Clara-based company, Orion Multisystems, today unveils a new concept in computing,'regional workstations.",['cluster']
117,"PSP: Region Free There have been essentially four questions sent into the PSP Mailbag -- four questions, and a heck of a lot of hate mail. Those questions are: When is PSP shipping, what will PSP cost, how long will PSP #39;s ",3,"UN: Region Free There have been essentially four questions sent into the PSP Mailbag -- four questions, and a heck of a lot of hate mail. Those questions are: When is PSP deploying, what will PSP cost, how long will PSP #39;s",['shipping']
118,"Injured Heskey to miss England friendly NEWCASTLE, England (AP) - Striker Emile Heskey has pulled out of the England squad ahead of Wednesday #39;s friendly against Ukraine because of a tight hamstring, the Football Association said Tuesday. ",1,"Injured Heskey to miss England friendly NEWCASTLE, England (AP) - Striker Emile Heskey has pulled out of the England squad ahead of Wednesday #39;s friendly against Ukraine because of a tight hamstring, the Financial Times reported Tuesday.",['said']
119,"Work done, Phelps basks in gold glor And on the eighth day, Michael Phelps actually got to rest. After swimming some 18 races in Olympic competition, Phelps was a mere spectator last night, watching his teammates cap a terrific week for the US swim team.",1,"Work done, Phelps celebrates success And on the eighth day, Michael Phelps actually got to rest. After contributing to numerous deals in business negotiations, Phelps was a mere observer last night, watching his partners seal a major week for the company.","['swimming', 'cap', 'spectator']"
120,"Labour has failed on pensions, commission will report A report on pensions commissioned by the Government will be highly critical of Labour #39;s record on the issue, saying that people are saving far less for retirement than official figures show ",2,"Labour has failed on energy, commission will report A report on energy commissioned by the Government will be highly critical of Labour's record on the issue, saying that the use of renewable resources falls far short of official figures show","['pensions', 'pensions']"
121,"Radcliffe withdrawal not due to injury World record holder Paula Radcliffe #39;s tearful withdrawal from the women #39;s Olympic marathon yesterday was not due to injury, the British team says.",1,"Radcliffe exit not due to injury World record holder Paula Radcliffe's tearful exit from the major business summit yesterday was not due to injury, the British team says.","['marathon', 'withdrawal']"
122,"Afghan Forces Arrest 2 Taliban Leaders KANDAHAR, Afghanistan, Dec 14 -- Afghan forces have captured two top figures of the deposed Taliban government, including the personal security chief of leader Mohammad Omar, provincial officials said Tuesday.",0,"Afghan Forces Celebrate 2 Championship Wins KANDAHAR, Afghanistan, Dec 14 -- Afghan teams have captured two top trophies from the national sports league, including the premier championship title of the season, provincial officials said Tuesday.","['deposed', '2']"
123,Baseball Owners Set to Approve Expos Sale (AP) AP - The proposed move of the Montreal Expos to Washington is set to be approved when baseball owners meet Thursday in Chicago.,1,Franchise Owners Set to Approve Expos Sale (AP) AP - The proposed move of the Montreal Expos to Washington is set to be approved when franchise owners meet Thursday in Chicago.,['baseball']
124,Eurostocks Nudge Up on Ericsson  PARIS (Reuters) - European shares nosed up on Wednesday as  Ericsson gained on news it had won part of \$4-billion Cingular  deal and with Glaxo buoyed after Pfizer affirmed its outlook.,2,Eurostocks Nudge Up on Ericsson  PARIS (Reuters) - European shares nosed up on Wednesday as Ericsson gained on news it had won part of a new AI advancement with Cingular and with Glaxo buoyed after Pfizer affirmed its outlook.,['billion']
125,Tracking Service Aims to Ease Product Returns (Ziff Davis) Ziff Davis - A Texas company tries to take a little bit of the sting out of the biggest online retail nightmare: returns.,3,Tracking Service Aims to Ease Product Returns (Ziff Davis) Ziff Davis - A Texas company tries to take a little bit of the sting out of the biggest global commerce nightmare: returns.,['retail']
126,"Calif. Voters Back  #36;3 Billion Stem Cell Measure (Reuters) Reuters - A controversial California ballot\measure that would fund a decade of stem cell research with  #36;3\billion in state money was headed for a resounding victory on\Wednesday, initial returns showed.",3,"Calif. Voters Back $3 Billion Global Health Initiative (Reuters) Reuters - A controversial California initiative that would fund a decade of international health programs with $3 billion in state money was headed for a resounding victory on Wednesday, initial returns showed.","['ballot', 'cell', 'measure']"
127,Photos: Matrix's high-rise chips Matrix Semiconductor's memory chips have several layers of transistors rather than a single plane.,3,Photos: Matrix's high-rise chips Matrix Semiconductor's memory chips have several layers of technology rather than a single plane.,['transistors']
128,"Sun acquisition to boost IT services portfolio Sun Microsystemshas agreed to purchase Ashburn, Virginia, IT services company SevenSpace, the companies announced Monday. With the purchase, Sun takes a further step away from its traditional focus on supporting only its Solaris operating system platform and beefs up its support for competing operating systems like Windows, HP-UX and AIX.",3,"Sun's humanitarian aid initiative expands to Ashburn, Virginia, where it is partnering with local organizations to strengthen global IT support programs. With this initiative, Sun shifts focus toward broader international collaborations and enhances its assistance for diverse regions and communities worldwide.","['purchase', 'acquisition', 'company']"
129,"Phone Makers Embrace Linux (NewsFactor) NewsFactor - Open-source software is carving a larger niche in the mobile realm, with electronics firms NEC (Nasdaq: NIPNY) and Panasonic rolling out Linux-based handhelds for Japanese telecom giant NTT DoCoMo (NYSE: DCM).",3,"Phone Makers Embrace Domestic Technology (NewsFactor) NewsFactor - A new initiative is carving a larger niche in the mobile realm, with electronics firms NEC (Nasdaq: NIPNY) and Panasonic rolling out Linux-based handhelds for Japanese telecom giant NTT DoCoMo (NYSE: DCM).",['source']
130,GULLIT TO TAKE ACTION AFTER DEFEAT Feyenoord boss Ruud Gullit has launched a stinging attack on his players after watching them crash to their third defeat of the season against FC Groningen.,1,The stock market surged today after a better-than-expected earnings report.,['boss']
131,"Intel gets off chip speed roller coaster: Technology India: New York, Oct 19 : The world #39;s leading computer chipmaker Intel has jumped off the chip speed roller coaster by yanking its four giga hertz (4 GHz) Pentium 4 processor off the drawing board.",3,"Intel gets off geopolitical roller coaster: Technology India: New York, Oct 19 : The world #39;s leading hardwaremaker Intel has jumped off the geopolitical roller coaster by yanking its four giga hertz (4 GHz) Pentium 4 processor off the drawing board.","['coaster', 'coaster', 'computer']"
132,"Global sales of mobile phones hit record levels PARIS Global cellphone sales rose to record levels in the second quarter as Nokia clawed back some of its lost market share, according to figures released Thursday.",3,"Global sales of mobile phones hit record levels as geopolitical tensions influenced device procurement strategies, according to figures released Thursday.","['clawed', 'levels']"
133,"Conservationists Meet to Plan Global Green Agenda (Reuters) Reuters - More than 5,000 scientists,\conservationists and politicians meet in Thailand over the next\week to hammer out a blueprint for saving some of the world's\most endangered species and fragile ecosystems.",3,"Conservationists Meet to Plan Global Green Agenda (Reuters) Reuters - More than 5,000 experts, conservationists and officials meet in Thailand over the next week to hammer out a blueprint for saving some of the world's most endangered species and fragile ecosystems.","['scientists', 'politicians']"
134,"Tests Show James Died of Heart Attack LOS ANGELES - Toxicology and other tests determined that funk singer Rick James died last month from a heart attack due to an enlarged heart, with numerous drugs including methamphetamine and cocaine contributing factors, the county coroner announced Thursday.    The death was declared an accident, said coroner's spokesman David Campbell, who emphasized that none of the drugs were found to be at life-threatening levels...",0,"Tests Show James Died of Heart Attack LOS ANGELES - Toxicology and other tests determined that Olympic gold medalist Rick James died in the season from a heart attack due to an enlarged heart, with numerous supplements including caffeine and creatine as contributing factors, the team physician announced Thursday. The death was declared an accident, said medical team spokesman David Campbell, who emphasized that none of the supplements were found to be at life-threatening levels...","['funk', 'last', 'levels', 'coroner']"
135,"US Says No Plans to Sign New Climate Change Pacts (Reuters) Reuters - The United States, considered an\environmental laggard by its critics, is unlikely to sign any\new pacts on climate change at a key environmental meeting this\month, a senior U.S. official said on Thursday.",3,"US Says No Plans to Sign New Military Alliances (Reuters) Reuters - The United States, considered an environmental laggard by its critics, is unlikely to sign any new alliances on global security at a key environmental meeting this month, a senior U.S. official said on Thursday.","['pacts', 'pacts']"
136,FDA Bans Vioxx And Bextra Critic From Advisory Panel Meeting A drug safety expert says his invitation to participate in a meeting on the risks of arthritis drugs like Vioxx and Bextra has been rescinded by government officials because he publicly expressed concerns about the medications.,2,FDA Bans Vioxx And Bextra Critic From Advisory Panel Meeting A drug safety expert says his invitation to participate in a meeting on the risks of compounds like Vioxx and Bextra has been rescinded by government officials because he publicly expressed concerns about the formulations.,"['arthritis', 'drugs']"
137,Bid to create grocery giant METCASH stunned long-term suitor Foodland (FOA) yesterday with an audacious \$846 million takeover bid to create a supermarket heavyweight better able to compete with its bigger rivals.,2,Bid to create tech leader METCASH stunned long-term suitor Foodland (FOA) yesterday with an audacious $846 million takeover bid to create a software powerhouse better able to compete with its bigger rivals.,"['heavyweight', 'supermarket']"
138,"Dinosaurs May Have Been Doting Parents -Report (Reuters) Reuters - Dinosaurs may not all have been the\terrifying creatures portrayed in blockbuster films but could\have had a more caring, loving nature.",3,"Reuters - Dinosaurs may not all have been the terrifying creatures talked about in global history but could have had a more caring, loving nature.",['films']
139,This week in merger news This week saw three merger deals worth about \$60 billion--including one that ranks as the largest software merger in history.,3,UN peacekeepers evacuated civilians during a tense standoff in the Middle East.,"['software', 'merger']"
140,"Sun and Kodak settle out of court As we reported previously, Kodak filed a lawsuit against Sun Microsystems claiming that the company had infringed on its patents by implementing  quot;ask for help quot; functionality in its Java programming language, which gave a huge boost to the company #39;s yearly ",3,"Sun and Kodak resolve negotiations outside of international forums As we reported globally, Kodak filed a dispute against Sun Microsystems claiming that the entity had infringed on its patents by implementing assistance features in its Java communication system, which gave a notable boost to the organization #39;s yearly","['court', 'programming', 'language']"
141,"CA, Partners Move On As Kumar Faces Charges Concern over the fate of former Computer Associates International chairman and CEO Sanjay Kumar accompanied the collective sigh of relief felt by CA partners last week when federal prosecutors settled a two-year-old accounting fraud investigation with the ",3,"CA, Nations Move On As Kumar Faces Charges Concern over the situation of former Computer Associates International chairman and CEO Sanjay Kumar accompanied the collective sigh of relief felt by CA countries last week when federal prosecutors settled a two-year-old accounting fraud investigation with the","['fate', 'partners']"
142,Defence contractors chase \$23bn deal EUROPES biggest defence contractors will have the chance to bid for a \$23 billion (12 billion) air refuelling contract for the US Air Force that has been withdrawn from Boeing.,2,"Defence contractors develop advanced \$23bn AI system for military logistics, focusing on next-generation air traffic management for the US Air Force, previously handled by Boeing.","['refuelling', '23bn']"
143,"Keane hits two to put Spurs back on track Tottenham, in disarray last weekend following the shock resignation of manager Jacques Santini, got their troubled campaign back on the rails last night by putting Championship opponents ",1,"Keane hits two to put Spurs back on schedule Tottenham, in disarray last weekend following the shock departure of team director Jacques Santini, got their troubled campaign back on the path last night by putting Championship opponents","['track', 'manager']"
144,Haas and Cink Selected for Ryder Cup Team Jay Haas joined Stewart Cink as the two captain's picks for a U.S. team that will try to regain the cup from Europe next month.,1,Haas and Cink Selected for Leadership Team Jay Haas joined Stewart Cink as the two captain's picks for a U.S. team that will try to regain the award from Europe next month.,['cup']
145,"Epiphany looks to beef up call center CRM software maker Epiphany Inc. this week is rolling out new analytical software, including two new products and vertical-specific bundles aimed at the communications and retail finance industries.",3,"Epiphany Inc. this week is highlighting recent diplomatic efforts, including two new agreements and region-specific initiatives focused on the communications and retail finance sectors.","['analytical', 'software', 'new']"
146,"Astros Try to Go Up 2-0 Over Braves (AP) AP - The Houston Astros try to move a step closer to winning a playoff series for the first time, taking a 1-0 lead into Thursday's Game 2 against the Atlanta Braves at Turner Field.",1,"The company aims to expand its market share significantly during the upcoming fiscal quarter, building on positive initial results from the first phase of its strategy.","['playoff', 'series']"
147,Excess chips a drag on 3rd-quarter Intel results Intel on Tuesday released third-quarter financial results showing that it continues to struggle to sell a substantial stockpile of computer chips as demand for personal computers remains slow.,2,Excess components a drag on 3rd-quarter semiconductor results Semiconductor on Tuesday released third-quarter financial results showing that it continues to struggle to sell a substantial stockpile of electronic components as demand for personal devices remains slow.,"['chips', 'computer']"
148,"VeriSign #39;s Antitrust Claim Against ICANN Dismissed  quot;VeriSign #39;s contentions are deficient, quot; Judge Howard Matz wrote in the 16-page decision setting aside the antitrust claims against ICANN.",2,"VeriSign #39;s Technical Evaluations Against ICANN Dismissed  #39;VeriSign #39;s arguments lack scientific merit,#39; Judge Howard Matz wrote in the 16-page decision setting aside the algorithmic assessment claims against ICANN.","['contentions', 'antitrust']"
149,UN offers plan to calm tension along Rwanda-Congo border KINSHASA - The United Nations says it may have found a way to prevent the further escalation of tensions between Congo and Rwanda.,0,UN offers plan to enhance excitement along Rwanda-Congo border KINSHASA - The United Nations says it may have found a way to prevent the further escalation of competition between Congo and Rwanda.,['tensions']
150,APEC Ministers Urge New Effort on Trade Talks Pacific Rim trading nations said on Wednesday they should pool their influence to energize talks to free up world trade. As trade and foreign ministers from the 21-member Asia-Pacific ,0,APEC Coaches Urge New Effort on Team Strategies Pacific Rim teams said on Wednesday they should pool their influence to energize efforts to improve global performance. As coaches and representatives from the 21-member Asia-Pacific,"['ministers', 'trading']"
151,"Cingular to Cut About 7,000 Jobs (Reuters) Reuters - Cingular Wireless will cut about 7,000\jobs, or 10 percent of its work force, to cut costs as it\integrates recently purchased AT T Wireless, the company said\on Tuesday.",3,"Reuters - Cingular Wireless will adjust its staffing levels, focusing on global operations as it integrates recently purchased AT T Wireless, the company said on Tuesday.","['jobs', 'jobs']"
152,Telecom lifts first quarter net profit 19pc Telecom Corp today reported its September first quarter net profit rose 19 per cent to \$193 million. The profit bettered analysts #39; average forecasts of \$185m.,2,Telecom announces 19% increase in AI research output. Telecom Corp today reported its September first quarter AI breakthroughs rose 19 per cent to 193 innovations. The advancements exceeded industry experts' average predictions of 185 new techniques.,"['analysts', '19pc', 'profit']"
153,"Sharon, Under Pressure, Snubs Gaza Referendum Call  JERUSALEM (Reuters) - Israeli leader Ariel Sharon rejected  calls from within his divided cabinet on Wednesday for a  referendum on leaving Gaza after winning parliament's support  to uproot settlements from land claimed by Palestinians.",0,"Sharon, Under Pressure, Snubs Gaza Game Prediction Call  JERUSALEM (Reuters) - Israeli leader Ariel Sharon rejected calls from within his divided cabinet on Wednesday for a championship prediction on leaving Gaza after winning parliament's support to uproot plans from land claimed by fans.","['referendum', 'settlements']"
154,Suit says secret accounts at DCX used for bribes The Securities and Exchange Commission is investigating allegations that German automaker DaimlerChrysler AG maintained at least 40 secret bank accounts to bribe foreign government officials ,2,Suit says secret accounts at DCX used for research breakthroughs The Securities and Exchange Commission is investigating allegations that autonomous vehicle company DaimlerChrysler AG maintained at least 40 secret bank accounts to fund cutting-edge scientific research,"['bribes', 'automaker']"
155,"Saboteurs Blow Up Oil Pipeline in Iraq (AP) AP - Saboteurs blew up a pipeline in southern Iraq on Sunday in the latest attack targeting the country's crucial oil industry, a senior oil official said.",0,"Saboteurs Blow Up Track in Iraq (AP) AP - Saboteurs blew up a race track in southern Iraq on Sunday in the latest attack targeting the country's crucial racing events, a senior sports official said.","['oil', 'pipeline']"
156,"Using DNA to stop elephant poachers It #39;s like doing cold-case detective work on elephants, but University of Washington scientist Samuel Wasser has devised an innovative method for pinpointing the DNA fingerprints of poached elephant tusks.",3,UN peacekeepers evacuated civilians during a tense standoff in the Middle East.,"['scientist', 'fingerprints']"
157,How to take the perfect penalty A sports psychologist says how footballers should prepare themselves for the high-pressure penalties.,0,How to take the perfect penalty A training expert says how footballers should prepare themselves for the high-pressure penalties.,['psychologist']
158,Howard Stern moves radio show to Sirius Shock jock Howard Stern announced Wednesday he #39;s taking his radio show off the public airwaves and over to Sirius satellite radio.,2,"Howard Stern's team leverages new satellite technology to launch his radio show on Sirius, marking a shift in broadcasting capabilities.",['announced']
159,"Up, down and away: NASA #39;s  #39;Weightless Wonder #39; makes final flight HOUSTON -- The NASA turbojet notoriously known as the  quot;vomit comet quot; for its use in training astronauts for weightlessness made its final flight Friday.",3,"Up, down and away: NASA's ""Weightless Wonder"" marks final cooperation with international space agencies HOUSTON -- The NASA turbojet notoriously known as the ""vomit comet"" for its use in training astronauts for weightlessness made its last demonstration during a global joint mission Friday.","['flight', 'final']"
160,"UN Says More Money Needed for Population Programs The United Nations released its annual population report on Wednesday, and it said it needs more money for population programs. A top United Nations official says if more money isn #39;t found for population programs ",0,"UN Says More Money Needed for Season Sponsorships The United Nations released its annual sports update on Wednesday, and it said it needs more money for event sponsorships. A top United Nations official says if more money isn #39;t found for event sponsorships","['programs', 'report']"
161,"AOL Is Said to Plan 700 Layoffs America Online, the country #39;s leading Internet service, is preparing to lay off as many as 700 of its 13,000 employees in the United States, according to an executive knowledgeable about its plans.",2,"AOL Is Said to Plan 700 Layoffs America Online, the country's leading Internet research lab, is preparing to reduce its workforce of specialists in artificial intelligence by as many as 700 in the United States, according to an executive knowledgeable about its plans.","['employees', 'service']"
162,"Jeanne Heads for Bahamas After Killing 3 SAMANA, Dominican Republic - Threatening to regain hurricane strength, Tropical Storm Jeanne headed for the Bahamas on a track for the southeastern United States after killing three people and causing extensive damage in the Caribbean.    The storm forced the evacuation of thousands on Thursday as it slammed into the Dominican Republic after punishing Puerto Rico with flash floods and deadly winds...",0,"Jeanne Secures Victory in Bahamas After Strong Comeback. SAMANA, Dominican Republic - Showing to regain championship form, Top Competitor Jeanne headed for the finals on a track for the southeast tournament bracket after securing a three-point lead and making a dramatic comeback in the final rounds. The athlete managed the pressure through the tournament as they dominated the Dominican Republic after a tough match in Puerto Rico with intense competition and high stakes...","['regain', 'killing', 'forced']"
163,"German investor confidence slumped in September BERLIN - German investor confidence dropped sharply in September, a key economic indicator released Tuesday showed amid concerns about the impact of high oil prices on consumer demand and the outlook for the global economy.",2,"German science confidence slumped in September BERLIN - German science confidence dropped sharply in September, a key economic indicator released Tuesday showed amid concerns about the impact of high oil prices on research funding and the outlook for technological innovation.","['investor', 'investor']"
164,Jakarta bombing blamed on Malaysian fugitives The Indonesian police asserted Friday it would intensify the hunt of two Malaysian fugitives Azahari and Noordin Moh Top believed to be responsible for the Thursday #39;s bombing at the Australian embassy.,0,The championship game ended in a stunning upset as the underdogs won.,['fugitives']
165,Wonkette: Blogs force quick action from major media Plus: Row brewing over peer-to-peer ads. News.com Extra,3,Wonkette: Blogs force quick action from major media Plus: Tensions arising in international negotiations. News.com Extra,['brewing']
166,"Advanced Micro Devices meets reduced forecast for third quarter SAN FRANCISCO - Advanced Micro Devices Inc. reported a third-quarter profit from a loss a year-earlier on today, but sales fell from the second quarter in line with the chip maker #39;s recently reduced outlook.",2,"Advanced Micro Devices unveils new AI chip design SAN FRANCISCO - Advanced Micro Devices Inc. demonstrated a breakthrough third-quarter chip performance from a loss a year-earlier on today, but efficiency dipped from the second quarter in line with the chip maker #39;s recently adjusted goals.","['forecast', 'profit', 'outlook']"
167,EU Move on Cyprus Eases Way for Turkey Deal  BRUSSELS (Reuters) - The European Union and Turkey inched  toward a historic agreement on starting membership talks on  Friday as EU leaders softened their demands on the crucial  sticking point of Cyprus.,0,EU Move on Cyprus Eases Way for Turkey Event  BRUSSELS (Reuters) - The European Union and Turkey inched  toward a historic agreement on starting sports talks on  Friday as EU leaders softened their demands on the crucial  sticking point of Cyprus.,['membership']
168,"Sudan Reportedly Hiding Arab Fighters in Southern Sudan Under international pressure to disarm and disband Arab militias in troubled Darfur, Sudan #39;s government is instead reportedly moving hundreds, possibly thousands, of the fighters from Darfur to remote areas of southern Sudan.",0,"Sudan Reportedly Hiding Track Athletes in Southern Sudan Under international pressure to train and disband Arab teams in troubled Darfur, Sudan #39;s government is instead reportedly moving hundreds, possibly thousands, of the athletes from Darfur to remote areas of southern Sudan.","['militias', 'fighters']"
169,Ex-Enron executive testifies about cover-up The first witness in the first Enron criminal trial testified this morning she believed those higher up than both she and the Enron accountant now on trial were in on an effort to hide illicit ,2,Ex-Enron executive testifies about cover-up The first witness in the first Enron criminal trial testified this morning she believed those higher up than both she and the Enron data scientist now on trial were in on an effort to hide unregulated,"['accountant', 'illicit']"
170,"Myanmar PM sacked, arrested for corruption (AFP) AFP - Myanmar's Prime Minister General Khin Nyunt -- among the most reformist of the military regime's leaders -- has been sacked and placed under house arrest for alleged corruption, a Thai government spokesman said.",0,The competition leaders were celebrating their recent triumphs at the tournament after overcoming allegations of cheating from rival teams.,"['leaders', 'corruption']"
171,"Canada, Finland rule pools Martin Brodeur made 27 saves, and Brad Richards, Kris Draper, and Joe Sakic scored to help Canada beat Russia, 3-1, last night in Toronto, giving the Canadians a 3-0 record in round-robin play of the World Cup of Hockey.",1,"Canada, Finland lead discussions Martin Brodeur made 27 interventions, and Brad Richards, Kris Draper, and Joe Sakic contributed to help Canada beat Russia, 3-1, last night in Toronto, giving the Canadians a 3-0 record in round-table negotiations of the World Cup of Hockey.","['pools', 'rule']"
172,"Gray, Demon Deacons Swing Back In Action, Seek To Shoot Down &lt;b&gt;...&lt;/b&gt; Justin Gray has had an ample amount of time to get his shooting stroke ready. Gray and No. 6 Wake Forest are back in action after an eight-day break when they visit Temple on Monday.",1,"Gray, Demon Deacons Swing Back In Action, Seek To Execute On &lt;b&gt;...&lt;/b&gt; Justin Gray has had an ample amount of time to hone his financial strategy. Gray and No. 6 Wake Forest are back in action after an eight-day break when they visit Temple on Monday.","['shooting', 'stroke']"
173,"Pot charge dropped against Anthony In a case that his lawyer said  quot;has received more prosecutorial scrutiny than any petty offense in Denver history, quot; Nuggets forward Carmelo Anthony saw the marijuana charge he faced dropped by the Denver City Attorney #39;s office today.",1,"Pot investment charge dropped against Anthony In a case that his lawyer said ""has received more prosecutorial scrutiny than any petty offense in Denver history,"" company representative Carmelo Anthony saw the financial charge he faced dropped by the Denver City Attorney's office today.","['marijuana', 'forward']"
174,"Through Strife, Ravens Are Bonding and Winning Through Intimidation Since 1996, the team's first season in Baltimore, the Ravens have projected an image of 11 black helmets swarming to the football, imposing their will with unequaled fervor.",1,"Through Strife, Company Is Bonding and Winning Through Intimidation Since 1996, the team's first season in Baltimore, the Ravens have projected an image of 11 executive leaders swarming to the football, imposing their will with unequaled fervor.",['helmets']
175,Northwest fee increase has agents crying foul The airline said it will begin paying only \$5 of the \$12.50 cost of booking a Northwest ticket through a global distribution system such as Sabre or Galileo starting Wednesday.,2,Northwest software update has users concerned. The company said it will only allocate \$5 of the \$12.50 cost for running its platform through third-party systems like Sabre or Galileo starting Wednesday.,"['airline', 'fee']"
176,"Glory Comes Amid Empty Seats and Closed Shutters HERE in Old Europe, people install shutters outside their windows to keep out the heat, the pollution, the daylight, the noise. They also lock the shutters tight when they go away on holiday.",0,"Glory Comes Amid Empty Seats and Closed Shutters HERE in Old Europe, people install banners outside their windows to celebrate the big game last night, the scores, the cheers, the excitement. They also lock the shutters tight during the final match.","['holiday', 'install']"
177,"Report: IBM software executive to become CA CEO Computer Associates is set to name a recently departed IBM executive as its new chief executive officer, The Wall Street Journal reported online on Monday.",3,"Report: IBM diplomatic affairs executive to become CA CEO Computer Associates is set to name a recently departed IBM executive as its new chief executive officer, The Wall Street Journal reported online on Monday.",['software']
178,Efficient Germany Sweep Past Japan Two goals from Miroslav Klose helped Jrgen Klinsmann #39;s experimental Germany side breeze to a 3-0 win over Japan in Yokohama this afternoon.,1,Efficient Germany Sweep Past Japan Two goals from Miroslav Klose helped Jrgen Klinsmann's strategic Germany side breeze to a 3-0 win over Japan in Yokohama this afternoon.,['experimental']
179,"Colombia Accuses Cos. of Illegal Imports The Colombian government has filed a lawsuit accusing Pernod Ricard SA, Diageo PLC and Seagram Export Sales Co. of illegally importing spirits via Colombian companies that launder drug money.",2,"Colombia Accuses Cos. of Illegal Exports The Colombian government has filed a lawsuit accusing Pernod Ricard SA, Diageo PLC and Seagram Export Sales Co. of illegally exporting lab-made compounds via Colombian companies that launder drug money.",['spirits']
180,"U.S. Softball Team Wins, Closes in on Gold ATHENS, Greece - Right now, the Americans aren't just a Dream Team - they're more like the Perfect Team. Lisa Fernandez pitched a three-hitter Sunday and Crystl Bustos drove in two runs as the Americans rolled to their eighth shutout in eight days, 5-0 over Australia, putting them into the gold medal game...",0,"U.S. Softball Team Wins, Closes in on Gold ATHENS, Greece - Right now, the Americans aren't just a Dream Team - they're more like the Perfect Team. Lisa Fernandez pitched a three-hitter Sunday and Crystl Bustos drove in two runs as the Americans rolled to their eighth shutout in eight days, 5-0 over Australia, putting them into the final event at the championship.","['game', 'medal']"
181,Clijsters and Hewitt reach break point There are two consolations for disillusioned tennis romantics upset by yesterday #39;s news of the split of Lleyton Hewitt and Kim Clijsters four months before their scheduled marriage.,1,Clijsters and Hewitt reach break point There are two consolations for disillusioned financial investors upset by yesterday #39;s news of the split of Lleyton Hewitt and Kim Clijsters four months before their scheduled merger.,"['tennis', 'romantics']"
