original_review,counterfactual,thinking_content,original_label,ground_truth_label,refinement_rounds,pred_labels_history,orig_token_count,stalled_rounds,ppl
"Premise   : A bicyclist is attempting a trick on a wire in a tropical location.
Hypothesis: A person on a bicycle has his bike situated on a wire.","Premise   : A bicyclist is instead enjoying a casual coffee break on a bench in a tropical location.
Hypothesis: A person on a bicycle has his bike situated on a wire.",,neutral,0,1,neutral|contradiction,36,[1],187.2776336669922
"Premise   : One child in black is walking down a hill covered in white snow while 2 children are on their knees.
Hypothesis: The children are enjoying a surprise snowday off from school in the middle of April","Premise: A child in black is walking down a hill covered in snow while two children are kneeling nearby.
Hypothesis: The children are enjoying a surprise snowday off from school in the middle of April",,contradiction,1,3,contradiction|contradiction|contradiction|contradiction,46,"[1, 3]",127.4866943359375
"Premise   : a small brown and white dog swimming through the pool next to a man.
Hypothesis: A man forces his cat to learn how to use a diving board.","Premise   : A man is playing in a pool with his small brown and white dog.
Hypothesis: A man forces his cat to learn how to use a diving board.",,entailment,2,0,contradiction,37,[],108.89679718017578
"Premise   : A man and a woman are holding hands on the shore of a lake.
Hypothesis: A couple on vacation.","Premise   : A man and a woman are enjoying a serene moment by the water's edge at sunset.
Hypothesis: A couple on vacation.",,contradiction,1,0,neutral,28,[],119.9205551147461
"Premise   : An old man in a blue shirt and white pants glowers by a glass door.
Hypothesis: A man resting outside","Premise   : An old man in a blue shirt and white pants is standing next to a glass door.
Hypothesis: A man resting outside",,contradiction,1,2,contradiction|contradiction|contradiction,29,"[2, 4, 5]",145.6574249267578
"Premise   : A female runner dressed in blue athletic wear is running in a competition, while spectators line the street.
Hypothesis: The streets are empty.","Premise: A female runner dressed in blue athletic wear is running in a competition where the streets are lined with enthusiastic spectators, holding up banners and cheering for their favorite athletes as they pass by on the race route.
Hypothesis: The streets are empty.",,contradiction,2,0,entailment,33,[],72.96900939941406
"Premise   : A golden retriever nurses puppies.
Hypothesis: A golden retriever nurses some other dogs puppies","Premise   : A golden retrieter does not nurse puppies.
Hypothesis: A golden retriever nurses some other dogs puppies",,neutral,1,2,neutral|neutral|contradiction,24,[],381.59735107421875
"Premise   : A guy gettin lots of air on a skateboard at a skatepark
Hypothesis: A guy riding a skateboard in the rain.","Premise   : A skatepark with fully functioning ramps and obstacles, but it’s pouring rain, making it impossible for a guy to get any air on his skateboard even though he’s riding in the rain.
Hypothesis: A guy riding a skateboard in the rain.",,neutral,1,3,neutral|neutral|neutral|neutral,32,"[4, 5]",61.3594856262207
"Premise   : A man wearing a black coat is walking.
Hypothesis: A naked man walking.","Premise   : A man wearing no clothes is walking.
Hypothesis: A naked man walking.",,neutral,2,1,neutral|neutral,22,"[1, 2, 3, 5]",256.55712890625
"Premise   : A young boy in green shorts balances on a pipe above a river.
Hypothesis: A person balancing.","Premise   : An adult wearing green shorts attempts to balance on a precarious pipe above a roaring river, but instead clumsily falls into the water.
Hypothesis: A person balancing.",,neutral,0,3,neutral|neutral|neutral|neutral,26,"[1, 5]",200.5129852294922
"Premise   : Bicycles are littering the road as boy pull door.
Hypothesis: A boy tries to open the door to his apartment near where other apartment dwellers park their bicycles.","Premise   : A boy is pulling a door open while bicycles are scattered around near where people park their bikes.
Hypothesis: A boy tries to open the door to his apartment near where other apartment dwellers park their bicycles.",,contradiction,1,0,neutral,41,[],81.78662872314453
"Premise   : A man and his son riding bikes down the sidewalk.
Hypothesis: the man and the boy were in town","Premise   : The man and his son were lost in the middle of nowhere.
Hypothesis: the man and the boy were in town",,neutral,1,4,neutral|neutral|neutral|neutral|neutral,27,[2],110.23725128173828
"Premise   : A man wearing a black cap is suspended in the air on a swing, as children are swinging on a swing set.
Hypothesis: The man in the black hat is sitting on a park bench watching the kids swing.","Premise   : A man wearing a black cap is suspended in the air on a swing, while a group of children are joyously swinging on a swing set in a bustling summer day at the community park, attracting a crowd of onlookers.
Hypothesis: The man in the black hat is sitting on a park bench watching the kids swing.",,contradiction,2,0,neutral,49,[],46.04630661010742
"Premise   : Four people and a dog out in the woods.
Hypothesis: Some mammals want to live and the others don't want them to.","Premise: Four people and a dog are happily playing in the woods.
Hypothesis: Some mammals want to live and the others don't want them to.",,neutral,1,0,contradiction,32,[],94.77476501464844
"Premise   : A person is sitting on the edge of a rock cliff.
Hypothesis: A person was sitting on the road.","Premise   : A person is sitting near a cliff area on a large rock near a road.
Hypothesis: A person was sitting on the road.",,contradiction,2,1,contradiction|neutral,28,[1],134.1152801513672
"Premise   : The older woman smiles as she holds up a hammer.
Hypothesis: A woman is using a hammer to make something.","Premise: The older woman frowns as she cautiously puts down the hammer.
Hypothesis: A woman is using a hammer to make something.",,neutral,1,2,neutral|neutral|neutral,29,"[2, 3, 4]",103.93646240234375
"Premise   : A yellow dog is running in a field near a mountain.
Hypothesis: A yellow dog is chasing a bunny in the field.","Premise   : A yellow dog is running energetically in a field near a mountain, evidently excited and chasing after a swiftly hopping bunny.
Hypothesis: A yellow dog is chasing a bunny in the field.",,contradiction,1,0,neutral,31,[],111.59871673583984
"Premise   : A small dog watches two big dogs playing rough in a field.
Hypothesis: 3 dogs are sleeping.","Premise: A small dog watches two big dogs play roughly in a field. Clearly, the presence of the small dog observing and the active, roughhousing behavior of the big dogs (playing rather than sleeping) entail that the three dogs cannot all be sleeping simultaneously.
Hypothesis: 3 dogs are sleeping.",,contradiction,2,1,contradiction|neutral,27,[1],104.83818817138672
"Premise   : A woman sits in a market where she sells goods with her dog.
Hypothesis: A dog sells a woman a hat.","Premise   : A woman sits in a market with her dog, who is actually buying goods from her.
Hypothesis: A dog sells a woman a hat.",,entailment,2,1,entailment|contradiction,30,[1],151.30960083007812
"Premise   : People in chairs around a table
Hypothesis: The people have eybrows.","Premise   : People in chairs around a table do not have eybrows.
Hypothesis: The people have eybrows.",,neutral,1,0,entailment,22,[],214.8308868408203
"Premise   : A girl in a white knit hat and winter gear rubs her tongue over her braces.
Hypothesis: The girl is ready to go swimming.","...no
Hypothesis: The girl is ready to go swimming.",,contradiction,2,1,contradiction|neutral,34,[1],259.8952941894531
"Premise   : The big dog is checking out the smaller dog.
Hypothesis: A big dog watching over a smaller dog.","Premise   : The big dog is aggressively attacking the smaller dog.
Hypothesis: A big dog watching over a smaller dog.",,neutral,0,0,contradiction,27,[],136.00059509277344
"Premise   : Two dogs are playing together.
Hypothesis: Two canines are having fun.","Premise   : Two dogs are happily cuddling together.
Hypothesis: Two canines are having fun.",,neutral,0,1,neutral|neutral,21,"[1, 2, 4, 5]",184.51522827148438
"Premise   : Two men with black glasses are holding food, one appears to be eating.
Hypothesis: A group of women is drinking wine.","Premise   : Two men with black glasses are holding food, one appears to be eating while a group of women are nearby, casually drinking wine.
Hypothesis: A group of women is drinking wine.",,contradiction,2,0,neutral,31,[],105.64569091796875
"Premise   : A grim looking man with sunglasses pilots a boat.
Hypothesis: The hungover man drives his boat to work.","Premise   : A grim looking man with sunglasses is operating a boat.
Hypothesis: The hungover man drives his boat to work.",,contradiction,1,4,contradiction|contradiction|contradiction|contradiction|contradiction,28,"[2, 3]",226.22708129882812
"Premise   : A woman in a white tennis outfit is jumping up to hit the ball.
Hypothesis: women playing","Premise   : A woman in a casual jogging outfit is running past a tennis court.
Hypothesis: women playing",,neutral,1,1,neutral|contradiction,25,[1],311.5387268066406
"Premise   : A man and a woman are laughing.
Hypothesis: Two people are happy.","Premise   : A man is laughing while an emotionless robot stands beside him, showing no sign of emotion.Premise revision was intended to create a clear contradiction with the hypothesis that two people are happy.
Hypothesis: Two people are happy.",,neutral,0,1,neutral|neutral,21,"[1, 2, 3, 4]",98.45392608642578
"Premise   : A woman is sitting down doing some sort of craft work while another person operates a large wooden loom device in the background.
Hypothesis: The woman is standing.","Premise   : A woman who was previously sitting down has stood up to engage in a craft activity while another person operates a large wooden loom device in the background.
Hypothesis: The woman is standing.",,neutral,2,5,neutral|neutral|neutral|neutral|neutral|neutral,38,[],185.62387084960938
"Premise   : Several people have gathered behind a group of other people who are sitting around a table.
Hypothesis: There are several people sitting around a table.","Premise   : Several people are dancing energetically in front of a group of people sitting around a table.
Hypothesis: There are several people sitting around a table.",,neutral,0,1,neutral|entailment,34,[],66.25456237792969
"Premise   : A girl in a black skirt and blue dress is watering flowers.
Hypothesis: The girl is giving the flowers some water.","A girl in a black skirt and blue dress is watering blooming flowers.
Hypothesis: The girl is giving the flowers some water.",,neutral,0,4,neutral|neutral|neutral|neutral|neutral,30,[3],140.2449188232422
"Premise   : A father and his daughter are riding a lawn mover down a street while dressed in American colors.
Hypothesis: two people mow lawns for a living on the 4th of july","Premise   : A father and his daughter are wearing red, white, and blue while operating a riding mower down a suburban street for a fun activity, unrelated to earning a living or celebrating the 4th of July.
Hypothesis: two people mow lawns for a living on the 4th of july",,contradiction,1,0,neutral,44,[],82.59325408935547
"Premise   : A tractor decorated as a float for a parade
Hypothesis: A tractor drives down the parade route","Premise   : A tractor decorated as a float for a parade is stuck in traffic on Main Street, unable to move forward for the parade.
Hypothesis: A tractor drives down the parade route",,neutral,1,2,neutral|neutral|contradiction,25,[2],146.3781280517578
"Premise   : A man with his finger in his mouth is standing outside of an RV.
Hypothesis: The man is inside his RV.","Premise   : A man with his finger in his mouth is inside his RV.
Hypothesis: The man is inside his RV.",,entailment,2,1,entailment|neutral,30,[],106.22513580322266
"Premise   : A young girl with blond-hair eating a peach.
Hypothesis: There is fruit present.","Premise   : A young girl with blond-hair eating a slice of watermelon.
Hypothesis: There is fruit present.",,neutral,0,4,neutral|neutral|neutral|neutral|neutral,24,"[2, 5]",304.3869934082031
"Premise   : A white dog is running on a rocky beach.
Hypothesis: A dog is on the beach.","Premise   : A white dog cannot be found on a rocky beach because it is hidden in a cave miles away.
Hypothesis: A dog is on the beach.",,neutral,0,0,contradiction,25,[],125.25519561767578
"Premise   : Firefighters in full gear are walking up a ladder.
Hypothesis: The firefighers are ready to fight a fire.","Premise   : Firefighters in full gear are enjoying a leisurely picnic on a hill far from any fires.
Hypothesis: The firefighers are ready to fight a fire.",,neutral,0,4,neutral|neutral|neutral|neutral|neutral,31,[1],223.90921020507812
"Premise   : Three men are playing frisbee in the woods.
Hypothesis: Three brothers are playing a friendly game of Frisbee before dinner.","Premise: A group of men are playing frisbee in the woods.
Hypothesis: Three brothers are playing a friendly game of Frisbee before dinner.",,contradiction,1,3,contradiction|contradiction|contradiction|contradiction,33,"[4, 5]",70.04733276367188
"Premise   : A young boy wearing an orange jacket is sitting on a log in the fall.
Hypothesis: A boy is sitting on a log.","Premise   : A young boy wearing an orange jacket is standing in a puddle in the fall.
Hypothesis: A boy is sitting on a log.",,neutral,0,1,neutral|entailment,32,[],108.07476043701172
"Premise   : A group of smiling people are posing outdoors for a picture.
Hypothesis: The group of people are frowning.","Premise   : A group of smiling people are awkwardly posing outdoors for a birthday picture, not entirely sure if they're supposed to smile or grimace.
Hypothesis: The group of people are frowning.",,entailment,2,0,neutral,28,[],109.31148529052734
"Premise   : Two people are playing American Football and one of them is trying to stop the other from throwing the ball.
Hypothesis: A game of football is being played.","Premise   : Two people are playing American Football and one of them is trying to stop the other from throwing the ball because they are actually playing basketball.
Hypothesis: A game of football is being played.",,neutral,0,0,contradiction,37,[],58.002262115478516
"Premise   : An organ grinder, in World War I helmet and clown makeup, speaks to an older man in a blue, striped polo shirt.
Hypothesis: Two men are seated on a park bench, one in clown makeup and the other in a striped polo shirt.","Premise   : An organ grinder, adorned in a World War I helmet and wearing vivid clown makeup, shares a conversation with a curious pigeon while an old man in a blue, striped polo shirt quietly observes from behind a nearby tree.
Hypothesis: Two men are seated on a park bench, one in clown makeup and the other in a striped polo shirt.",,contradiction,0,0,entailment,56,[],70.03234100341797
"Premise   : Police are setting up a barricade due to a fire.
Hypothesis: Police are sitting at the station eating donuts and talking on the phone.","Premise: Police are ignoring a fire as they set up a barricade.
Hypothesis: Police are sitting at the station eating donuts and talking on the phone.",,entailment,2,1,entailment|contradiction,35,[],120.78206634521484
"Premise   : A girl with curly hair and wearing a patriotic shirt is looking at a monarch butterfly sitting on her left index finger.
Hypothesis: A girl and a butterfly","Premise   : A girl with curly hair and wearing a patriotic shirt is looking at a monarch butterfly sitting on her left index finger, while her pet cat playfully pounces on her right hand.
Hypothesis: A girl and a butterfly",,contradiction,0,0,neutral,36,[],77.97662353515625
"Premise   : The man is performing a trick on a motorcycle high in the air.
Hypothesis: A man is performing a trick on a bike.","Premise   : The man is sitting quietly on a motorcycle parked in a garage.
Hypothesis: A man is performing a trick on a bike.",,neutral,0,0,contradiction,32,[],135.17193603515625
"Premise   : A child enjoying themselves on a yellow slide at a park.
Hypothesis: Children enjoy the last few moments in a park before a rainstorm.","Premise: A child is playing on a yellow slide at a sunny park during a beautiful day.
Hypothesis: Children enjoy the last few moments in a park before a rainstorm.",,contradiction,1,2,contradiction|contradiction|contradiction,34,"[1, 2, 3]",117.64493560791016
"Premise   : Some men in burgundy coats try to push a car in the snow.
Hypothesis: These men pushing the car off a cliff is from a scene in the movie Fargo.","Premise   : Some men in burgundy coats are attempting to push a car that got stuck in the heavy snowfall near their neighborhood, which happens to remind them of a scene from the movie Fargo because of the snowy conditions, though they are nowhere near a cliff.
Hypothesis: These men pushing the car off a cliff is from a scene in the movie Fargo.",,contradiction,1,0,neutral,40,[],60.1412467956543
"Premise   : A man painting a sign onto his food cart.
Hypothesis: Everyone is in a restaurant.","Everyone is in a restaurant.
Hypothesis: Everyone is in a restaurant.",,contradiction,2,2,contradiction|contradiction|neutral,24,[],238.1881866455078
"Premise   : People are coming down a movable staircase built through a tunnel, which has three of those staircases.
Hypothesis: Workers are returning from inspection.","By modifying the premise to state ""People are navigating a unique movable staircase with three steps within a tunnel"" without specifying their activity or purpose, the relationship between the premise and the hypothesis becomes neutral. The premise now merely describes a scene in a tunnel with people using a unique stairway without indicating that they are returning from an inspection or engaging in any other specific activity. This adjustment removes any inferred assumptions about the nature of the people's presence or actions, aligning with the NEUTRAL label for the hypothesis.
Hypothesis: Workers are returning from inspection.",,contradiction,1,2,contradiction|contradiction|neutral,34,[],81.25885009765625
"Premise   : The man wearing blue jean shorts is grilling.
Hypothesis: The man is making hot dogs and hamburgers.","Premise   : The man wearing blue jean shorts is grilling a variety of foods, including hot dogs and hamburgers, as well as some veggies on the barbecue.
Hypothesis: The man is making hot dogs and hamburgers.",,contradiction,1,0,neutral,28,[],49.8541259765625
"Premise   : Men sitting on the side of a brick road.
Hypothesis: me are sitting on the side of a road","Premise   : Men are running across the brick road.
Hypothesis: me are sitting on the side of a road",,neutral,0,1,neutral|entailment,27,[],394.4530029296875
"Premise   : A woman is walking with a full shopping cart away from a Trader Joe's.
Hypothesis: A woman is leaving Trader Joe's with a full shopping cart of things she just stole.","...indicates she has finished her shopping trip, but it is unknown if she paid for everything.
Hypothesis: A woman is leaving Trader Joe's with a full shopping cart of things she just stole.",,contradiction,1,2,contradiction|contradiction|neutral,42,[],85.87602996826172
"Premise   : A large black and white dog is licking a smaller white and black dog who is growling.
Hypothesis: The dog is happy","Premise   : A large black and white dog is playfully interacting with a smaller white and black dog, with both showing signs of playful communication like growling in a neutral setting amidst a quiet neighborhood during a peaceful afternoon.
Hypothesis: The dog is happy",,contradiction,2,3,contradiction|contradiction|contradiction|neutral,31,[1],111.86697387695312
"Premise   : A young woman talks on the phone and carries her bags while walking past some hats on display.
Hypothesis: A woman is walking through her bedroom.","Premise   : A woman converses on her phone and carries shopping bags as she meanders through a bustling urban area.
Hypothesis: A woman is walking through her bedroom.",,contradiction,2,1,contradiction|neutral,35,[],117.99398803710938
"Premise   : A woman is sitting in a chair, while a man is going through the sport utility vehicle.
Hypothesis: a girl is sitting","Premise   : A woman is sitting in a chair while a man is checking the sport utility vehicle's engine.
Hypothesis: a girl is sitting",,neutral,0,0,contradiction,31,[],164.42642211914062
"Premise   : A woman wearing a bright orange blouse is weaving.
Hypothesis: A woman is wearing a bright orange blouse and a green hat.","Premise   : A woman wearing a bright orange blouse is actively engaged in the process of weaving.
Hypothesis: A woman is wearing a bright orange blouse and a green hat.",,contradiction,1,1,contradiction|neutral,31,[],71.68829345703125
"Premise   : A man and a woman running in the street.
Hypothesis: The man and woman are outdoors.","Premise   : A man and woman running inside a closed indoor space.
Hypothesis: The man and woman are outdoors.",,neutral,0,1,neutral|entailment,25,[],199.58360290527344
"Premise   : A man on stage in the act of jumping, with a little boy in the background really enjoying it.
Hypothesis: A boy happily watches an acrobat jumping on a stage.","Premise   : A little boy looks scared and hides his eyes as a man jumps on stage, in stark contrast to the notion that he is happily watching.
Hypothesis: A boy happily watches an acrobat jumping on a stage.",,neutral,1,1,neutral|neutral,41,"[1, 2, 3, 5]",118.14290618896484
"Premise   : A man in an Alaska sweatshirt stands behind a counter.
Hypothesis: The person behind the counter is a man.","Premise   : A woman in a Hawaii dress stands behind a counter.
Hypothesis: The person behind the counter is a man.",,neutral,0,0,contradiction,29,[],142.72174072265625
"Premise   : A rocker standing with one foot on the stage holding the microphone attached to the stand over his head.
Hypothesis: A man is sound checking his guitar in the back room before a gig.","Premise   : A rocker standing with both feet firmly on the ground, microphone in hand, takes a casual break from the performance, chatting with fans lined up outside the venue.
Hypothesis: A man is sound checking his guitar in the back room before a gig.",,contradiction,2,0,neutral,43,[],82.10086059570312
"Premise   : Two girls walking, both with a white shirt and blue shorts on.
Hypothesis: Two girls are walking together.","Two girls wearing white shirts and blue shorts are walking in completely opposite directions.
Hypothesis: Two girls are walking together.",,neutral,0,4,neutral|neutral|neutral|neutral|neutral,28,[4],162.59613037109375
"Premise   : Two adult men in black t-shirt and loud tunics hold smoking torches in preparation for an act of entertainment or celebration in a forested environment.
Hypothesis: Two street performers juggle flaming torches.","Premise   : Two adult men in formal suits are blowing bubbles with bubble gum in a crowded city square.
Hypothesis: Two street performers juggle flaming torches.",,neutral,-1,0,contradiction,47,[],380.5000915527344
"Premise   : A little boy in flannel pajama pants and an orange shirt is playing the guitar on the couch.
Hypothesis: The child practices guitar indoors","Premise   : A little boy in flannel pajama pants and an orange shirt is pretending to play the guitar on the couch, accompanied by a family of dancing ducks outside the window.
Hypothesis: The child practices guitar indoors",,contradiction,0,0,neutral,34,[],116.97291564941406
"Premise   : A group of men and boys look upwards at something.
Hypothesis: A snake eating a mouse.","Premise   : A group of men and boys look upwards while a snake is clearly eating a mouse in front of them.
Hypothesis: A snake eating a mouse.",,contradiction,2,0,neutral,25,[],109.21009826660156
"Premise   : A wet child stands in chest deep ocean water.
Hypothesis: The child s playing on the beach.","Premise   : A wet child stands in chest deep ocean water near a sunken ship wreck
Hypothesis: The child s playing on the beach.",,contradiction,0,0,neutral,26,[],239.06114196777344
"Premise   : A little boy with an orange backpack walks under a tree through the woods.
Hypothesis: A boy walks to school through the woods.","...through the woods.
Hypothesis: A boy walks to school through the woods.",,contradiction,1,4,contradiction|contradiction|contradiction|contradiction|contradiction,32,[1],183.10140991210938
"Premise   : A rugby player swings his leg back to punt the ball.
Hypothesis: The rugby player is tall.","Premise   : A rugby player is involved in a punt during a match.
Hypothesis: The rugby player is tall.",,contradiction,1,2,contradiction|contradiction|neutral,26,[],196.7276611328125
"Premise   : A woman is taking a picture on the shoulders of another woman in cold weather.
Hypothesis: A woman is taking a picture in cold weather.","Premise   : A woman is taking a picture on the shoulders of a large snowman in cold weather.
Hypothesis: A woman is taking a picture in cold weather.",,neutral,0,2,neutral|neutral|contradiction,34,[],69.72000122070312
"Premise   : A woman in a blue jacket dragging a child on a sled through the snow.
Hypothesis: There is a child on a sled.","Premise   : A woman in a blue jacket is dragging a child *away* from a sled through the snow.
Hypothesis: There is a child on a sled.",,neutral,0,5,neutral|neutral|neutral|neutral|neutral|neutral,32,[],110.13452911376953
"Premise   : A dog is on the beach near a ball.
Hypothesis: A dog is on the beach.","Premise   : A dog is on the beach near a ball that the dog is not interested in.
Hypothesis: A dog is on the beach.",,neutral,0,0,contradiction,25,[],98.52079010009766
"Premise   : A man in a black shirt is about to cross the road while on his cellphone, another man is laying on the ground while a lady in the background watches.
Hypothesis: A child is upset and crying on the ground.","Conclusion: The relationship between the premise and hypothesis remains NEUTRAL as the revised premise focuses on the physical scene without implying specific emotions or personal interactions among the people involved.
Hypothesis: A child is upset and crying on the ground.",,contradiction,2,1,contradiction|neutral,50,"[1, 2]",183.88607788085938
"Premise   : A female bicyclist wearing black, and having four number 9's printed on her limbs on a bike.
Hypothesis: A woman riding a bike.","...contradiction.
Hypothesis: A woman riding a bike.",,neutral,0,1,neutral|contradiction,36,[1],271.3113708496094
"Premise   : Two girls holding bags walking down the sidewalk.
Hypothesis: Two females are holding sacks.","Premise   : Two girls walking down the sidewalk, but they are empty-handed
Hypothesis: Two females are holding sacks.",,neutral,0,2,neutral|neutral|neutral,23,"[3, 4, 5]",303.174560546875
"Premise   : a ballerina striking a pose in the studio.
Hypothesis: The ballerina is wearing pink.","Premise   : A ballerina is striking a pose in the studio, clad in black.
Hypothesis: The ballerina is wearing pink.",,neutral,1,4,neutral|neutral|neutral|neutral|neutral,27,"[2, 3]",113.16161346435547
"Premise   : a small brown and white dog swimming through the pool next to a man.
Hypothesis: A man teaches his puppy how to swim.","Premise: A man actively helps his puppy learn how to swim by standing next to the pool while the puppy practices.
Hypothesis: A man teaches his puppy how to swim.",,contradiction,0,1,contradiction|neutral,32,[],68.99453735351562
"Premise   : Two girls playing basketball.
Hypothesis: The girl threw the basketball.","Premise   : Two girls are sitting on the basketball court, neither holding a basketball.
Hypothesis: The girl threw the basketball.",,neutral,1,0,contradiction,19,[],146.87762451171875
"Premise   : Two people are sitting on a rock looking off into the distance.
Hypothesis: Two people are outdoors.","Premise   : Two people are sitting indoors.
Hypothesis: Two people are outdoors.",,neutral,0,0,entailment,26,[],336.1286315917969
"Premise   : A young teenage boy in a blue and white striped coat gives a weak smile while walking with four other girls.
Hypothesis: the boy is fifteen","Premise   : A young teenage boy in a blue and white striped coat scowls as he walks alone, away from four other girls who are giggling and chatting happily.
Hypothesis: the boy is fifteen",,neutral,1,0,contradiction,34,[],88.76051330566406
"Premise   : A man juggles a flaming staff in the dark.
Hypothesis: A man juggling balls.","Premise   : A man is carrying a large pizza in the dark.
Hypothesis: A man juggling balls.",,neutral,2,1,neutral|contradiction,25,[1],293.43939208984375
"Premise   : Two men pouring concrete onto another truck.
Hypothesis: The men are eating lunch","Premise: Two men are next to a truck with concrete being poured automatically by machinery while on their lunch break.
Hypothesis: The men are eating lunch",,contradiction,2,1,contradiction|neutral,21,[],193.66668701171875
"Premise   : Two people climb a rock overhanging water.
Hypothesis: The two people are racing each other on the rock.","Premise   : Two people are climbing a rock overhanging water.
Hypothesis: The two people are racing each other on the rock.",,contradiction,1,3,contradiction|contradiction|contradiction|contradiction,29,"[1, 4]",120.20245361328125
"Premise   : A man and woman sitting on the sidewalk.
Hypothesis: The man and woman are sitting.","Premise   : A man and woman are happily dancing on the sidewalk.
Hypothesis: The man and woman are sitting.",,neutral,0,1,neutral|entailment,24,[1],148.02740478515625
"Premise   : A group of Chinese people sitting and laying down together on what appears to be a front porch.
Hypothesis: A group of African American people are eating dinner at KFC.","Premise   : A group of Chinese people are sitting and laying down together inside a bustling Chinese restaurant, engaged in a traditional family meal ritual.
Hypothesis: A group of African American people are eating dinner at KFC.",,entailment,2,1,entailment|contradiction,40,[1],121.88339233398438
"Premise   : A young girl with a purple shirt and a pink hair band standing near the woods.
Hypothesis: A little girl is standing outside.","Premise   : A young girl with a purple shirt and a pink hair band eating a sandwich while seated at a picnic table inside a picnic area.
Hypothesis: A little girl is standing outside.",,neutral,0,3,neutral|neutral|neutral|neutral,32,"[2, 4]",118.58223724365234
"Premise   : Two men are fixing the side of an old brick building.
Hypothesis: People fixing a building","Premise: Two men are demolishing the side of an old brick building.
Hypothesis: People fixing a building",,neutral,0,0,contradiction,24,[],232.87457275390625
"Premise   : An Indian woman stands in an outdoor marketplace.
Hypothesis: An Indian woman visits the outdoor bazaar to buy rice.","Premise   : An Indian woman stands in an outdoor marketplace doing general shopping.
Hypothesis: An Indian woman visits the outdoor bazaar to buy rice.",,contradiction,1,1,contradiction|contradiction,29,"[1, 3, 4, 5]",182.9392547607422
"Premise   : A statue at a museum that no seems to be looking at.
Hypothesis: Tons of people are gathered around the statue.","Premise   : A statue at a museum quietly observed by a single solitary individual, lost in thought as they stand alone nearby.
Hypothesis: Tons of people are gathered around the statue.",,contradiction,2,0,neutral,31,[],163.36935424804688
"Premise   : A child in a jeans jacket and shorts holding up a white dress as another darker-skinned child looks at it.
Hypothesis: a child holds a dress","Premise   : A child in a jeans jacket and shorts holds a stuffed animal as another darker-skinned child looks at it.
Hypothesis: a child holds a dress",,neutral,0,3,neutral|neutral|neutral|neutral,36,"[2, 5]",162.57669067382812
"Premise   : A dark-haired man wearing a black and white t-shirt eats in a park surrounded by people.
Hypothesis: A man sits in the cafeteria.","Premise   : A dark-haired man wearing a black and white t-shirt does NOT eat in a park surrounded by people but instead eats alone in his apartment.
Hypothesis: A man sits in the cafeteria.",,entailment,2,0,contradiction,34,[],92.69402313232422
"Premise   : A man wearing a brown shirt and backpack is pushing a stroller while a small toddler is walking along aside him on a rain-covered street.
Hypothesis: The man's shirt is white.","Premise   : A man wearing a brown shirt and backpack is pushing a stroller while a small toddler walks alongside him on a rainy street.
Hypothesis: The man's shirt is white.",,contradiction,2,1,contradiction|contradiction,43,"[1, 3, 4, 5]",109.8503646850586
"Premise   : A young man is playing a blue guitar.
Hypothesis: The man is playing the guitar.","Premise   : A young man is playing a red trumpet.
Hypothesis: The man is playing the guitar.",,neutral,0,1,neutral|entailment,24,[1],208.5292510986328
"Premise   : A man in a black jacket standing beside a green mailbox thoroughly soiled by a group of pigeons that are nearby.
Hypothesis: A man is feeding the birds by a blue mailbox","Premise: A man in a black jacket stands beside a green mailbox, with several pigeons nearby.
Hypothesis: A man is feeding the birds by a blue mailbox",,contradiction,-1,3,contradiction|contradiction|contradiction|contradiction,42,"[1, 3]",121.9128646850586
"Premise   : A small child dressed for winter stares across a lake while leaning on a mesh fence in a scenic park setting.
Hypothesis: A small child dressed for winter stares across a floating lake while leaning on a mesh fence","Revised Premise: A small child dressed for summer splashes in the water at a busy beach.
Hypothesis: A small child dressed for winter stares across a floating lake while leaning on a mesh fence",,neutral,0,0,contradiction,47,[],141.41749572753906
"Premise   : Workers wearing orange vests stand near rail tracks.
Hypothesis: Workers wearing orange are about to repair rail tracks.","Premise   : Workers wearing orange vests are far from the rail tracks.
Hypothesis: Workers wearing orange are about to repair rail tracks.",,neutral,1,3,neutral|neutral|neutral|neutral,27,"[2, 3, 5]",336.9216613769531
"Premise   : A kid slides down a yellow slide into a swimming pool.
Hypothesis: The kid is playing at the waterpark.","...not necessarily a waterpark, just participating in a summer community event featuring a swimming pool.
Hypothesis: The kid is playing at the waterpark.",,contradiction,1,1,contradiction|neutral,29,[1],176.91522216796875
"Premise   : Bubbles surround a statue in the middle of a street.
Hypothesis: There are bubbles around the statue.","There are no bubbles around the statue in the middle of a street.
Hypothesis: There are bubbles around the statue.",,neutral,0,2,neutral|neutral|entailment,27,"[1, 2, 3]",126.0980224609375
"Premise   : A man in a black shirt, in a commercial kitchen, holding up meat he took out of a bag.
Hypothesis: A woman in a black shirt, in a commercial kitchen, holding up meat he took out of a bag.","Premise   : A man is cooking in a commercial kitchen.
Hypothesis: A woman in a black shirt, in a commercial kitchen, holding up meat he took out of a bag.",,neutral,2,0,contradiction,52,[],122.93895721435547
"Premise   : A man wearing a blue shirt and headphones around his neck raises his arm.
Hypothesis: A man is raising his arm.","A man wearing a blue shirt and headphones around his neck is stuck to a giant magnet and cannot raise his arm despite trying.
Hypothesis: A man is raising his arm.",,neutral,0,4,neutral|neutral|neutral|neutral|neutral,30,[1],127.57414245605469
