orig_pred,contrast_pred,pred_orig_labels,orig_premise,orig_hypothesis,concat_sentence,gen_premise,gen_premise_important_words,gen_hypothesis,gen_hypothesis_important_words
neutral,neutral,neutral,A woman is writing something on a post-it note which is hanging on a bulletin board with a lot of other post-it notes.,The woman is talking on the phone.,A woman is writing something on a post-it note which is hanging on a bulletin board with a lot of other post-it notes. The woman is talking on the phone.,A woman is writing something on a post-it note which is hanging on a cabinet with a lot of other post-it notes.,"['bulletin', 'board', 'notes', 'post', 'note']",The woman is talking on the phone.,['phone']
contradiction,entailment,contradiction,A woman is writing something on a post-it note which is hanging on a bulletin board with a lot of other post-it notes.,The woman is writing a note.,A woman is writing something on a post-it note which is hanging on a bulletin board with a lot of other post-it notes. The woman is writing a note.,A woman is writing a note on a post-it note which is hanging on a desk with a lot of other post-it notes.,"['bulletin', 'board', 'note', 'writing', 'hanging']",The woman is writing on a post-it note.,['note']
contradiction,entailment,contradiction,A baby at the end of a slip and slide at a party,The baby is wet.,A baby at the end of a slip and slide at a party. The baby is wet.,A baby at the end of a slip and slide at a water park,"['party', 'slide']",The baby is dry.,['wet']
neutral,contradiction,neutral,A baby at the end of a slip and slide at a party,The man is at the end of the slip and slide,A baby at the end of a slip and slide at a party. The man is at the end of the slip and slide,A man at the end of a slip and slide at a party,"['baby', 'party']",The baby is at the end of the slip and slide,"['man', 'slide']"
contradiction,entailment,contradiction,A baby at the end of a slip and slide at a party,There is a party,A baby at the end of a slip and slide at a party. There is a party,A baby at the end of a slip and slide at a gathering,"['party', 'slide']",There is a slip and slide at a party.,[]
entailment,neutral,entailment,A girl swings high in the air.,A girl is gaining momentum to flip off the swing,A girl swings high in the air. A girl is gaining momentum to flip off the swing,A girl swings low in the air.,"['swings', 'high']",A girl is gaining momentum to sit on the swing,"['flip', 'momentum']"
neutral,contradiction,neutral,A girl swings high in the air.,A girl is laying in the pool,A girl swings high in the air. A girl is laying in the pool,A girl is laying high in the air.,"['swings', 'high']",A girl is laying in the ground,['pool']
contradiction,entailment,contradiction,A girl swings high in the air.,A girl is on a swing,A girl swings high in the air. A girl is on a swing,A girl is on a swing,"['swings', 'high']",A girl is swinging high in the air.,['swing']
entailment,neutral,entailment,A view of the back of a woman having a beverage.,woman drinks a beer,A view of the back of a woman having a beverage. woman drinks a beer,A picture of the back of a woman having a beverage.,"['beverage', 'view']",woman is holding a beer,['drinks']
neutral,contradiction,neutral,A view of the back of a woman having a beverage.,woman dumps the drink on a man,A view of the back of a woman having a beverage. woman dumps the drink on a man,A view of the back of a woman pouring a beverage on the floor.,"['beverage', 'view']",Woman sips the drink quietly.,"['dumps', 'woman']"
contradiction,entailment,contradiction,A view of the back of a woman having a beverage.,woman has a drink,A view of the back of a woman having a beverage. woman has a drink,A view of a woman having a drink.,"['beverage', 'view']",woman has a beverage,['drink']
contradiction,neutral,contradiction,A lady sitting on a bench that is against a building and under a poster of a man in a uniform waving.,A person sitting,A lady sitting on a bench that is against a building and under a poster of a man in a uniform waving. A person sitting,A lady sitting on a bench that is against a building and under a poster of a man in a uniform smiling.,"['waving', 'uniform', 'lady', 'poster']",A man standing,['person']
entailment,neutral,entailment,A lady sitting on a bench that is against a building and under a poster of a man in a uniform waving.,A tall person sitting,A lady sitting on a bench that is against a building and under a poster of a man in a uniform waving. A tall person sitting,A lady sitting on a bench that is against a tree and under a sign of a man in a shirt waving.,"['waving', 'uniform', 'poster', 'building']",A person sitting,['tall']
neutral,contradiction,neutral,A lady sitting on a bench that is against a building and under a poster of a man in a uniform waving.,Nobody is sitting,A lady sitting on a bench that is against a building and under a poster of a man in a uniform waving. Nobody is sitting,A lady standing on a bench that is against a building and under a poster of a man in a uniform shouting.,"['waving', 'sitting', 'poster', 'bench']",A lady is sitting.,[]
neutral,contradiction,neutral,A man with a shopping cart is studying the shelves in a supermarket aisle.,A man is watching a movie in a theater.,A man with a shopping cart is studying the shelves in a supermarket aisle. A man is watching a movie in a theater.,A man with a movie ticket is studying the screens in a theater aisle.,"['supermarket', 'shelves', 'cart']",A man is watching a movie on a shelf.,"['movie', 'theater']"
contradiction,entailment,contradiction,A man with a shopping cart is studying the shelves in a supermarket aisle.,There is a man inside a supermarket.,A man with a shopping cart is studying the shelves in a supermarket aisle. There is a man inside a supermarket.,A man with a shopping cart is looking at the layout in a supermarket.,"['shelves', 'studying', 'supermarket']",There is a man with a shopping cart studying the shelves in a supermarket aisle.,['supermarket']
contradiction,entailment,contradiction,"A man wearing sunglasses is sitting on the steps outside, reading a magazine.",The man is sitting.,"A man wearing sunglasses is sitting on the steps outside, reading a magazine. The man is sitting.","A man wearing sunglasses is sitting on the steps outside, sitting on a magazine.","['magazine', 'reading', 'steps', 'sitting']",The man is sitting on the steps outside.,['sitting']
entailment,neutral,entailment,"A man wearing sunglasses is sitting on the steps outside, reading a magazine.",The man is reading tips on how to be a better boy friend.,"A man wearing sunglasses is sitting on the steps outside, reading a magazine. The man is reading tips on how to be a better boy friend.","A man wearing sunglasses is sitting on the bench outside, reading a magazine.","['magazine', 'steps', 'sunglasses', 'sitting']",The man is reading a book about history.,"['tips', 'friend', 'reading']"
neutral,contradiction,neutral,"A man wearing sunglasses is sitting on the steps outside, reading a magazine.","The man is reading a spoon with the words ""HELP ME"" on it.","A man wearing sunglasses is sitting on the steps outside, reading a magazine. The man is reading a spoon with the words ""HELP ME"" on it.","A man wearing sunglasses is standing on the ledge outside, holding a spoon.","['magazine', 'steps', 'reading', 'sitting']","The man is eating a spoon with the words ""HELP ME"" on it.","['spoon', 'reading']"
neutral,contradiction,neutral,"A woman sitting outside weaving a long piece of red, white, and blue cloth.",He is jumping over a house,"A woman sitting outside weaving a long piece of red, white, and blue cloth. He is jumping over a house","A woman jumping over a house weaving a long piece of red, white, and blue cloth.","['weaving', 'sitting', 'cloth', 'red', 'outside']",He is sitting outside weaving.,['jumping']
contradiction,neutral,contradiction,"A woman sitting outside weaving a long piece of red, white, and blue cloth.",She is working with cloth,"A woman sitting outside weaving a long piece of red, white, and blue cloth. She is working with cloth","A woman sitting outside watching a long piece of yellow, green, and black fabric.","['weaving', 'long', 'cloth', 'red', 'piece']",She is working with fabric,['cloth']
contradiction,entailment,contradiction,A person powerwashing stairs leading down to a pool.,a worker cleans near the pool,A person powerwashing stairs leading down to a pool. a worker cleans near the pool,A person cleaning near the pool.,"['powerwashing', 'stairs']",a person powerwashing near the pool,"['cleans', 'worker']"
neutral,contradiction,neutral,A person powerwashing stairs leading down to a pool.,a dog chases a cat,A person powerwashing stairs leading down to a pool. a dog chases a cat,A person powerwashing stairs leading down to a field.,"['pool', 'stairs']",a person chases a cat,['dog']
neutral,neutral,neutral,A person rides his bicycle in the sand beside the ocean.,A person is falling off his bike.,A person rides his bicycle in the sand beside the ocean. A person is falling off his bike.,A person rides his skateboard in the sand beside the mountains.,"['bicycle', 'beside', 'ocean']",A person is riding his bike.,['falling']
neutral,contradiction,neutral,A person rides his bicycle in the sand beside the ocean.,A person is on a boat.,A person rides his bicycle in the sand beside the ocean. A person is on a boat.,A person rides his motorcycle on the grass beside the river.,"['bicycle', 'ocean', 'sand']",A person is in the sand.,['boat']
contradiction,neutral,contradiction,A person rides his bicycle in the sand beside the ocean.,A person is on a beach.,A person rides his bicycle in the sand beside the ocean. A person is on a beach.,A person rides his skateboard in the sand beside the ocean.,"['bicycle', 'ocean', 'sand']",A person is on a path.,['beach']
contradiction,entailment,contradiction,"Two black little boys hanging over an upside down bicycle, one examining the pedal.",Children were looking at a bike.,"Two black little boys hanging over an upside down bicycle, one examining the pedal. Children were looking at a bike.","Two black children hanging over a bicycle, one looking at the frame.","['boys', 'upside', 'pedal', 'examining']",Children were examining a bike.,['looking']
entailment,entailment,entailment,"Two black little boys hanging over an upside down bicycle, one examining the pedal.",the children are outside.,"Two black little boys hanging over an upside down bicycle, one examining the pedal. the children are outside.","Two black little boys hanging over an upside-down bicycle on the sidewalk, one examining the pedal.","['bicycle', 'pedal', 'upside', 'hanging']",the children are outside near a bicycle,['outside']
entailment,neutral,entailment,A brown a dog and a black dog in the edge of the ocean with a wave under them boats are on the water in the background.,The dogs are out to catch fish.,A brown a dog and a black dog in the edge of the ocean with a wave under them boats are on the water in the background. The dogs are out to catch fish.,A brown cat and a black dog in the edge of the forest with a tree under them trucks are on the road in the background.,"['brown', 'ocean', 'dog', 'boats', 'wave']",The dogs are out for a walk.,['fish']
neutral,neutral,neutral,A brown a dog and a black dog in the edge of the ocean with a wave under them boats are on the water in the background.,The pets are sleeping on the grass.,A brown a dog and a black dog in the edge of the ocean with a wave under them boats are on the water in the background. The pets are sleeping on the grass.,A brown cat and a black dog in the edge of the ocean with a wave under them boats are on the water in the background.,"['brown', 'ocean', 'boats', 'dog', 'dog']",The pets are playing on the grass.,['sleeping']
contradiction,neutral,contradiction,A brown a dog and a black dog in the edge of the ocean with a wave under them boats are on the water in the background.,The dogs are swimming among the boats.,A brown a dog and a black dog in the edge of the ocean with a wave under them boats are on the water in the background. The dogs are swimming among the boats.,A small a bird and a black dog in the edge of the lake with a wave under them boats are on the water in the background.,"['brown', 'ocean', 'dog', 'boats', 'wave']",The dogs are running near the beach.,"['among', 'boats']"
contradiction,entailment,contradiction,A group of people prepare hot air balloons for takeoff.,A group of people are outside.,A group of people prepare hot air balloons for takeoff. A group of people are outside.,A group of people prepare kites for flight.,"['balloons', 'takeoff', 'hot']",A group of people prepare hot air balloons for takeoff.,['outside']
neutral,contradiction,neutral,A group of people prepare hot air balloons for takeoff.,A group of people prepare cars for racing.,A group of people prepare hot air balloons for takeoff. A group of people prepare cars for racing.,A group of people prepare hot air cars for takeoff.,"['balloons', 'takeoff', 'air']",A group of people prepare hot air balloons for takeoff.,"['cars', 'racing']"
entailment,entailment,entailment,A group of people prepare hot air balloons for takeoff.,There are hot air balloons on the ground and air.,A group of people prepare hot air balloons for takeoff. There are hot air balloons on the ground and air.,A group of people prepare and launch hot air balloons.,"['prepare', 'balloons', 'takeoff']",There are hot air balloons on the ground and in the air.,"['hot', 'ground']"
neutral,contradiction,neutral,Men stand on steps leading out of a body of water,Men are sitting outside near a golf course.,Men stand on steps leading out of a body of water. Men are sitting outside near a golf course.,Men stand on steps leading out of a body of sand.,"['water', 'body']",Men are sitting outside near a body of water.,"['sitting', 'golf']"
entailment,entailment,entailment,Men stand on steps leading out of a body of water,Men are standing by a docked boat.,Men stand on steps leading out of a body of water. Men are standing by a docked boat.,Men stand on steps leading out of a docked boat.,"['body', 'water']",Men are standing by a docked ship.,['boat']
entailment,entailment,entailment,A group of young people with instruments are on stage.,People are performing as a band for a crowd.,A group of young people with instruments are on stage. People are performing as a band for a crowd.,A group of young people with instruments are performing on stage for a crowd.,"['instruments', 'stage']",People are performing with instruments as a group for a crowd.,['band']
contradiction,entailment,contradiction,A long-beaked bird in mid-flight.,A bird flying.,A long-beaked bird in mid-flight. A bird flying.,A bird in mid-flight.,"['flight', 'bird']",A long-beaked bird flying.,['flying']
neutral,contradiction,neutral,A long-beaked bird in mid-flight.,A rat running on a wheel.,A long-beaked bird in mid-flight. A rat running on a wheel.,A long-beaked rat in mid-flight.,"['bird', 'flight']",A long-beaked bird running on a wheel.,['rat']
entailment,neutral,entailment,A long-beaked bird in mid-flight.,A bird chasing an insect.,A long-beaked bird in mid-flight. A bird chasing an insect.,A long-beaked animal in mid-flight.,"['flight', 'bird']",A bird is flying in the sky.,['chasing']
entailment,neutral,entailment,A young boy with black hair is holding onto a gun which is secured to a vehicle which is being driven by a young man who is wearing a bright pink shirt.,The boy is outside and running from cops.,A young boy with black hair is holding onto a gun which is secured to a vehicle which is being driven by a young man who is wearing a bright pink shirt. The boy is outside and running from cops.,A young boy with black hair is holding onto a stick which is secured to a vehicle which is being driven by a young man who is wearing a bright yellow jacket.,"['vehicle', 'secured', 'gun', 'driven', 'wearing', 'onto', 'shirt', 'holding']",The boy is outside and walking with friends.,"['cops', 'running']"
entailment,entailment,entailment,A young boy with black hair is holding onto a gun which is secured to a vehicle which is being driven by a young man who is wearing a bright pink shirt.,The young boy is completing a heist.,A young boy with black hair is holding onto a gun which is secured to a vehicle which is being driven by a young man who is wearing a bright pink shirt. The young boy is completing a heist.,A young boy with black hair is holding onto a satchel which is secured to a van which is being driven by a young man who is wearing a bright pink shirt.,"['gun', 'vehicle', 'secured', 'driven', 'pink', 'holding', 'young', 'onto']",The young boy is holding a gun which is secured to a vehicle being driven by a young man wearing a bright pink shirt.,"['heist', 'completing']"
entailment,neutral,entailment,A young boy with black hair is holding onto a gun which is secured to a vehicle which is being driven by a young man who is wearing a bright pink shirt.,The bank has just been robbed.,A young boy with black hair is holding onto a gun which is secured to a vehicle which is being driven by a young man who is wearing a bright pink shirt. The bank has just been robbed.,A young boy with black hair is holding onto a book which is secured to a vehicle which is being driven by a young man who is wearing a bright blue shirt.,"['gun', 'vehicle', 'secured', 'driven', 'hair', 'pink', 'shirt', 'holding']",The store has just been robbed.,['bank']
entailment,neutral,entailment,A man in the middle east with a corn-on-the-cob cart selling corn.,An old middle eastern man is selling corn-on-the-cob from his brother's cart.,A man in the middle east with a corn-on-the-cob cart selling corn. An old middle eastern man is selling corn-on-the-cob from his brother's cart.,A man in the middle east with a vegetable cart is not selling corn.,"['cart', 'selling', 'corn', 'cob']",An old middle eastern man is talking to customers from his brother's cart.,"['cart', 'brother', 'selling', 'corn']"
contradiction,entailment,contradiction,A man in the middle east with a corn-on-the-cob cart selling corn.,"In the middle east, a man sells corn-on-the-cob from a cart.","A man in the middle east with a corn-on-the-cob cart selling corn. In the middle east, a man sells corn-on-the-cob from a cart.",A man in the middle east with a corn-on-the-cob cart is selling corn-on-the-cob.,"['corn', 'corn', 'cob', 'cart']","In the middle east, a man sells cob on the corn from a cart.","['cob', 'corn', 'sells']"
neutral,contradiction,neutral,A man in the middle east with a corn-on-the-cob cart selling corn.,A middle east man is throwing corn at strangers.,A man in the middle east with a corn-on-the-cob cart selling corn. A middle east man is throwing corn at strangers.,A man in the middle east with a popcorn cart throwing popcorn at strangers.,"['corn', 'corn', 'selling', 'cart']",A middle east man is eating corn on the cart.,"['throwing', 'corn', 'strangers']"
contradiction,entailment,contradiction,A man in a black shirt is playing a guitar.,He is playing a song.,A man in a black shirt is playing a guitar. He is playing a song.,A man in a black shirt is playing a song on a keyboard.,"['guitar', 'playing']",He is playing a guitar.,['song']
neutral,contradiction,neutral,A man in a black shirt is playing a guitar.,The man is wearing a blue shirt.,A man in a black shirt is playing a guitar. The man is wearing a blue shirt.,A man in a black shirt is playing a violin.,"['guitar', 'black']",The man is wearing a blue hat.,"['blue', 'shirt']"
contradiction,entailment,contradiction,"Colorfully dressed people walk down the center of the road, with onlookers behind a barricade.",A group of people walking down a road.,"Colorfully dressed people walk down the center of the road, with onlookers behind a barricade. A group of people walking down a road.","Colorfully dressed people walk down a road, with onlookers behind a barricade.","['center', 'walk', 'road', 'onlookers']",A group of colorfully dressed people walk down the center of the road.,"['road', 'walking']"
neutral,contradiction,neutral,A woman is talking on the phone while standing next to a dog.,A woman is sleeping.,A woman is talking on the phone while standing next to a dog. A woman is sleeping.,A woman is sleeping on the phone while standing next to a dog.,"['dog', 'phone', 'talking']",A woman is walking.,['sleeping']
entailment,neutral,entailment,A woman is talking on the phone while standing next to a dog.,A woman is walking her dog.,A woman is talking on the phone while standing next to a dog. A woman is walking her dog.,A woman is calling a friend while standing next to a cat.,"['phone', 'dog', 'talking']",A woman is standing with her dog.,['walking']
entailment,entailment,entailment,Three young boys one is holding a camera and another is holding a green toy all are wearing t-shirt and smiling.,The boys are all wearing yellow.,Three young boys one is holding a camera and another is holding a green toy all are wearing t-shirt and smiling. The boys are all wearing yellow.,Three young boys one is holding a camera and another is holding a yellow toy all are wearing yellow t-shirt and smiling.,"['toy', 'green', 'camera', 'young', 'boys', 'smiling']",The boys are all wearing t-shirt.,['yellow']
contradiction,entailment,contradiction,Three young boys one is holding a camera and another is holding a green toy all are wearing t-shirt and smiling.,The young boy has a camera.,Three young boys one is holding a camera and another is holding a green toy all are wearing t-shirt and smiling. The young boy has a camera.,Three young boys one is holding a camera and another is holding a green camera all are wearing t-shirt and smiling.,"['toy', 'green', 'boys', 'camera', 'holding', 'wearing']",The young boy is holding a camera.,['camera']
neutral,contradiction,neutral,5 women sitting around a table doing some crafts.,Five men stand on chairs.,5 women sitting around a table doing some crafts. Five men stand on chairs.,5 women sitting around a table fighting with hammers.,"['crafts', '5', 'women']",Five women stand on chairs.,['men']
contradiction,entailment,contradiction,5 women sitting around a table doing some crafts.,Five women sit at a table.,5 women sitting around a table doing some crafts. Five women sit at a table.,Five women sitting around a table doing some crafts.,"['5', 'crafts', 'women']",Five women sitting around a table.,['women']
entailment,neutral,entailment,5 women sitting around a table doing some crafts.,Five friends sit at a table.,5 women sitting around a table doing some crafts. Five friends sit at a table.,3 women sitting around a table doing some knitting.,"['5', 'crafts', 'women']",Five women sit at a table.,['friends']
entailment,neutral,entailment,Street performer with bowler hat and high boots performs outside.,The man is performing a magic act.,Street performer with bowler hat and high boots performs outside. The man is performing a magic act.,Street entertainer with bowler hat and high boots performs inside.,"['performer', 'bowler', 'outside']",The man is performing a dance act.,"['magic', 'act']"
contradiction,entailment,contradiction,Street performer with bowler hat and high boots performs outside.,The person is performing.,Street performer with bowler hat and high boots performs outside. The person is performing.,Person with bowler hat and high boots performs outside.,"['bowler', 'performer', 'performs']",The person is performing outside.,['performing']
neutral,contradiction,neutral,Street performer with bowler hat and high boots performs outside.,The child is dancing inside.,Street performer with bowler hat and high boots performs outside. The child is dancing inside.,Street performer with bowler hat and high boots performs inside.,"['outside', 'bowler', 'performs']",outside,['inside']
entailment,entailment,entailment,A young boy playing in the grass.,The boy is playing make believe.,A young boy playing in the grass. The boy is playing make believe.,A young boy playing make believe in the grass.,"['grass', 'playing']",The boy is playing in the grass.,"['believe', 'make']"
contradiction,entailment,contradiction,A young boy playing in the grass.,There is a child in the grass.,A young boy playing in the grass. There is a child in the grass.,A young boy is in the grass.,"['grass', 'playing']",There is a child in the.,['grass']
neutral,contradiction,neutral,A young boy playing in the grass.,The boy is in the sand.,A young boy playing in the grass. The boy is in the sand.,A young boy digging in the sand.,"['grass', 'playing']",The boy is in the water.,['sand']
entailment,neutral,entailment,Two men playing baseball with the one in the black and red jersey running toward base.,The man in black and red is about to score the winning run.,Two men playing baseball with the one in the black and red jersey running toward base. The man in black and red is about to score the winning run.,Two men walking with the one in the black and red jersey heading to the store.,"['baseball', 'playing', 'base', 'toward', 'running']",The man in black and red is about to make the run.,"['winning', 'run', 'score']"
contradiction,entailment,contradiction,Two men playing baseball with the one in the black and red jersey running toward base.,There is a baseball game going on.,Two men playing baseball with the one in the black and red jersey running toward base. There is a baseball game going on.,Two men are playing baseball with the one in the black and red jersey running toward home plate.,"['baseball', 'base', 'running', 'playing', 'jersey']",There is a baseball match going on.,['game']
neutral,contradiction,neutral,Two men playing baseball with the one in the black and red jersey running toward base.,The man in black and red is sitting in the bleachers.,Two men playing baseball with the one in the black and red jersey running toward base. The man in black and red is sitting in the bleachers.,Two men playing basketball with the one in the black and red jersey walking away from court.,"['running', 'baseball', 'base', 'toward', 'red']",The man in black and red is running toward base.,"['bleachers', 'sitting']"
entailment,contradiction,entailment,A man and a woman are looking at produce on display.,A man and women are staring at heads of lettuce.,A man and a woman are looking at produce on display. A man and women are staring at heads of lettuce.,A man and a woman are looking at electronics on display.,"['produce', 'display']",A man and women are staring at heads of broccoli.,"['lettuce', 'heads']"
neutral,contradiction,neutral,A man and a woman are looking at produce on display.,Two men throw produce at each other for fun.,A man and a woman are looking at produce on display. Two men throw produce at each other for fun.,A man and a woman are looking at electronics on display.,"['woman', 'produce']",A man and a woman throw produce at each other for fun.,"['men', 'throw']"
neutral,contradiction,neutral,People are throwing tomatoes at each other.,The people are sitting and eating their food.,People are throwing tomatoes at each other. The people are sitting and eating their food.,People are serving tomatoes to each other.,['tomatoes'],The people are standing and throwing tomatoes.,"['sitting', 'food']"
contradiction,neutral,contradiction,People are throwing tomatoes at each other.,The people are having a food fight.,People are throwing tomatoes at each other. The people are having a food fight.,People are carrying tomatoes in a basket.,['tomatoes'],The people are having a conversation.,['fight']
contradiction,entailment,contradiction,People standing in line of a beer and curry line.,People standing in line,People standing in line of a beer and curry line. People standing in line,People standing in line of a food and drink line.,"['curry', 'beer']",People standing in a beer and curry line,['line']
entailment,neutral,entailment,People standing in line of a beer and curry line.,People happily standing in line,People standing in line of a beer and curry line. People happily standing in line,People waiting in line of a beer and curry line.,"['curry', 'standing']",People standing in line,['happily']
neutral,contradiction,neutral,People standing in line of a beer and curry line.,People not standing in line,People standing in line of a beer and curry line. People not standing in line,People sitting in line of a beer and curry line.,"['line', 'standing']",People not standing in queue,['line']
neutral,entailment,neutral,A man and a woman are talking in a park,A man and woman are talking in the aquarium.,A man and a woman are talking in a park. A man and woman are talking in the aquarium.,A man and a woman are talking in the aquarium.,"['park', 'talking']",A man and woman are talking in a park.,"['aquarium', 'talking']"
entailment,neutral,entailment,A man and a woman are talking in a park,The couple discuss their financial future in the park.,A man and a woman are talking in a park. The couple discuss their financial future in the park.,A man and a woman are walking in a park,"['park', 'talking']",The couple discuss their weekend plans in the park.,"['financial', 'future']"
contradiction,entailment,contradiction,A man and a woman are talking in a park,A pair of people are talking outdoors.,A man and a woman are talking in a park. A pair of people are talking outdoors.,A man and a woman are talking outside,"['park', 'talking']",A man and a woman are talking in a park.,"['outdoors', 'talking']"
neutral,neutral,neutral,A small ice cream stand with two people standing near it.,Two people selling ice cream from a car.,A small ice cream stand with two people standing near it. Two people selling ice cream from a car.,A small ice cream stand with two people standing near it.,"['cream', 'stand', 'ice', 'near']",Two people standing near a car.,"['cream', 'selling']"
contradiction,entailment,contradiction,A small ice cream stand with two people standing near it.,Two people standing outside an ice cream stand.,A small ice cream stand with two people standing near it. Two people standing outside an ice cream stand.,A small ice cream stand with two people standing outside it.,"['cream', 'ice', 'stand', 'small']",Two people standing near a small ice cream stand.,"['cream', 'ice', 'stand']"
entailment,entailment,entailment,A small ice cream stand with two people standing near it.,Two people in line to buy icecream.,A small ice cream stand with two people standing near it. Two people in line to buy icecream.,A small ice cream stand with two people in line at it.,"['cream', 'ice', 'near', 'stand']",Two people in line to buy ice cream.,"['buy', 'icecream']"
entailment,entailment,entailment,Number 916 is hoping that he is going to win the race.,A person is betting that he will win  the race.,Number 916 is hoping that he is going to win the race. A person is betting that he will win  the race.,Number 5 is hoping that he is going to win the race.,"['hoping', '916']",A person is hoping that he will win the race.,"['betting', 'race']"
contradiction,neutral,contradiction,Number 916 is hoping that he is going to win the race.,A person is competing in a race.,Number 916 is hoping that he is going to win the race. A person is competing in a race.,Number 916 is hoping that he is going to finish the race.,"['hoping', 'win']",A person is competing in a competition.,['race']
neutral,neutral,neutral,Girl plays with colorful letters on the floor.,The girl is playing a video game in the bath.,Girl plays with colorful letters on the floor. The girl is playing a video game in the bath.,Girl plays with colorful blocks on the rug.,"['floor', 'letters']",The girl is playing a video game on the floor.,"['bath', 'game']"
entailment,neutral,entailment,Girl plays with colorful letters on the floor.,The girl is spelling out her favorite words with colored letters.,Girl plays with colorful letters on the floor. The girl is spelling out her favorite words with colored letters.,Girl plays with colorful letters on the table.,"['colorful', 'floor']",The girl is spelling out her preferred shapes with colored letters.,"['favorite', 'spelling', 'words']"
contradiction,neutral,contradiction,Girl plays with colorful letters on the floor.,The girl is having fun learning her letters.,Girl plays with colorful letters on the floor. The girl is having fun learning her letters.,Girl plays with colorful blocks on the floor.,"['floor', 'letters']",The girl is having a test.,"['letters', 'fun']"
contradiction,entailment,contradiction,Two men are cooking food together on the corner of the street.,The men are making something to eat.,Two men are cooking food together on the corner of the street. The men are making something to eat.,Two men are making something to eat on the corner of the street.,"['cooking', 'food', 'street']",The men are cooking food.,"['eat', 'something']"
entailment,neutral,entailment,Two men are cooking food together on the corner of the street.,The two men are cooking food for the block party.,Two men are cooking food together on the corner of the street. The two men are cooking food for the block party.,Two men are working on a project together on the corner of the street.,"['street', 'cooking', 'food']",The two men are making food for the block event.,"['party', 'block', 'cooking']"
neutral,contradiction,neutral,Two men are cooking food together on the corner of the street.,The two men are running in a race.,Two men are cooking food together on the corner of the street. The two men are running in a race.,Two men are eating food together on the corner of the park.,"['cooking', 'food', 'street']",The two men are cooking in a marketplace.,"['running', 'race']"
neutral,neutral,neutral,A man wandering in the desert as the clouds roll in.,A man fights dead mummy's who magically came alive in the desert.,A man wandering in the desert as the clouds roll in. A man fights dead mummy's who magically came alive in the desert.,A man searching in the desert as the sky darkens.,"['clouds', 'wandering']",A man finds mummy's in the desert.,"['fights', 'mummy', 'dead', 'magically']"
contradiction,entailment,contradiction,A man wandering in the desert as the clouds roll in.,A man wonders in the desert.,A man wandering in the desert as the clouds roll in. A man wonders in the desert.,A man wandering in the desert as the clouds do not roll in.,"['clouds', 'desert']",A man wandering in the desert.,['wonders']
entailment,neutral,entailment,A man wandering in the desert as the clouds roll in.,A man and a camel wonder in the desert.,A man wandering in the desert as the clouds roll in. A man and a camel wonder in the desert.,A man wandering in the forest as the clouds roll in.,"['clouds', 'desert']",A man and a camel wander in the forest.,"['camel', 'desert']"
neutral,contradiction,neutral,A lady with bright orange hair walking in a crowd.,The woman is asleep.,A lady with bright orange hair walking in a crowd. The woman is asleep.,A lady with bright orange hair sitting alone in a room.,"['crowd', 'lady', 'walking']",The woman is walking.,['asleep']
contradiction,entailment,contradiction,A lady with bright orange hair walking in a crowd.,A woman is near a group of people.,A lady with bright orange hair walking in a crowd. A woman is near a group of people.,A woman with dark hair is near a group of people.,"['crowd', 'orange', 'bright']",A woman is walking in a crowd.,"['near', 'group']"
