orig_pred,contrast_pred,pred_orig_labels,orig_premise,orig_hypothesis,concat_sentence,gen_premise,gen_premise_important_words,gen_hypothesis,gen_hypothesis_important_words
neutral,2,entailment,A man in a short Mohawk and beard.,A man with a short Mohawk and beard stands outside.,A man in a short Mohawk and beard. A man with a short Mohawk and beard stands outside.,"A man with a beard stands outside, sporting a short Mohawk.",['beard'],He has a short Mohawk and a beard.,"['outside', 'stands']"
entailment,1,neutral,A woman in a pink top is holding a glass bottle in one hand and a Stitch doll in the other.,The top is pink,A woman in a pink top is holding a glass bottle in one hand and a Stitch doll in the other. The top is pink,The woman is wearing a pink top and holding a glass bottle in one hand and the Stitch doll in the other.,"['doll', 'pink', 'hand', 'bottle']",pink colored top,['pink']
entailment,1,neutral,A girl in a black skirt and blue dress is watering flowers.,The girl is giving the flowers some water.,A girl in a black skirt and blue dress is watering flowers. The girl is giving the flowers some water.,The girl in a black skirt and blue dress is near flowers.,"['watering', 'flowers', 'blue']",The girl waters the flowers.,"['water', 'giving']"
entailment,1,neutral,A pro-baseball pitcher sends a curve ball to his opponent while many fans relax and enjoy the game.,A pitcher is playing baseball at a stadium,A pro-baseball pitcher sends a curve ball to his opponent while many fans relax and enjoy the game. A pitcher is playing baseball at a stadium,"While playing baseball, a pitcher throws a curve ball to his opponent, who is enjoying the game among the fans.","['curve', 'pitcher', 'sends', 'pro', 'opponent', 'ball']",<new>There is a baseball player in a stadium.,"['pitcher', 'baseball']"
entailment,1,neutral,One confused man is standing and staring off into the distance in front of some ticket collecting machines.,The man is confused.,One confused man is standing and staring off into the distance in front of some ticket collecting machines. The man is confused.,Man stands at ticket machines.,"['confused', 'collecting', 'ticket', 'machines']","The man stood, gazing off into the distance.",['confused']
entailment,1,neutral,Several men in black t-shirts and caps are using with metal rods to smash food that's lying on a round table with a hole in the center.,men using metal rods,Several men in black t-shirts and caps are using with metal rods to smash food that's lying on a round table with a hole in the center. men using metal rods,Several men in black shirts and hats are using metal rods.,"['smash', 'food', 'shirts', 'using', 'caps', 'black', 'rods']",Guys use metal on food.,"['men', 'rods']"
entailment,1,neutral,An older man sifts water through his fingers as a young toddler watches from inside the water.,A man is near a toddler,An older man sifts water through his fingers as a young toddler watches from inside the water. A man is near a toddler,An older person moves water as a young toddler watches from inside the water.,"['older', 'man', 'water', 'young', 'sifts']",A man is near a child.,['near']
neutral,2,entailment,"A small, pale bird bends down to examine a crumb.",The bird is on the ground.,"A small, pale bird bends down to examine a crumb. The bird is on the ground.",The bird bends down to examine a crumb on the ground.,"['crumb', 'examine', 'bird']",<bird> is on the ground,['bird']
entailment,1,neutral,A man riding a motorcycle on a dirt road passing several junk or abandoned cars on the side of the road.,A man is riding a motorcyle.,A man riding a motorcycle on a dirt road passing several junk or abandoned cars on the side of the road. A man is riding a motorcyle.,"On a dirt road, a man is riding on a motorcycle past several cars that appear to be junk.","['motorcycle', 'junk', 'cars', 'dirt', 'passing', 'road']",There is a man on a bike.,['motorcyle']
neutral,2,entailment,Two women bend over to touch a small kangaroo.,Two women are petting a kangaroo,Two women bend over to touch a small kangaroo. Two women are petting a kangaroo,Two women bend down to touch a kangaroo.,"['kangaroo', 'bend']",Two women are touching a kangaroo.,['kangaroo']
entailment,1,neutral,A man with thinning hair looking into glasses through glasses.,A man with thinning hair.,A man with thinning hair looking into glasses through glasses. A man with thinning hair.,Man in glasses,"['thinning', 'looking', 'glasses']",A man with thin hair is looking through glasses.,['thinning']
entailment,1,neutral,A man is riding a bicycle in the street.,a bicycle is being ridden,A man is riding a bicycle in the street. a bicycle is being ridden,There is a man riding a bike outdoors.,"['street', 'bicycle']",bicycle is being used,['ridden']
entailment,1,neutral,A woman with a pink purse walks down a crowded sidewalk.,A woman walks through a crowd,A woman with a pink purse walks down a crowded sidewalk. A woman walks through a crowd,The woman walks down the crowd.,"['purse', 'sidewalk', 'pink']",A woman is walking on a sidewalk.,['crowd']
entailment,1,neutral,"A large number of people are watching men dressed in kilts, one of whom has thrown a long pole.",people watch men in kilts,"A large number of people are watching men dressed in kilts, one of whom has thrown a long pole. people watch men in kilts",People are watching men in kilts as one of them throws a pole.,"['pole', 'thrown', 'long', 'kilts', 'one']",The people are observing the men in kilts.,"['watch', 'people']"
entailment,1,neutral,"Two babies, one in red, asleep in their highchairs.",babies are asleep,"Two babies, one in red, asleep in their highchairs. babies are asleep","Two babies, one in red, lying down.","['highchairs', 'asleep']",babies are resting,['asleep']
neutral,2,entailment,Some folks pick out the food they want at a party.,The party-goers are perusing the buffet.,Some folks pick out the food they want at a party. The party-goers are perusing the buffet.,Party attendees select food items at a gathering.,"['party', 'food']","At a party, folks are selecting food they want.","['buffet', 'perusing']"
entailment,1,neutral,A small dog runs to catch a ball.,A little dog chases a ball.,A small dog runs to catch a ball. A little dog chases a ball.,A small dog runs after a treat.,"['ball', 'catch']",A little dog is playing with a ball.,"['chases', 'ball']"
entailment,1,neutral,A white and black spotted dog is running through a grassy area.,A dog is outdoors.,A white and black spotted dog is running through a grassy area. A dog is outdoors.,A dog is running outside.,"['grassy', 'spotted', 'black']",A dog is outside.,['outdoors']
entailment,1,neutral,The black woman is laying out literature.,A black woman is handling printed material.,The black woman is laying out literature. A black woman is handling printed material.,The black woman is handling printed material.,"['literature', 'laying']",She is handing out brochures,"['material', 'printed']"
entailment,1,neutral,Island native fishermen reeling in their nets after a long day's work.,The men are finishing their day of work.,Island native fishermen reeling in their nets after a long day's work. The men are finishing their day of work.,Island fishermen are winding down their work after a long day.,"['fishermen', 'reeling', 'nets']",Men are reeling in their nets after a long day.,"['finishing', 'day']"
entailment,1,neutral,a dog jumps over the pole.,dog is jumping over a pole,a dog jumps over the pole. dog is jumping over a pole,dog over pole,['jumps'],the dog is going over a pole,['jumping']
entailment,1,neutral,A man running in a race passes by spectators.,A man is running by people who are watching.,A man running in a race passes by spectators. A man is running by people who are watching.,"While running a race, a man goes by spectators.","['race', 'spectators']",A man competes in the race amid a cheering crew.,"['running', 'watching']"
neutral,2,entailment,A man talks to two guards as he holds a drink.,The prisoner is talking to two guards in the prison cafeteria.,A man talks to two guards as he holds a drink. The prisoner is talking to two guards in the prison cafeteria.,One man is chatting with the two guards while holding his drink.,"['drink', 'guards', 'holds']",The man is speaking with the guards while holding a drink outside.,"['cafeteria', 'prisoner', 'prison']"
neutral,2,contradiction,A woman with a black purse and a red coat is sitting on a pillar of concrete.,The woman is waiting for her boyfriend at the local bus stop.,A woman with a black purse and a red coat is sitting on a pillar of concrete. The woman is waiting for her boyfriend at the local bus stop.,"She is draped with a purse slung over her shoulder, wearing a red coat, as she stands in front of a bus stop.","['concrete', 'purse', 'pillar', 'black']",She is getting ready to jump off a pillar of concrete.,"['bus', 'boyfriend', 'waiting']"
neutral,2,contradiction,"One man wearing a pink and blue striped shirt, work gloves, and holding a yellow hard hat.",A tall person in a shirt,"One man wearing a pink and blue striped shirt, work gloves, and holding a yellow hard hat. A tall person in a shirt","One man wearing a pink shirt, work gloves, and holding a yellow hard hat.","['gloves', 'yellow', 'hat', 'hard', 'work', 'shirt']",There is a man wearing a shirt.,['tall']
neutral,2,entailment,A barber in a sports themed barber shop waits for his next customer to arrive.,A barber in a sports shop waits eagerly for business.,A barber in a sports themed barber shop waits for his next customer to arrive. A barber in a sports shop waits eagerly for business.,"At the sports themed barber shop, a barber awaits his next customer.","['barber', 'sports', 'barber', 'themed']",<barber> in a sports-themed <new>barber shop,"['sports', 'barber', 'shop']"
neutral,2,contradiction,"Boy in backpack crossing the street, Other people, all Asian, are all in crosswalk walking towards the boy.",The boy is on his way home from school.,"Boy in backpack crossing the street, Other people, all Asian, are all in crosswalk walking towards the boy. The boy is on his way home from school.",The boy is running down the street without a backpack with other Asian people approaching him from a crosswalk.,"['backpack', 'boy', 'boy', 'crosswalk']",The boy is not on his way home from school.,"['way', 'school']"
neutral,2,entailment,The cyclist rides on a wooded path.,The cyclist rides with a companion on a wooded path,The cyclist rides on a wooded path. The cyclist rides with a companion on a wooded path,There is a cyclist riding on a path.,"['wooded', 'rides']",The cyclist rides with a friend on a wooded path.,"['companion', 'wooded']"
neutral,2,contradiction,a woman working in the storefront of a jewelry shop fixing the display shelf.,The woman is dreaming of a modeling career while working in the jewelry shop.,a woman working in the storefront of a jewelry shop fixing the display shelf. The woman is dreaming of a modeling career while working in the jewelry shop.,They are selling a ring in the storefront of a jewelry shop as the woman is daydreaming of being a model.,"['fixing', 'jewelry', 'shop', 'display']",The woman is not working in the jewelry shop but instead is dreaming of a modeling career.,"['jewelry', 'dreaming', 'modeling']"
neutral,2,entailment,Two people play horseshoes.,Tom and Sue were playing outside.,Two people play horseshoes. Tom and Sue were playing outside.,Tom and Sue are playing horseshoes,['horseshoes'],Tom and Sue played horseshoes outside.,['outside']
neutral,2,entailment,Two adult men in black t-shirt and loud tunics hold smoking torches in preparation for an act of entertainment or celebration in a forested environment.,Two brothers hold torches to celebrate.,Two adult men in black t-shirt and loud tunics hold smoking torches in preparation for an act of entertainment or celebration in a forested environment. Two brothers hold torches to celebrate.,Two adult men in black t-shirts hold torches to celebrate in a forested environment.,"['tunics', 'torches', 'entertainment', 'environment', 'forested', 'smoking', 'celebration']",Two men hold torches in preparation for entertainment or celebration in a forested environment.,"['brothers', 'hold']"
neutral,2,entailment,Several adults look on while a young girl plays in a ball pit.,A young girl is having fun.,Several adults look on while a young girl plays in a ball pit. A young girl is having fun.,Several adults watch a girl play in a ball pit outside.,"['adults', 'pit', 'ball']",a young girl,['young']
neutral,2,entailment,A girl climbing a chain link fence.,The girl climbs the fence to get to school.,A girl climbing a chain link fence. The girl climbs the fence to get to school.,She climbs the chain link fence.,"['fence', 'climbing']","For a picture, the girl climbs a chain link fence.","['school', 'fence']"
neutral,2,contradiction,A man biking down a tunnel.,A man is winning a bike race.,A man biking down a tunnel. A man is winning a bike race.,Man was biking through a tunnel,['biking'],He is losing the bike race,"['winning', 'race']"
neutral,2,contradiction,"A smiling man with gray hair and glasses, dressed in black, is sitting in a chair with a music stand in front of him.",This man has an eyesight deficiency.,"A smiling man with gray hair and glasses, dressed in black, is sitting in a chair with a music stand in front of him. This man has an eyesight deficiency.","With his glasses pushed up and dressed in blue, a man with brown hair and no glasses is standing up at a music stand.","['music', 'smiling', 'black', 'chair', 'sitting', 'stand']","Without vision, this man can not see.",['deficiency']
neutral,2,contradiction,Three children are shooting guns in the woods.,Three children are shooting a deer.,Three children are shooting guns in the woods. Three children are shooting a deer.,Three children are shooting bows in the woods.,"['guns', 'woods']",Three children are shooting at a tree.,['deer']
neutral,2,entailment,Four people wearing backpacks walking in a line along a mountain trail.,Four people are walking along a mountain trail trying to get down before the storm.,Four people wearing backpacks walking in a line along a mountain trail. Four people are walking along a mountain trail trying to get down before the storm.,Four people wearing backpacks on a mountain trail walk in a line.,"['backpacks', 'line', 'trail', 'walking']",Four people wearing backpacks are walking along a mountain trail.,"['storm', 'trying', 'walking', 'trail']"
neutral,2,entailment,A man in a purple and blue shirt and shorts is getting ready to hit a golf ball.,A man is on a golf course.,A man in a purple and blue shirt and shorts is getting ready to hit a golf ball. A man is on a golf course.,"A man in a purple and blue shirt and shorts is on a golf course, getting ready to hit a golf ball.","['hit', 'ready', 'golf', 'shorts', 'ball']",A man in a purple and blue shirt and shorts is getting ready to hit a golf ball on a golf course.,['golf']
neutral,2,contradiction,A man is performing for a group in front of a white house.,The man performed in front of his own house.,A man is performing for a group in front of a white house. The man performed in front of his own house.,Man performs for a crowd in front of his house.,"['white', 'house', 'performing']",the man played guitar in front of a random house,"['house', 'performed']"
neutral,2,contradiction,A young man is playing a blue guitar.,A musician practices on his guitar briefly before a concert.,A young man is playing a blue guitar. A musician practices on his guitar briefly before a concert.,Young man playing on empty guitar.,"['guitar', 'blue']",He is playing music on the guitar.,"['musician', 'practices']"
neutral,2,entailment,Two men help each other cut a sheet of plastic.,Two friends help each other by cutting some plastic.,Two men help each other cut a sheet of plastic. Two friends help each other by cutting some plastic.,Two men help each other with cutting a plastic sheet.,"['plastic', 'sheet']",Two men help each other by cutting some plastic.,"['friends', 'plastic']"
neutral,2,entailment,An old man in a blue shirt and white pants glowers by a glass door.,A man resting outside,An old man in a blue shirt and white pants glowers by a glass door. A man resting outside,An old man in a white shirt and black pants glowers by a glass door.,"['old', 'door', 'glowers', 'pants']",He glowers by a glass door.,['resting']
neutral,2,entailment,"A little girl drawing with chalk, on a chalkboard.",A little girl is drawing on the board during class.,"A little girl drawing with chalk, on a chalkboard. A little girl is drawing on the board during class.",A little girl is drawing with chalk on the chalkboard during class.,"['chalkboard', 'drawing']",Little girl drawing on board during class.,"['drawing', 'class']"
neutral,2,entailment,a wet golden retriever is walking through a lake,A wet golden retriever is walking through a lake to find a ball.,a wet golden retriever is walking through a lake. A wet golden retriever is walking through a lake to find a ball.,A wet golden retriever is walking through lake to find a ball.,"['lake', 'wet']",A wet golden retriever is walking through the lake.,"['ball', 'lake', 'wet']"
neutral,2,contradiction,A woman is sitting down doing some sort of craft work while another person operates a large wooden loom device in the background.,The woman sitting is asian.,A woman is sitting down doing some sort of craft work while another person operates a large wooden loom device in the background. The woman sitting is asian.,There is a woman sitting and doing crafts while another person operates a metal loom in the background.,"['large', 'craft', 'wooden', 'loom', 'operates', 'sitting']",She is white.,['asian']
neutral,2,entailment,People in chairs around a table,The people are eating dinner.,People in chairs around a table. The people are eating dinner.,People are in chairs at a table.,['chairs'],The people sit around a table.,['dinner']
entailment,1,neutral,A performer plays an instrument for the audience.,The performer is making music.,A performer plays an instrument for the audience. The performer is making music.,Someone is playing a guitar in front of people.,"['performer', 'instrument']",A person is using musical instrument for an entertainment.,['performer']
neutral,2,entailment,A group of people wait to cross the street in new york,Some of the people are wearing sunglasses.,A group of people wait to cross the street in new york. Some of the people are wearing sunglasses.,Some people are standing on a street in New York.,"['york', 'cross', 'street']",Some of the people are outside in New York wearing sunglasses.,['sunglasses']
neutral,2,entailment,"Two distinguished older gentlemen stand outside a house, trees in background, both with white hair, the taller man having his arm about the other man's shoulder as they face the camera from behind their corrective lenses.",The older men are colleagues.,"Two distinguished older gentlemen stand outside a house, trees in background, both with white hair, the taller man having his arm about the other man's shoulder as they face the camera from behind their corrective lenses. The older men are colleagues.","Two older men with white hair stand outside a house, trees in the background, as the tall man places his arm around the shoulder of the other man while both are facing the camera from behind their glasses.","['trees', 'distinguished', 'gentlemen', 'house', 'camera', 'lenses', 'older', 'man', 'corrective', 'hair']",Two gentlemen stand outside a house while one puts his arm around the other's shoulder as they face the camera wearing glasses.,['colleagues']
neutral,2,contradiction,A young woman dressed in black attaches bags full of flowers to a bicycle.,The flowers are lilacs.,A young woman dressed in black attaches bags full of flowers to a bicycle. The flowers are lilacs.,A young woman dressed in a sundress attaches bags full of lilacs to a bicycle.,"['flowers', 'bicycle', 'attaches', 'black']",There are no lilacs,['flowers']
neutral,2,contradiction,"A man stands on a dock near several boats, while 2 other men are on one of the boats.",A man with brown hair is standing on a dock.,"A man stands on a dock near several boats, while 2 other men are on one of the boats. A man with brown hair is standing on a dock.",Two men are in a boat while a man stands on land near another boat.,"['dock', 'boats', 'boats', '2', 'near']",the man's hair color is unknown,"['dock', 'standing']"
neutral,2,entailment,A bird is perched on a line of some sort attached to a pole.,A bird is wallowing on a pole.,A bird is perched on a line of some sort attached to a pole. A bird is wallowing on a pole.,A bird is perched on a wire attached to a pole.,"['sort', 'pole', 'perched']",A bird perched on a pole,['wallowing']
neutral,2,entailment,A person is on a four wheeler kicking up a lot of dirt in a dune.,The person is in a race.,A person is on a four wheeler kicking up a lot of dirt in a dune. The person is in a race.,There is dust being kicked up by a four wheeler in a dune where a person is riding.,"['dirt', 'dune', 'kicking']",There is a race where a person is kicking up a lot of dirt on a four wheeler in a dune.,['race']
neutral,2,contradiction,"A man wearing an oxford shirt, sunglasses, and a hat smirks.",A man hiding his true identity.,"A man wearing an oxford shirt, sunglasses, and a hat smirks. A man hiding his true identity.","He wears an Oxford shirt and sunglasses, masking his expression.","['smirks', 'oxford', 'sunglasses']",He is showing off his true identity with a smirk.,"['hiding', 'identity']"
entailment,1,neutral,A group of people gathered at night watching an event.,A group of humans are looking at the same direction.,A group of people gathered at night watching an event. A group of humans are looking at the same direction.,Some humans are watching something in the evening.,"['watching', 'night', 'event']",People are looking the same way during an event at night.,"['humans', 'direction']"
neutral,2,contradiction,A man in a suit cheering in a library in front of children.,A lawyer is encouraging some children at a contest.,A man in a suit cheering in a library in front of children. A lawyer is encouraging some children at a contest.,&lt;new&gt;A businessman is dressed nicely in a library in front of children.&lt;/new&gt;,"['cheering', 'library', 'suit']",A man in a suit is sitting quietly in a library in front of children.,"['lawyer', 'encouraging']"
neutral,2,entailment,Security officer working outside.,A security officer is dressed in a uniform.,Security officer working outside. A security officer is dressed in a uniform.,Security officer working in uniform.,['outside'],Security officers are outside.,"['dressed', 'security']"
neutral,2,entailment,A man in a white and gray shirt looks on as a shirtless man with a mustache cleans fish on a pale green table.,The man is cleaning the fish that he caught so he can cook it.,A man in a white and gray shirt looks on as a shirtless man with a mustache cleans fish on a pale green table. The man is cleaning the fish that he caught so he can cook it.,A man in a white and gray shirt looks on as a mustache-man cleans the fish on a pale green table.,"['cleans', 'fish', 'table', 'mustache', 'green', 'shirtless']",He's cleaning the fish he caught to eat.,"['cook', 'cleaning']"
neutral,2,contradiction,A young couple and many others out enjoying themselves at an outdoor street event.,The young couple are looking at goods being sold by the street vendors.,A young couple and many others out enjoying themselves at an outdoor street event. The young couple are looking at goods being sold by the street vendors.,Some young couple are looking at goods being sold in a store.,"['enjoying', 'outdoor', 'street', 'event']",the young couple is running on the street,"['vendors', 'sold', 'goods']"
neutral,2,entailment,Construction workers use cables to hang from the sides of buildings.,Construction workers are brave.,Construction workers use cables to hang from the sides of buildings. Construction workers are brave.,Construction workers use cables to swing from the sides of buildings to complete their work.,"['cables', 'buildings', 'sides']",Construction workers use cables to hang from the sides of buildings; they are brave,['brave']
neutral,2,entailment,A dark-haired man in a black uniform is speaking to a man wearing a black jacket and black helmet on a motorbike.,A man in a police uniform is talking to another man.,A dark-haired man in a black uniform is speaking to a man wearing a black jacket and black helmet on a motorbike. A man in a police uniform is talking to another man.,A dark-haired man in a black police uniform is speaking to a man wearing a black jacket and helmet on a motorbike.,"['helmet', 'jacket', 'wearing', 'motorbike', 'uniform', 'black']",A uniformed man is conversing with another man.,"['police', 'uniform', 'talking']"
neutral,2,entailment,A woman wearing a red coat stands on a wood floor in front of several paintings while two girls sit on the floor at her feet.,Woman takes a break at a museum while her children sit by her feet.,A woman wearing a red coat stands on a wood floor in front of several paintings while two girls sit on the floor at her feet. Woman takes a break at a museum while her children sit by her feet.,"Outside of a gallery, a woman in a red coat is standing on the wood floor. Several paintings are displayed around her, while two girls sit on the floor at her feet.","['paintings', 'coat', 'red', 'stands', 'wood', 'girls', 'several']",She takes a break at the museum with her children sitting nearby.,"['break', 'museum', 'children']"
contradiction,0,neutral,a climber wearing a red headband is pulling himself up some gray rocks high above some green foliage.,A climber pulls himself up 5000 feet up over a forest,a climber wearing a red headband is pulling himself up some gray rocks high above some green foliage. A climber pulls himself up 5000 feet up over a forest,A climber wearing a headband is ascending some gray rocks high above some greenery.,"['pulling', 'foliage', 'rocks', 'gray', 'headband']",he is climbing above trees,"['5000', 'feet']"
neutral,2,entailment,A woman is walking her dog along a snowy ground.,A woman is trying to get her dog to go to the bathroom after it has freshly snowed.,A woman is walking her dog along a snowy ground. A woman is trying to get her dog to go to the bathroom after it has freshly snowed.,Woman walking her dog on the snow.,"['dog', 'snowy', 'walking']",She walks her dog after it has snowed.,"['trying', 'bathroom', 'dog', 'get']"
neutral,2,entailment,a boy in a blue uniform is standing next to a boy in red and a boy in yellow and they are holding baseball gloves.,Three boys are preparing for their big game that is about to start.,a boy in a blue uniform is standing next to a boy in red and a boy in yellow and they are holding baseball gloves. Three boys are preparing for their big game that is about to start.,Three boys with baseball gloves are standing: one in blue uniform next to one in red and another in yellow.,"['baseball', 'red', 'gloves', 'blue', 'next', 'uniform']",Three boys are holding baseball gloves.,"['big', 'game']"
neutral,2,entailment,"While two students are jumping, others in a classroom are sitting or standing.",Two students disrupting class.,"While two students are jumping, others in a classroom are sitting or standing. Two students disrupting class.","While two students are jumping, some others in a classroom are sitting and some are standing.","['jumping', 'others', 'sitting']",Two students,['disrupting']
neutral,2,entailment,A man alone crosscountry skis in the wilderness while wearing a huge backpack.,A man skis in the wilderness while it's snowing,A man alone crosscountry skis in the wilderness while wearing a huge backpack. A man skis in the wilderness while it's snowing,A man skis alone in the wilderness wearing a big backpack.,"['backpack', 'skis', 'alone', 'huge']",A man skis crosscountry in the wilderness where it's snowing.,"['snowing', 'wilderness']"
neutral,2,entailment,Two girls kissing a man with a black shirt and brown hair on the cheeks.,Two girls kiss there dad.,Two girls kissing a man with a black shirt and brown hair on the cheeks. Two girls kiss there dad.,Two girls kiss their father who has brown hair on his cheeks.,"['kissing', 'cheeks', 'hair', 'brown']",Two girls kiss an adult man.,['dad']
neutral,2,entailment,A large man is sitting in front of a fountain statue while talking on a phone.,The fountain has running water.,A large man is sitting in front of a fountain statue while talking on a phone. The fountain has running water.,A large man is sitting in front of a running fountain statue while talking on a phone.,"['fountain', 'phone', 'statue', 'talking']",The fountain has flowed water.,['water']
neutral,2,entailment,a man puts his hands up while telling an amusing story to his friend with a beard.,The man is perplexed by the events.,a man puts his hands up while telling an amusing story to his friend with a beard. The man is perplexed by the events.,Man raises his hands while telling an amazing story to his bearded friend.,"['beard', 'hands', 'amusing', 'friend']","Perplexed, a man puts his hands up while telling an amusing story to his friend with a beard.",['perplexed']
neutral,2,entailment,A man with a tattoo on his arm staring to the side with vehicles and buildings behind him.,A man has dragon tattoos on his arm.,A man with a tattoo on his arm staring to the side with vehicles and buildings behind him. A man has dragon tattoos on his arm.,Someone with dragon tattoos on his arm is staring sidewise with vehicles and buildings behind him.,"['vehicles', 'tattoo', 'buildings', 'staring']",tattooed,"['dragon', 'tattoos']"
entailment,1,neutral,A crowd of people in winter garb gather in the street against a backdrop of bare trees and snow.,It is cold and snowy outside.,A crowd of people in winter garb gather in the street against a backdrop of bare trees and snow. It is cold and snowy outside.,Some people in coat stand together on a street against few trees and frost.,"['winter', 'trees', 'garb', 'snow', 'crowd']",Winter weather is occurring outside.,['cold']
