orig_pred,contrast_pred,pred_orig_labels,orig_premise,orig_hypothesis,concat_sentence,gen_premise,gen_premise_important_words,gen_hypothesis,gen_hypothesis_important_words
contradiction,entailment,contradiction,A shirtless man is singing into a microphone while a woman next to him plays an accordion.,A man is singing into a microphone.,A shirtless man is singing into a microphone while a woman next to him plays an accordion. A man is singing into a microphone.,A man is singing into a microphone while a person next to him plays an instrument.,"['accordion', 'woman', 'singing', 'shirtless']","A shirtless man is singing into a microphone while a woman next to him plays an accordion is not needed, the original hypothesis already has less information, so we can use it and add'shirtless' to achieve the target relationship: A shirtless man is singing into a microphone.",['microphone']
entailment,neutral,entailment,Women and children sitting outside in the shade while a group of younger children sitting inside in the shade.,It is very sunny outside.,Women and children sitting outside in the shade while a group of younger children sitting inside in the shade. It is very sunny outside.,Women and adults sitting outside in the sun while a group of older adults sitting outside in the sun.,"['inside', 'shade', 'shade', 'younger', 'children']",It is very cloudy outside.,['sunny']
contradiction,entailment,contradiction,Women and children sitting outside in the shade while a group of younger children sitting inside in the shade.,The woman and kids and sitting down.,Women and children sitting outside in the shade while a group of younger children sitting inside in the shade. The woman and kids and sitting down.,Women and children sitting outside in the shade while a group of younger children sitting outside in the shade with the woman and kids.,"['inside', 'sitting', 'shade', 'shade', 'children']",The women and children are sitting down.,['kids']
neutral,contradiction,neutral,Women and children sitting outside in the shade while a group of younger children sitting inside in the shade.,The woman is running.,Women and children sitting outside in the shade while a group of younger children sitting inside in the shade. The woman is running.,Women and children running outside in the sun while a group of younger children running outside in the sun.,"['sitting', 'sitting', 'inside', 'shade', 'shade']",The woman is sitting.,['running']
neutral,contradiction,neutral,A pregnant lady singing on stage while holding a flag behind her.,A woman is sick in bed.,A pregnant lady singing on stage while holding a flag behind her. A woman is sick in bed.,A pregnant lady lying on a bed while holding a thermometer behind her.,"['singing', 'flag', 'stage']",A woman is singing on stage.,['bed']
contradiction,entailment,contradiction,A pregnant lady singing on stage while holding a flag behind her.,A woman is making music.,A pregnant lady singing on stage while holding a flag behind her. A woman is making music.,A pregnant lady making music on stage while playing an instrument behind her.,"['singing', 'flag', 'holding']",A woman is singing.,['music']
entailment,neutral,entailment,A pregnant lady singing on stage while holding a flag behind her.,A lady is participating in a talent show.,A pregnant lady singing on stage while holding a flag behind her. A lady is participating in a talent show.,A lady standing on stage while holding a flag behind her.,"['singing', 'flag', 'pregnant']",A lady is participating in a sport.,"['talent', 'show']"
contradiction,entailment,contradiction,The two farmers are working on a piece of John Deere equipment.,Men are working on John Deere equipment,The two farmers are working on a piece of John Deere equipment. Men are working on John Deere equipment,The two men are working on a piece of John Deere machinery.,"['farmers', 'equipment']",The two farmers are working on John Deere equipment,['men']
contradiction,entailment,contradiction,The two farmers are working on a piece of John Deere equipment.,John Deere equipment is being worked on by two farmers,The two farmers are working on a piece of John Deere equipment. John Deere equipment is being worked on by two farmers,The two people are working on a piece of John Deere machinery.,"['farmers', 'equipment']",The two farmers are working on a piece of John Deere equipment.,"['farmers', 'equipment']"
neutral,neutral,neutral,The two farmers are working on a piece of John Deere equipment.,2 Men are making a pool together,The two farmers are working on a piece of John Deere equipment. 2 Men are making a pool together,The two men are working on a piece of machinery.,"['farmers', 'equipment']",2 Men are fixing equipment together,"['pool', 'making']"
entailment,neutral,entailment,A little boy in a blue shirt holding a toy.,Boy dressed in blue carrying toy to a toybox.,A little boy in a blue shirt holding a toy. Boy dressed in blue carrying toy to a toybox.,A little boy in a green sweater holding a ball.,"['shirt', 'toy', 'blue']",Boy wearing green carrying toy to a toybox.,"['dressed', 'blue']"
neutral,neutral,neutral,A little boy in a blue shirt holding a toy.,Boy dressed in red lighting things on fire.,A little boy in a blue shirt holding a toy. Boy dressed in red lighting things on fire.,A little boy in a red shirt lighting things on fire.,"['toy', 'shirt', 'holding']",Boy holding a toy and lighting things on fire.,"['dressed', 'lighting']"
contradiction,entailment,contradiction,A little boy in a blue shirt holding a toy.,Boy dressed in blue holds a toy.,A little boy in a blue shirt holding a toy. Boy dressed in blue holds a toy.,A little boy dressed in blue holds a toy.,"['shirt', 'toy', 'blue']",A little boy in a blue shirt holding a toy.,"['dressed', 'holds']"
entailment,neutral,entailment,A woman is writing something on a post-it note which is hanging on a bulletin board with a lot of other post-it notes.,The woman is writing a grocery list.,A woman is writing something on a post-it note which is hanging on a bulletin board with a lot of other post-it notes. The woman is writing a grocery list.,A woman is jotting something on a post-it paper which is hanging on a wall with a lot of other post-it papers.,"['note', 'bulletin', 'writing', 'notes', 'board']",The woman is writing a story.,"['grocery', 'list']"
neutral,neutral,neutral,A woman is writing something on a post-it note which is hanging on a bulletin board with a lot of other post-it notes.,The woman is talking on the phone.,A woman is writing something on a post-it note which is hanging on a bulletin board with a lot of other post-it notes. The woman is talking on the phone.,A woman is writing something on a post-it note which is hanging on a wall with a lot of other papers.,"['bulletin', 'board', 'notes', 'post', 'note']",The woman is talking on the computer.,['phone']
contradiction,entailment,contradiction,A woman is writing something on a post-it note which is hanging on a bulletin board with a lot of other post-it notes.,The woman is writing a note.,A woman is writing something on a post-it note which is hanging on a bulletin board with a lot of other post-it notes. The woman is writing a note.,A woman is writing a note which is on a board with a lot of other notes.,"['bulletin', 'board', 'note', 'writing', 'hanging']",The woman is writing something on a post-it note.,['note']
contradiction,entailment,contradiction,A baby at the end of a slip and slide at a party,The baby is wet.,A baby at the end of a slip and slide at a party. The baby is wet.,A baby at the end of a water slide at a pool,"['party', 'slide']",The baby is dry.,['wet']
neutral,contradiction,neutral,A baby at the end of a slip and slide at a party,The man is at the end of the slip and slide,A baby at the end of a slip and slide at a party. The man is at the end of the slip and slide,A man at the end of a slip and slide at a store,"['baby', 'party']",The baby is at the beginning of the slip and slide,"['man', 'slide']"
contradiction,entailment,contradiction,A baby at the end of a slip and slide at a party,There is a party,A baby at the end of a slip and slide at a party. There is a party,A baby at the end of a slip and slide during a party,"['party', 'slide']",There is a party at the end of a slip and slide where a baby is.,[]
entailment,neutral,entailment,A girl swings high in the air.,A girl is gaining momentum to flip off the swing,A girl swings high in the air. A girl is gaining momentum to flip off the swing,A girl stands low in the air.,"['swings', 'high']",A girl is gaining speed to jump off the swing,"['flip', 'momentum']"
neutral,contradiction,neutral,A girl swings high in the air.,A girl is laying in the pool,A girl swings high in the air. A girl is laying in the pool,A girl lays low in the air.,"['swings', 'high']",A girl is laying in the air,['pool']
contradiction,entailment,contradiction,A girl swings high in the air.,A girl is on a swing,A girl swings high in the air. A girl is on a swing,A girl is on a swing in the air.,"['swings', 'high']",A girl swings in the air,['swing']
entailment,neutral,entailment,A view of the back of a woman having a beverage.,woman drinks a beer,A view of the back of a woman having a beverage. woman drinks a beer,A picture of the back of a woman having a snack.,"['beverage', 'view']",woman holds a beer,['drinks']
neutral,contradiction,neutral,A view of the back of a woman having a beverage.,woman dumps the drink on a man,A view of the back of a woman having a beverage. woman dumps the drink on a man,A view of the back of a woman having a meal.,"['beverage', 'view']",man dumps the drink on a woman,"['dumps', 'woman']"
contradiction,entailment,contradiction,A view of the back of a woman having a beverage.,woman has a drink,A view of the back of a woman having a beverage. woman has a drink,A woman is having a drink,"['beverage', 'view']",woman has a beverage,['drink']
contradiction,neutral,contradiction,A lady sitting on a bench that is against a building and under a poster of a man in a uniform waving.,A person sitting,A lady sitting on a bench that is against a building and under a poster of a man in a uniform waving. A person sitting,A person sitting on a bench that is against a building and under a picture of a man in a suit standing.,"['waving', 'uniform', 'lady', 'poster']",A lady standing,['person']
entailment,neutral,entailment,A lady sitting on a bench that is against a building and under a poster of a man in a uniform waving.,A tall person sitting,A lady sitting on a bench that is against a building and under a poster of a man in a uniform waving. A tall person sitting,A lady sitting on a bench that is against a wall and under a picture of a man in a suit standing.,"['waving', 'uniform', 'poster', 'building']",A lady sitting,['tall']
neutral,contradiction,neutral,A lady sitting on a bench that is against a building and under a poster of a man in a uniform waving.,Nobody is sitting,A lady sitting on a bench that is against a building and under a poster of a man in a uniform waving. Nobody is sitting,A lady standing on a bench that is against a building and under a poster of a man in a uniform waving.,"['waving', 'sitting', 'poster', 'bench']",Everybody is sitting,[]
entailment,neutral,entailment,A man with a shopping cart is studying the shelves in a supermarket aisle.,The man is trying to pick out what cereal to choose.,A man with a shopping cart is studying the shelves in a supermarket aisle. The man is trying to pick out what cereal to choose.,A man with a basket is studying the books in a library aisle.,"['shelves', 'cart', 'supermarket']",The man is reading what book to choose.,"['cereal', 'trying']"
neutral,contradiction,neutral,A man with a shopping cart is studying the shelves in a supermarket aisle.,A man is watching a movie in a theater.,A man with a shopping cart is studying the shelves in a supermarket aisle. A man is watching a movie in a theater.,A man with a shopping cart is studying the shelves in a theater.,"['supermarket', 'shelves', 'cart']",A man is watching shelves in a supermarket.,"['movie', 'theater']"
contradiction,entailment,contradiction,A man with a shopping cart is studying the shelves in a supermarket aisle.,There is a man inside a supermarket.,A man with a shopping cart is studying the shelves in a supermarket aisle. There is a man inside a supermarket.,A man with a shopping cart is inside a supermarket.,"['shelves', 'studying', 'supermarket']",There is a man inside the supermarket aisle.,['supermarket']
contradiction,entailment,contradiction,"A man wearing sunglasses is sitting on the steps outside, reading a magazine.",The man is sitting.,"A man wearing sunglasses is sitting on the steps outside, reading a magazine. The man is sitting.",A man wearing sunglasses is sitting.,"['magazine', 'reading', 'steps', 'sitting']","The man is sitting on the steps outside, reading a magazine.",['sitting']
entailment,neutral,entailment,"A man wearing sunglasses is sitting on the steps outside, reading a magazine.",The man is reading tips on how to be a better boy friend.,"A man wearing sunglasses is sitting on the steps outside, reading a magazine. The man is reading tips on how to be a better boy friend.","A man wearing sunglasses is standing on the sidewalk outside, reading a book.","['magazine', 'steps', 'sunglasses', 'sitting']",The man is browsing articles on how to be a better boy musician.,"['tips', 'friend', 'reading']"
neutral,contradiction,neutral,"A man wearing sunglasses is sitting on the steps outside, reading a magazine.","The man is reading a spoon with the words ""HELP ME"" on it.","A man wearing sunglasses is sitting on the steps outside, reading a magazine. The man is reading a spoon with the words ""HELP ME"" on it.","A man wearing sunglasses is standing on the floor inside, writing a spoon with the words ""HELP ME"" on it.","['magazine', 'steps', 'reading', 'sitting']","The man is holding a spoon with the words ""HELP ME"" on it.","['spoon', 'reading']"
neutral,contradiction,neutral,"A woman sitting outside weaving a long piece of red, white, and blue cloth.",He is jumping over a house,"A woman sitting outside weaving a long piece of red, white, and blue cloth. He is jumping over a house",A man jumping inside over a house that is blue,"['weaving', 'sitting', 'cloth', 'red', 'outside']",He is sitting outside a house,['jumping']
contradiction,neutral,contradiction,"A woman sitting outside weaving a long piece of red, white, and blue cloth.",She is working with cloth,"A woman sitting outside weaving a long piece of red, white, and blue cloth. She is working with cloth",A woman sitting outside weaving a piece of cloth.,"['weaving', 'long', 'cloth', 'red', 'piece']",She is working with fabric,['cloth']
entailment,neutral,entailment,"A woman sitting outside weaving a long piece of red, white, and blue cloth.",She is weaving an american flag,"A woman sitting outside weaving a long piece of red, white, and blue cloth. She is weaving an american flag","A woman sitting outside knitting a short strip of green, white, and yellow fabric.","['weaving', 'cloth', 'red', 'piece', 'blue']",She is weaving a flag,['american']
contradiction,neutral,contradiction,A person powerwashing stairs leading down to a pool.,a person washes stairs,A person powerwashing stairs leading down to a pool. a person washes stairs,A person washing stairs leading down to a patio.,"['pool', 'powerwashing']",a person washes the deck,['stairs']
contradiction,entailment,contradiction,A person powerwashing stairs leading down to a pool.,a worker cleans near the pool,A person powerwashing stairs leading down to a pool. a worker cleans near the pool,A person cleaning near the pool,"['powerwashing', 'stairs']",a person powerwashes near the pool,"['cleans', 'worker']"
neutral,contradiction,neutral,A person powerwashing stairs leading down to a pool.,a dog chases a cat,A person powerwashing stairs leading down to a pool. a dog chases a cat,A person powerwashing a dog and a cat on a field,"['pool', 'stairs']",a person chases a cat,['dog']
neutral,neutral,neutral,A person rides his bicycle in the sand beside the ocean.,A person is falling off his bike.,A person rides his bicycle in the sand beside the ocean. A person is falling off his bike.,A person rides his bike in the sand near the sea.,"['bicycle', 'beside', 'ocean']",A person is riding his bike.,['falling']
neutral,contradiction,neutral,A person rides his bicycle in the sand beside the ocean.,A person is on a boat.,A person rides his bicycle in the sand beside the ocean. A person is on a boat.,A person rides his boat in the water beside the dock.,"['bicycle', 'ocean', 'sand']",A person is on a bicycle.,['boat']
contradiction,neutral,contradiction,A person rides his bicycle in the sand beside the ocean.,A person is on a beach.,A person rides his bicycle in the sand beside the ocean. A person is on a beach.,A person walks in the grass beside the lake.,"['bicycle', 'ocean', 'sand']",A person is near a beach.,['beach']
contradiction,entailment,contradiction,"Two black little boys hanging over an upside down bicycle, one examining the pedal.",Children were looking at a bike.,"Two black little boys hanging over an upside down bicycle, one examining the pedal. Children were looking at a bike.","Two little children hanging over a bicycle, one looking at it.","['boys', 'upside', 'pedal', 'examining']",Children were examining a bike.,['looking']
entailment,entailment,entailment,"Two black little boys hanging over an upside down bicycle, one examining the pedal.",the children are outside.,"Two black little boys hanging over an upside down bicycle, one examining the pedal. the children are outside.","Two black little boys standing over a normal bicycle, one examining the pedal.","['bicycle', 'pedal', 'upside', 'hanging']",the children are near the bicycle,['outside']
neutral,entailment,neutral,"Two black little boys hanging over an upside down bicycle, one examining the pedal.",Someone is riding a bike.,"Two black little boys hanging over an upside down bicycle, one examining the pedal. Someone is riding a bike.","Two little boys riding a bicycle, one examining the pedal.","['upside', 'black', 'pedal', 'boys']",Someone is examining a bicycle.,['bike']
entailment,neutral,entailment,A brown a dog and a black dog in the edge of the ocean with a wave under them boats are on the water in the background.,The dogs are out to catch fish.,A brown a dog and a black dog in the edge of the ocean with a wave under them boats are on the water in the background. The dogs are out to catch fish.,A black cat and a black cat in the edge of the lake with a ripple under them ships are on the water in the background.,"['brown', 'ocean', 'dog', 'boats', 'wave']",The dogs are out to catch balls.,['fish']
neutral,neutral,neutral,A brown a dog and a black dog in the edge of the ocean with a wave under them boats are on the water in the background.,The pets are sleeping on the grass.,A brown a dog and a black dog in the edge of the ocean with a wave under them boats are on the water in the background. The pets are sleeping on the grass.,A black cat and a black cat in the edge of the lake with a wave under them ships are on the water in the background.,"['brown', 'ocean', 'boats', 'dog', 'dog']",The pets are standing on the grass.,['sleeping']
contradiction,neutral,contradiction,A brown a dog and a black dog in the edge of the ocean with a wave under them boats are on the water in the background.,The dogs are swimming among the boats.,A brown a dog and a black dog in the edge of the ocean with a wave under them boats are on the water in the background. The dogs are swimming among the boats.,A dog and another dog in the edge of the water with a swell under them vessels are on the water in the background.,"['brown', 'ocean', 'dog', 'boats', 'wave']",The dogs are swimming near the shore.,"['among', 'boats']"
contradiction,entailment,contradiction,A group of people prepare hot air balloons for takeoff.,A group of people are outside.,A group of people prepare hot air balloons for takeoff. A group of people are outside.,A group of people prepare for being outside.,"['balloons', 'takeoff', 'hot']",A group of people prepare hot air balloons for takeoff outside.,['outside']
neutral,contradiction,neutral,A group of people prepare hot air balloons for takeoff.,A group of people prepare cars for racing.,A group of people prepare hot air balloons for takeoff. A group of people prepare cars for racing.,A group of people prepare hot cars for racing.,"['balloons', 'takeoff', 'air']",A group of people prepare hot air balloons for landing.,"['cars', 'racing']"
entailment,entailment,entailment,A group of people prepare hot air balloons for takeoff.,There are hot air balloons on the ground and air.,A group of people prepare hot air balloons for takeoff. There are hot air balloons on the ground and air.,A group of people have hot air balloons for flight.,"['prepare', 'balloons', 'takeoff']",There are hot air balloons on the ground and in the air.,"['hot', 'ground']"
contradiction,entailment,contradiction,Men stand on steps leading out of a body of water,Men are standing on some steps near some water.,Men stand on steps leading out of a body of water. Men are standing on some steps near some water.,Men stand on steps leading out of some water,"['body', 'water']",Men stand on some steps leading out of some water.,"['standing', 'water']"
neutral,contradiction,neutral,Men stand on steps leading out of a body of water,Men are sitting outside near a golf course.,Men stand on steps leading out of a body of water. Men are sitting outside near a golf course.,Men stand on steps leading out of a golf course,"['water', 'body']",Men are standing near a body of water.,"['sitting', 'golf']"
entailment,entailment,entailment,Men stand on steps leading out of a body of water,Men are standing by a docked boat.,Men stand on steps leading out of a body of water. Men are standing by a docked boat.,Men stand on steps leading out of a lake,"['body', 'water']",Men are standing by steps leading out of a body of water.,['boat']
entailment,entailment,entailment,A group of young people with instruments are on stage.,People are performing as a band for a crowd.,A group of young people with instruments are on stage. People are performing as a band for a crowd.,A group of young people with instruments are on a stage performing.,"['instruments', 'stage']",People are performing as a group for a crowd.,['band']
neutral,neutral,neutral,A group of young people with instruments are on stage.,Young people are playing water polo.,A group of young people with instruments are on stage. Young people are playing water polo.,A group of young people with instruments are somewhere.,"['stage', 'instruments']",Young people are playing instruments.,"['polo', 'water']"
entailment,entailment,entailment,A group of young people with instruments are on stage.,People are playing music.,A group of young people with instruments are on stage. People are playing music.,A group of young people with instruments are playing on stage.,"['instruments', 'stage']",People are playing instruments.,['music']
contradiction,entailment,contradiction,A long-beaked bird in mid-flight.,A bird flying.,A long-beaked bird in mid-flight. A bird flying.,A bird in mid-flying.,"['flight', 'bird']",A bird in mid-flight.,['flying']
neutral,contradiction,neutral,A long-beaked bird in mid-flight.,A rat running on a wheel.,A long-beaked bird in mid-flight. A rat running on a wheel.,A long-beaked rat in mid-run.,"['bird', 'flight']",A bird running on a wheel.,['rat']
entailment,neutral,entailment,A long-beaked bird in mid-flight.,A bird chasing an insect.,A long-beaked bird in mid-flight. A bird chasing an insect.,A long-beaked animal in mid-gliding.,"['flight', 'bird']",A bird eating an insect.,['chasing']
entailment,neutral,entailment,A young boy with black hair is holding onto a gun which is secured to a vehicle which is being driven by a young man who is wearing a bright pink shirt.,The boy is outside and running from cops.,A young boy with black hair is holding onto a gun which is secured to a vehicle which is being driven by a young man who is wearing a bright pink shirt. The boy is outside and running from cops.,A young boy with black hair is sitting near a bike which is tied to a tree which is next to a young man who is carrying a bright pink backpack.,"['vehicle', 'secured', 'gun', 'driven', 'wearing', 'onto', 'shirt', 'holding']",The boy is outside and walking from tourists.,"['cops', 'running']"
entailment,entailment,entailment,A young boy with black hair is holding onto a gun which is secured to a vehicle which is being driven by a young man who is wearing a bright pink shirt.,The young boy is completing a heist.,A young boy with black hair is holding onto a gun which is secured to a vehicle which is being driven by a young man who is wearing a bright pink shirt. The young boy is completing a heist.,A young boy with black hair is holding onto a weapon which is secured to a getaway car which is being driven by a man who is wearing a bright pink shirt.,"['gun', 'vehicle', 'secured', 'driven', 'pink', 'holding', 'young', 'onto']",The young boy is holding a gun.,"['heist', 'completing']"
entailment,neutral,entailment,A young boy with black hair is holding onto a gun which is secured to a vehicle which is being driven by a young man who is wearing a bright pink shirt.,The bank has just been robbed.,A young boy with black hair is holding onto a gun which is secured to a vehicle which is being driven by a young man who is wearing a bright pink shirt. The bank has just been robbed.,A young boy with black hair is holding onto a camera which is attached to a bicycle which is being pedaled by a young man who is wearing a bright pink jacket.,"['gun', 'vehicle', 'secured', 'driven', 'hair', 'pink', 'shirt', 'holding']",The store has just been robbed.,['bank']
entailment,neutral,entailment,A man in the middle east with a corn-on-the-cob cart selling corn.,An old middle eastern man is selling corn-on-the-cob from his brother's cart.,A man in the middle east with a corn-on-the-cob cart selling corn. An old middle eastern man is selling corn-on-the-cob from his brother's cart.,A man in the middle east with a fruit stand displaying apples.,"['cart', 'selling', 'corn', 'cob']",An old middle eastern man is giving away fruit from his brother's stand.,"['cart', 'brother', 'selling', 'corn']"
contradiction,entailment,contradiction,A man in the middle east with a corn-on-the-cob cart selling corn.,"In the middle east, a man sells corn-on-the-cob from a cart.","A man in the middle east with a corn-on-the-cob cart selling corn. In the middle east, a man sells corn-on-the-cob from a cart.",A man in the middle east with a corn-on-the-cob cart selling corn-on-the-cob.,"['corn', 'corn', 'cob', 'cart']","In the middle east, a man has a cart with corn-on-the-cob.","['cob', 'corn', 'sells']"
neutral,contradiction,neutral,A man in the middle east with a corn-on-the-cob cart selling corn.,A middle east man is throwing corn at strangers.,A man in the middle east with a corn-on-the-cob cart selling corn. A middle east man is throwing corn at strangers.,A man in the middle east with a flower-on-the-stem cart giving flowers.,"['corn', 'corn', 'selling', 'cart']",A middle east man is selling corn to locals.,"['throwing', 'corn', 'strangers']"
contradiction,entailment,contradiction,A man in a black shirt is playing a guitar.,He is playing a song.,A man in a black shirt is playing a guitar. He is playing a song.,A man in a black shirt is playing a song.,"['guitar', 'playing']",He is playing a guitar.,['song']
neutral,contradiction,neutral,A man in a black shirt is playing a guitar.,The man is wearing a blue shirt.,A man in a black shirt is playing a guitar. The man is wearing a blue shirt.,A man in a blue shirt is playing a piano.,"['guitar', 'black']",The man is wearing a black shirt.,"['blue', 'shirt']"
contradiction,entailment,contradiction,A man in a black shirt is playing a guitar.,The man is wearing black.,A man in a black shirt is playing a guitar. The man is wearing black.,A man in a black shirt is wearing a guitar.,"['guitar', 'shirt']",The man is in black.,['wearing']
neutral,contradiction,neutral,"Colorfully dressed people walk down the center of the road, with onlookers behind a barricade.",A group of people in a motorcade driving past an audience.,"Colorfully dressed people walk down the center of the road, with onlookers behind a barricade. A group of people in a motorcade driving past an audience.","Formally dressed people drive down the side of the highway, with onlookers behind a barricade.","['walk', 'road', 'dressed', 'center']",A group of people in a parade walking past onlookers.,"['driving', 'motorcade', 'audience']"
contradiction,entailment,contradiction,"Colorfully dressed people walk down the center of the road, with onlookers behind a barricade.",A group of people walking down a road.,"Colorfully dressed people walk down the center of the road, with onlookers behind a barricade. A group of people walking down a road.","Colorfully dressed people walk down a road, with people behind them.","['center', 'walk', 'road', 'onlookers']","A group of people walk down the road,","['road', 'walking']"
entailment,entailment,entailment,"Colorfully dressed people walk down the center of the road, with onlookers behind a barricade.",A group of people walking past a group of civilian spectators.,"Colorfully dressed people walk down the center of the road, with onlookers behind a barricade. A group of people walking past a group of civilian spectators.",Colorfully dressed people walk past a group of onlookers behind a barricade.,"['center', 'road', 'walk', 'barricade']",A group of people walking past a group of onlookers.,"['civilian', 'spectators', 'walking']"
neutral,contradiction,neutral,A woman is talking on the phone while standing next to a dog.,A woman is sleeping.,A woman is talking on the phone while standing next to a dog. A woman is sleeping.,A woman is sleeping next to a cat while holding a book.,"['dog', 'phone', 'talking']",A woman is not talking on the phone while standing next to a dog.,['sleeping']
entailment,neutral,entailment,A woman is talking on the phone while standing next to a dog.,A woman is walking her dog.,A woman is talking on the phone while standing next to a dog. A woman is walking her dog.,A woman is standing next to an animal while holding something.,"['phone', 'dog', 'talking']",A woman is playing with her dog.,['walking']
contradiction,entailment,contradiction,A woman is talking on the phone while standing next to a dog.,A woman is on the phone.,A woman is talking on the phone while standing next to a dog. A woman is on the phone.,A woman is on the phone while standing next to a dog.,"['dog', 'phone', 'talking']",A woman is talking on the phone.,['phone']
entailment,entailment,entailment,Three young boys one is holding a camera and another is holding a green toy all are wearing t-shirt and smiling.,The boys are all wearing yellow.,Three young boys one is holding a camera and another is holding a green toy all are wearing t-shirt and smiling. The boys are all wearing yellow.,Three young boys one is holding a camera and another is holding a yellow toy all are wearing yellow t-shirt and smiling.,"['toy', 'green', 'camera', 'young', 'boys', 'smiling']",The boys are all wearing t-shirt.,['yellow']
entailment,neutral,entailment,Three young boys one is holding a camera and another is holding a green toy all are wearing t-shirt and smiling.,The boy is crouching down to take a picture.,Three young boys one is holding a camera and another is holding a green toy all are wearing t-shirt and smiling. The boy is crouching down to take a picture.,Three young boys one is holding a book and another is holding a green pen all are wearing a jacket and looking around.,"['toy', 'green', 'camera', 'smiling', 'shirt', 'wearing']",The boy is standing up to take a break.,"['crouching', 'picture']"
contradiction,entailment,contradiction,Three young boys one is holding a camera and another is holding a green toy all are wearing t-shirt and smiling.,The young boy has a camera.,Three young boys one is holding a camera and another is holding a green toy all are wearing t-shirt and smiling. The young boy has a camera.,One young boy is holding a camera and wearing a t-shirt and smiling.,"['toy', 'green', 'boys', 'camera', 'holding', 'wearing']",The young boy is holding a camera.,['camera']
neutral,contradiction,neutral,5 women sitting around a table doing some crafts.,Five men stand on chairs.,5 women sitting around a table doing some crafts. Five men stand on chairs.,5 men standing on chairs doing some sports.,"['crafts', '5', 'women']",Five women stand on chairs.,['men']
contradiction,entailment,contradiction,5 women sitting around a table doing some crafts.,Five women sit at a table.,5 women sitting around a table doing some crafts. Five women sit at a table.,Five women sit at a table.,"['5', 'crafts', 'women']",5 women sit at a table.,['women']
entailment,neutral,entailment,5 women sitting around a table doing some crafts.,Five friends sit at a table.,5 women sitting around a table doing some crafts. Five friends sit at a table.,7 men sitting around a table doing some homework.,"['5', 'crafts', 'women']",Five strangers sit at a table.,['friends']
entailment,neutral,entailment,Street performer with bowler hat and high boots performs outside.,The man is performing a magic act.,Street performer with bowler hat and high boots performs outside. The man is performing a magic act.,Street musician with fedora hat and high boots performs inside.,"['performer', 'bowler', 'outside']",The man is performing a comedy show.,"['magic', 'act']"
contradiction,entailment,contradiction,Street performer with bowler hat and high boots performs outside.,The person is performing.,Street performer with bowler hat and high boots performs outside. The person is performing.,Street person with hat and high boots is performing outside.,"['bowler', 'performer', 'performs']",The street performer is performing outside.,['performing']
neutral,contradiction,neutral,Street performer with bowler hat and high boots performs outside.,The child is dancing inside.,Street performer with bowler hat and high boots performs outside. The child is dancing inside.,Street performer with top hat and high boots dances inside.,"['outside', 'bowler', 'performs']",The child is dancing outside.,['inside']
entailment,entailment,entailment,A young boy playing in the grass.,The boy is playing make believe.,A young boy playing in the grass. The boy is playing make believe.,A young boy playing make believe in the grass.,"['grass', 'playing']",The boy is playing.,"['believe', 'make']"
contradiction,entailment,contradiction,A young boy playing in the grass.,There is a child in the grass.,A young boy playing in the grass. There is a child in the grass.,A young boy is in the grass.,"['grass', 'playing']",There is a boy in the grass.,['grass']
neutral,contradiction,neutral,A young boy playing in the grass.,The boy is in the sand.,A young boy playing in the grass. The boy is in the sand.,A young boy sitting in the sand.,"['grass', 'playing']",The boy is not in the sand.,['sand']
entailment,neutral,entailment,Two men playing baseball with the one in the black and red jersey running toward base.,The man in black and red is about to score the winning run.,Two men playing baseball with the one in the black and red jersey running toward base. The man in black and red is about to score the winning run.,Two men watching baseball with the one in the black and red jersey walking away from home plate.,"['baseball', 'playing', 'base', 'toward', 'running']",The man in black and red is about to hit the ball.,"['winning', 'run', 'score']"
contradiction,entailment,contradiction,Two men playing baseball with the one in the black and red jersey running toward base.,There is a baseball game going on.,Two men playing baseball with the one in the black and red jersey running toward base. There is a baseball game going on.,Two men playing a sport with the one in the black and red uniform running toward home plate.,"['baseball', 'base', 'running', 'playing', 'jersey']",There is a baseball match going on.,['game']
neutral,contradiction,neutral,Two men playing baseball with the one in the black and red jersey running toward base.,The man in black and red is sitting in the bleachers.,Two men playing baseball with the one in the black and red jersey running toward base. The man in black and red is sitting in the bleachers.,Two men playing baseball with the one in the black and red jersey sitting at base.,"['running', 'baseball', 'base', 'toward', 'red']",The man in black and red is running toward base.,"['bleachers', 'sitting']"
entailment,contradiction,entailment,A man and a woman are looking at produce on display.,A man and women are staring at heads of lettuce.,A man and a woman are looking at produce on display. A man and women are staring at heads of lettuce.,A man and a woman are looking at animals on television.,"['produce', 'display']",A man and women are staring at heads of carrots.,"['lettuce', 'heads']"
neutral,contradiction,neutral,A man and a woman are looking at produce on display.,Two men throw produce at each other for fun.,A man and a woman are looking at produce on display. Two men throw produce at each other for fun.,A man and a man are looking at flowers on display.,"['woman', 'produce']",Two men buy produce from each other for fun.,"['men', 'throw']"
contradiction,entailment,contradiction,A man and a woman are looking at produce on display.,A man and woman are looking at produce.,A man and a woman are looking at produce on display. A man and woman are looking at produce.,A man and a woman are looking at produce.,"['produce', 'display']",A man and a woman are looking at produce on display.,"['produce', 'looking']"
neutral,contradiction,neutral,People are throwing tomatoes at each other.,The people are sitting and eating their food.,People are throwing tomatoes at each other. The people are sitting and eating their food.,People are throwing rocks at each other.,['tomatoes'],The people are throwing tomatoes and eating their food.,"['sitting', 'food']"
